# Bispectrum RIC correction for sample SGC and SN subtraction True 
#  k1_eff k2_eff k3_eff Wk_ric
5.785000000000000211e-03 5.785000000000000211e-03 5.785000000000000211e-03 5.866313998255418660e+00
5.785000000000000211e-03 5.785000000000000211e-03 1.042599999999999950e-02 1.487323254071039325e-01
5.785000000000000211e-03 5.785000000000000211e-03 1.528299999999999971e-02 8.575024971320870382e-01
5.785000000000000211e-03 1.042599999999999950e-02 1.042599999999999950e-02 -8.959690513922272670e-01
5.785000000000000211e-03 1.042599999999999950e-02 1.528299999999999971e-02 1.072493736867977387e-01
5.785000000000000211e-03 1.042599999999999950e-02 2.021500000000000033e-02 3.098415609551102290e-01
5.785000000000000211e-03 1.528299999999999971e-02 1.528299999999999971e-02 -2.979131705522056195e-01
5.785000000000000211e-03 1.528299999999999971e-02 2.021500000000000033e-02 6.081145728802316019e-02
5.785000000000000211e-03 1.528299999999999971e-02 2.516799999999999940e-02 2.099721174068199525e-01
5.785000000000000211e-03 2.021500000000000033e-02 2.021500000000000033e-02 -3.400696100026578961e-01
5.785000000000000211e-03 2.021500000000000033e-02 2.516799999999999940e-02 3.217434634218662576e-02
5.785000000000000211e-03 2.021500000000000033e-02 3.012099999999999847e-02 2.254394098913926614e-01
5.785000000000000211e-03 2.516799999999999940e-02 2.516799999999999940e-02 -3.942666058144685404e-01
5.785000000000000211e-03 2.516799999999999940e-02 3.012099999999999847e-02 9.262486901152440499e-02
5.785000000000000211e-03 2.516799999999999940e-02 3.511199999999999738e-02 2.780730046118529142e-01
5.785000000000000211e-03 3.012099999999999847e-02 3.012099999999999847e-02 -2.885657802081160739e-01
5.785000000000000211e-03 3.012099999999999847e-02 3.511199999999999738e-02 1.701555044885833257e-01
5.785000000000000211e-03 3.012099999999999847e-02 4.010899999999999882e-02 2.772187708163932340e-01
5.785000000000000211e-03 3.511199999999999738e-02 3.511199999999999738e-02 -4.078961891428927178e-01
5.785000000000000211e-03 3.511199999999999738e-02 4.010899999999999882e-02 1.470996469037466614e-01
5.785000000000000211e-03 3.511199999999999738e-02 4.509300000000000114e-02 2.969155352857044128e-01
5.785000000000000211e-03 4.010899999999999882e-02 4.010899999999999882e-02 -4.773700122636607701e-01
5.785000000000000211e-03 4.010899999999999882e-02 4.509300000000000114e-02 1.671491690572072808e-01
5.785000000000000211e-03 4.010899999999999882e-02 5.008300000000000252e-02 2.391789700893686144e-01
5.785000000000000211e-03 4.509300000000000114e-02 4.509300000000000114e-02 -4.241641440577019195e-01
5.785000000000000211e-03 4.509300000000000114e-02 5.008300000000000252e-02 1.183874902094400050e-01
5.785000000000000211e-03 4.509300000000000114e-02 5.508300000000000002e-02 2.655686913225722701e-01
5.785000000000000211e-03 5.008300000000000252e-02 5.008300000000000252e-02 -4.093783611137764011e-01
5.785000000000000211e-03 5.008300000000000252e-02 5.508300000000000002e-02 1.571516946381282254e-01
5.785000000000000211e-03 5.008300000000000252e-02 6.007599999999999746e-02 2.857654277738636006e-01
5.785000000000000211e-03 5.508300000000000002e-02 5.508300000000000002e-02 -5.134102552679895570e-01
5.785000000000000211e-03 5.508300000000000002e-02 6.007599999999999746e-02 2.084685018452982763e-01
5.785000000000000211e-03 5.508300000000000002e-02 6.506599999999999884e-02 3.536256691230583171e-01
5.785000000000000211e-03 6.007599999999999746e-02 6.007599999999999746e-02 -6.252688244101789472e-01
5.785000000000000211e-03 6.007599999999999746e-02 6.506599999999999884e-02 2.043609694065157967e-01
5.785000000000000211e-03 6.007599999999999746e-02 7.006400000000000128e-02 3.590939924469394584e-01
5.785000000000000211e-03 6.506599999999999884e-02 6.506599999999999884e-02 -6.042880795440872532e-01
5.785000000000000211e-03 6.506599999999999884e-02 7.006400000000000128e-02 2.083670254210168993e-01
5.785000000000000211e-03 6.506599999999999884e-02 7.506100000000000272e-02 3.670725229208862128e-01
5.785000000000000211e-03 7.006400000000000128e-02 7.006400000000000128e-02 -6.324736580204041170e-01
5.785000000000000211e-03 7.006400000000000128e-02 7.506100000000000272e-02 1.895790147613884979e-01
5.785000000000000211e-03 7.006400000000000128e-02 8.005600000000000216e-02 2.836700581490338435e-01
