# Bispectrum RIC correction for sample SGC and SN subtraction False 
#  k1_eff k2_eff k3_eff Wk_ric
5.785000000000000211e-03 5.785000000000000211e-03 5.785000000000000211e-03 -1.898760249509043874e+00
5.785000000000000211e-03 5.785000000000000211e-03 1.042599999999999950e-02 7.149367068227839572e-02
5.785000000000000211e-03 5.785000000000000211e-03 1.528299999999999971e-02 4.953364085863277144e-01
5.785000000000000211e-03 1.042599999999999950e-02 1.042599999999999950e-02 -2.659988804014338792e-01
5.785000000000000211e-03 1.042599999999999950e-02 1.528299999999999971e-02 6.319249417830126447e-02
5.785000000000000211e-03 1.042599999999999950e-02 2.021500000000000033e-02 2.064470307091553214e-01
5.785000000000000211e-03 1.528299999999999971e-02 1.528299999999999971e-02 -1.435319276174465142e-01
5.785000000000000211e-03 1.528299999999999971e-02 2.021500000000000033e-02 3.684617914362215557e-02
5.785000000000000211e-03 1.528299999999999971e-02 2.516799999999999940e-02 1.462813998892862899e-01
5.785000000000000211e-03 2.021500000000000033e-02 2.021500000000000033e-02 -1.641063297317085778e-01
5.785000000000000211e-03 2.021500000000000033e-02 2.516799999999999940e-02 1.917256995219342522e-02
5.785000000000000211e-03 2.021500000000000033e-02 3.012099999999999847e-02 1.418580134383086999e-01
5.785000000000000211e-03 2.516799999999999940e-02 2.516799999999999940e-02 -1.819151575884730143e-01
5.785000000000000211e-03 2.516799999999999940e-02 3.012099999999999847e-02 5.115985270683136993e-02
5.785000000000000211e-03 2.516799999999999940e-02 3.511199999999999738e-02 1.731886760626835386e-01
5.785000000000000211e-03 3.012099999999999847e-02 3.012099999999999847e-02 -1.155372052711108877e-01
5.785000000000000211e-03 3.012099999999999847e-02 3.511199999999999738e-02 9.038105405780992585e-02
5.785000000000000211e-03 3.012099999999999847e-02 4.010899999999999882e-02 1.584517727109599483e-01
5.785000000000000211e-03 3.511199999999999738e-02 3.511199999999999738e-02 -1.416395120544428898e-01
5.785000000000000211e-03 3.511199999999999738e-02 4.010899999999999882e-02 7.411267959976937381e-02
5.785000000000000211e-03 3.511199999999999738e-02 4.509300000000000114e-02 1.746346295271330729e-01
5.785000000000000211e-03 4.010899999999999882e-02 4.010899999999999882e-02 -1.605564823607795732e-01
5.785000000000000211e-03 4.010899999999999882e-02 4.509300000000000114e-02 8.009549170721792788e-02
5.785000000000000211e-03 4.010899999999999882e-02 5.008300000000000252e-02 1.343065186106716102e-01
5.785000000000000211e-03 4.509300000000000114e-02 4.509300000000000114e-02 -1.413163609917092722e-01
5.785000000000000211e-03 4.509300000000000114e-02 5.008300000000000252e-02 5.703762320835287919e-02
5.785000000000000211e-03 4.509300000000000114e-02 5.508300000000000002e-02 1.388257641222646055e-01
5.785000000000000211e-03 5.008300000000000252e-02 5.008300000000000252e-02 -1.350238107628768947e-01
5.785000000000000211e-03 5.008300000000000252e-02 5.508300000000000002e-02 7.225494385267974828e-02
5.785000000000000211e-03 5.008300000000000252e-02 6.007599999999999746e-02 1.506487758075369665e-01
5.785000000000000211e-03 5.508300000000000002e-02 5.508300000000000002e-02 -1.416933113957609125e-01
5.785000000000000211e-03 5.508300000000000002e-02 6.007599999999999746e-02 8.958536501975480904e-02
5.785000000000000211e-03 5.508300000000000002e-02 6.506599999999999884e-02 1.761048068323434745e-01
5.785000000000000211e-03 6.007599999999999746e-02 6.007599999999999746e-02 -1.447478423208579390e-01
5.785000000000000211e-03 6.007599999999999746e-02 6.506599999999999884e-02 8.478013115354125773e-02
5.785000000000000211e-03 6.007599999999999746e-02 7.006400000000000128e-02 1.760842547876048936e-01
5.785000000000000211e-03 6.506599999999999884e-02 6.506599999999999884e-02 -1.374529470393033304e-01
5.785000000000000211e-03 6.506599999999999884e-02 7.006400000000000128e-02 8.469533020802082202e-02
5.785000000000000211e-03 6.506599999999999884e-02 7.506100000000000272e-02 1.789409288382430019e-01
5.785000000000000211e-03 7.006400000000000128e-02 7.006400000000000128e-02 -1.380135719238902714e-01
5.785000000000000211e-03 7.006400000000000128e-02 7.506100000000000272e-02 7.685085994672773146e-02
5.785000000000000211e-03 7.006400000000000128e-02 8.005600000000000216e-02 1.446689493652507652e-01
5.785000000000000211e-03 7.506100000000000272e-02 7.506100000000000272e-02 -1.417189362592186086e-01
5.785000000000000211e-03 7.506100000000000272e-02 8.005600000000000216e-02 8.300115251224617074e-02
5.785000000000000211e-03 8.005600000000000216e-02 8.005600000000000216e-02 -1.411962670101572503e-01
1.042599999999999950e-02 1.042599999999999950e-02 1.042599999999999950e-02 6.014764212568324969e-02
1.042599999999999950e-02 1.042599999999999950e-02 1.528299999999999971e-02 -1.305002170989035502e-02
1.042599999999999950e-02 1.042599999999999950e-02 2.021500000000000033e-02 -4.549362438157334679e-04
1.042599999999999950e-02 1.042599999999999950e-02 2.516799999999999940e-02 7.210007559458392334e-02
1.042599999999999950e-02 1.528299999999999971e-02 1.528299999999999971e-02 -5.311143870061253887e-03
1.042599999999999950e-02 1.528299999999999971e-02 2.021500000000000033e-02 -1.561513380061038247e-03
1.042599999999999950e-02 1.528299999999999971e-02 2.516799999999999940e-02 1.814327248619486410e-02
1.042599999999999950e-02 1.528299999999999971e-02 3.012099999999999847e-02 4.528378837557498621e-02
1.042599999999999950e-02 2.021500000000000033e-02 2.021500000000000033e-02 2.547883742625387752e-03
1.042599999999999950e-02 2.021500000000000033e-02 2.516799999999999940e-02 -1.480269374192956511e-02
1.042599999999999950e-02 2.021500000000000033e-02 3.012099999999999847e-02 2.150987546506651429e-02
1.042599999999999950e-02 2.021500000000000033e-02 3.511199999999999738e-02 4.712946394823842172e-02
1.042599999999999950e-02 2.516799999999999940e-02 2.516799999999999940e-02 -2.022968933753279894e-02
1.042599999999999950e-02 2.516799999999999940e-02 3.012099999999999847e-02 -1.670748012113530559e-03
1.042599999999999950e-02 2.516799999999999940e-02 3.511199999999999738e-02 8.432355573797721895e-03
1.042599999999999950e-02 2.516799999999999940e-02 4.010899999999999882e-02 6.236629650596703378e-02
1.042599999999999950e-02 3.012099999999999847e-02 3.012099999999999847e-02 -1.258950205327992629e-02
1.042599999999999950e-02 3.012099999999999847e-02 3.511199999999999738e-02 -5.172033258095527081e-03
1.042599999999999950e-02 3.012099999999999847e-02 4.010899999999999882e-02 6.583551738956322334e-03
1.042599999999999950e-02 3.012099999999999847e-02 4.509300000000000114e-02 4.470640737204145676e-02
