# Pk for p=1.0, NGC 
#  k(h/Mpc) Pk*A/Q0(0) 3.08029 / 2.68778
3.750000000000000295e-03 3.830425390625000000e+04
8.035714285714286656e-03 4.481001953125000000e+04
1.282894736842105608e-02 4.518683203125000000e+04
1.773648648648648574e-02 3.945480078125000000e+04
2.268442622950819776e-02 4.186614843750000000e+04
2.765109890109889931e-02 3.700056250000000000e+04
3.262795275590551353e-02 3.246419921875000000e+04
3.761094674556213213e-02 3.007446093750000000e+04
4.259792626728110126e-02 2.538785937500000000e+04
4.758763837638376598e-02 2.459891601562500000e+04
5.257930513595167332e-02 2.261070117187500000e+04
5.757241813602014674e-02 2.191193359375000000e+04
6.256663113006397103e-02 1.937498632812500000e+04
6.756170018281536238e-02 1.773757421875000000e+04
7.255744849445325273e-02 1.721023828125000000e+04
7.755374479889043382e-02 1.592483691406250000e+04
8.255048959608321524e-02 1.403420605468750000e+04
8.754760609357999102e-02 1.265700585937500000e+04
9.254503407984421282e-02 1.235870605468750000e+04
9.754272567922873949e-02 1.067939257812500000e+04
1.025406423473433498e-01 9.063352539062500000e+03
1.075387527036769930e-01 7.567583496093750000e+03
1.125370309414088082e-01 8.378061523437500000e+03
1.175354556427277986e-01 7.369373535156250000e+03
1.225340088839533548e-01 7.711016601562500000e+03
1.275326755509994803e-01 7.280860351562500000e+03
1.325314428096820152e-01 6.514003906250000000e+03
1.375302996914940790e-01 6.730353027343750000e+03
1.425292367665162430e-01 6.212337402343750000e+03
1.475282458828035270e-01 5.507706542968750000e+03
1.525273199570046367e-01 4.535889160156250000e+03
1.575264528048370694e-01 3.933344482421875000e+03
1.625256390028400610e-01 4.280198242187500000e+03
1.675248737748737671e-01 3.750239013671875000e+03
1.725241528983477990e-01 3.913790283203125000e+03
1.775234726262892859e-01 3.132205078125000000e+03
1.825228296222166646e-01 3.271385498046875000e+03
1.875222209054278610e-01 3.314397460937500000e+03
1.925216438048121814e-01 3.200608886718750000e+03
1.975210959196753435e-01 2.936949951171875000e+03
2.025205750863645349e-01 2.512210693359375000e+03
2.075200793497193053e-01 2.538578369140625000e+03
2.125196069385495434e-01 2.359045166015625000e+03
2.175191562444953319e-01 2.432910400390625000e+03
2.225187258037367444e-01 1.903121215820312500e+03
