# Tk at z_eff=1.6519 (p=1.0, NGC) raw output of classy 
#  dict_keys(['k (h/Mpc)', 'd_g', 'd_b', 'd_cdm', 'd_ur', 'd_ncdm[0]', 'd_tot', 'phi', 'psi'])
1.653642501441474066e-02 -4.661922368457928068e-01 -7.511755303718227879e+02 -7.540209758700765406e+02 -4.505645019691780773e-01 -2.921435051685045323e+02 -7.509777470806410520e+02 3.783547238195336115e-01 3.783547217419442887e-01
2.081812550581494531e-02 -4.103982648484865714e-01 -1.046987844041360177e+03 -1.053130927824027594e+03 -3.966338607625789492e-01 -3.283006061558994588e+02 -1.048178561871574175e+03 3.332015961004237137e-01 3.332015946645664473e-01
2.620834159861067797e-02 -3.490998982306698362e-01 -1.408978537806669237e+03 -1.421378972101667614e+03 -3.373862475841298281e-01 -3.445302219859688080e+02 -1.413602569228596622e+03 2.835326308918957317e-01 2.835326299483258428e-01
3.297707069353843917e-02 -2.863545024170836562e-01 -1.825662356597204962e+03 -1.848001199798802418e+03 -2.767423304254751359e-01 -3.363728302635477689e+02 -1.836408131064240706e+03 2.326481905072125544e-01 2.326481899284367494e-01
4.095687481729270302e-02 -2.322146968708909409e-01 -2.280599720885058105e+03 -2.313481611644791883e+03 -2.244172466338275329e-01 -3.125764480415992352e+02 -2.297704178082255112e+03 1.887100315337161272e-01 1.887100311872214609e-01
4.769128111748335841e-02 -2.008744366141859694e-01 -2.676771373763173415e+03 -2.713945120308411788e+03 -1.941278366982171211e-01 -2.926977657479516211e+02 -2.695322240370124291e+03 1.632627631561283377e-01 1.632627629178243223e-01
5.257408315740727534e-02 -1.842857761779246040e-01 -2.988480450322058459e+03 -3.025439355125340171e+03 -1.780954661122321758e-01 -2.807220015233696131e+02 -3.005177948733357425e+03 1.497894294836413509e-01 1.497894292960428586e-01
5.659956586758269070e-02 -1.732759989257535715e-01 -3.261314610205280587e+03 -3.296460094063779707e+03 -1.674549282867829614e-01 -2.721235472104562518e+02 -3.275037178292567205e+03 1.408459614480153110e-01 1.408459612913949000e-01
6.019323165754984079e-02 -1.647870877568885506e-01 -3.512224815618041248e+03 -3.545152763687729930e+03 -1.592507632369971338e-01 -2.649593005467064017e+02 -3.522754391537439915e+03 1.339495905348070948e-01 1.339495904001695714e-01
6.354465018369143126e-02 -1.575698307891140459e-01 -3.746454996706026122e+03 -3.777424113893700905e+03 -1.522756511124832846e-01 -2.582904647420043034e+02 -3.754097133044503153e+03 1.280860552100493432e-01 1.280860550924221297e-01
6.675411010677707868e-02 -1.510061364930423145e-01 -3.964975803938228182e+03 -3.994698680215548848e+03 -1.459322314619620475e-01 -2.515767263028835998e+02 -3.970408689301978939e+03 1.227533945679278593e-01 1.227533944642154873e-01
6.988172453642764459e-02 -1.447599211636990124e-01 -4.167106996406381768e+03 -4.196627125410229382e+03 -1.398956963710209500e-01 -2.446194913195668619e+02 -4.171288581865122069e+03 1.176785525732008952e-01 1.176785524812619943e-01
7.296696933989939293e-02 -1.386462187240472543e-01 -4.351696422309707486e+03 -4.382282633579357025e+03 -1.339872772357184050e-01 -2.373255815853967192e+02 -4.355778938223831574e+03 1.127113143443037591e-01 1.127113142625595643e-01
7.603765997589209680e-02 -1.325750672588751344e-01 -4.517856212070280890e+03 -4.550893091746995196e+03 -1.281200254875806688e-01 -2.295464570593747453e+02 -4.523092773826580924e+03 1.077785413366112166e-01 1.077785412638575385e-01
7.911454529889075382e-02 -1.265217811836236717e-01 -4.665464262725372464e+03 -4.702330899417182991e+03 -1.222700762673007424e-01 -2.213245434375695311e+02 -4.673104207747105647e+03 1.028601321827650877e-01 1.028601321180100531e-01
8.221385964216429421e-02 -1.205090580571506753e-01 -4.795549360194896508e+03 -4.837486932899058047e+03 -1.164593530516396941e-01 -2.128514762788769872e+02 -4.806722050860083073e+03 9.797453569367807480e-02 9.797453563604380244e-02
8.534883475414022092e-02 -1.145936912322043782e-01 -4.910548223744545794e+03 -4.958524204156459746e+03 -1.107427343814369469e-01 -2.042231659679440270e+02 -4.926141571960592955e+03 9.316782763016302760e-02 9.316782757888632249e-02
8.853064283441744453e-02 -1.088553656090968380e-01 -5.014457450294325099e+03 -5.069034434318775311e+03 -1.051972192151208879e-01 -1.955664036196126006e+02 -5.035000102158051050e+03 8.850473697181698851e-02 8.850473692620362820e-02
9.176900992719827510e-02 -1.033845804062163282e-01 -5.112755008888479097e+03 -5.173980854241342058e+03 -9.991025825051264020e-02 -1.871408793772216654e+02 -5.138317242046755382e+03 8.405878037231946653e-02 8.405878033171715336e-02
9.507262892646779762e-02 -9.827006154245587766e-02 -5.212078114543910488e+03 -5.279421552530723602e+03 -9.496759130248506875e-02 -1.791742928418102849e+02 -5.242211747246527011e+03 7.990202961049799879e-02 7.990202957429709540e-02
9.844944571560064472e-02 -9.358817125535216774e-02 -5.319777025584791772e+03 -5.392108381084042776e+03 -9.044300793827918239e-02 -1.717953958921156357e+02 -5.353495118345919764e+03 7.609657566926643357e-02 7.609657563691187010e-02
1.019068621252263857e-01 -8.938936136922619180e-02 -5.442995626802388870e+03 -5.518657634552314448e+03 -8.638526256561711303e-02 -1.651035145020696291e+02 -5.478832729008490787e+03 7.268343316202308113e-02 7.268343313301528497e-02
1.054518826547446858e-01 -8.569007524404741172e-02 -5.587761665070159324e+03 -5.664716014271079985e+03 -8.281024437064858634e-02 -1.591804116394423829e+02 -5.623902262652015452e+03 6.967602000662306838e-02 6.967601998051459189e-02
1.090912221330706533e-01 -8.246644076415050872e-02 -5.757883784771787759e+03 -5.833948089744474601e+03 -7.969488580346523188e-02 -1.540327664719176823e+02 -5.792371947984962389e+03 6.705498503990911519e-02 6.705498501631168562e-02
1.128313855953949896e-01 -7.965276656803868538e-02 -5.953922833342269769e+03 -6.027078888616309087e+03 -7.697570568970300842e-02 -1.495595401772243918e+02 -5.984936760527621118e+03 6.476702701075916224e-02 6.476702698934852509e-02
1.166787279874305638e-01 -7.714628907054268958e-02 -6.172465440249422500e+03 -6.241204347596831212e+03 -7.455339887847550751e-02 -1.455757809650801562e+02 -6.198626762595485161e+03 6.272870927576455757e-02 6.272870925628327987e-02
1.206394989759898007e-01 -7.481771327660872994e-02 -6.405888314919698132e+03 -6.469540845465158782e+03 -7.230302082459549862e-02 -1.418424558638086523e+02 -6.426560395167496608e+03 6.083503703712975913e-02 6.083503701937995056e-02
1.247198766315051471e-01 -7.252798158443106435e-02 -6.642901460733524800e+03 -6.701883762663422203e+03 -7.009019256840987033e-02 -1.381050380382713172e+02 -6.658414147641274212e+03 5.897306363233892346e-02 5.897306361617440928e-02
1.289259927523367377e-01 -7.014945445774971311e-02 -6.870021080025875563e+03 -6.925923808675492182e+03 -6.779156896444121783e-02 -1.341277763021344072e+02 -6.881756834855073066e+03 5.703908926522056194e-02 5.703908925053353257e-02
1.332639519395265038e-01 -6.758877092444363910e-02 -7.074006199181165357e+03 -7.129460222549489117e+03 -6.531692908201877645e-02 -1.297356483882421685e+02 -7.084286639232121161e+03 5.495724766813999546e-02 5.495724765484714947e-02
1.377398460901775312e-01 -6.480599350983058671e-02 -7.244883014674566766e+03 -7.303171357441745386e+03 -6.262767746237821176e-02 -1.248514895700255494e+02 -7.256627392205245997e+03 5.269505482779462957e-02 5.269505481582355960e-02
1.423597656850012216e-01 -6.182519196791518012e-02 -7.378968991136068325e+03 -7.443409511178060711e+03 -5.974707140219236157e-02 -1.195218463004393783e+02 -7.395145071334555723e+03 5.027202631420736589e-02 5.027202630348177187e-02
1.471298090529082336e-01 -5.873233851853992132e-02 -7.481052820011621407e+03 -7.554241903530852142e+03 -5.675818834695526421e-02 -1.139089869988230390e+02 -7.504000003441059562e+03 4.775795287772908321e-02 4.775795286816145180e-02
1.520560906705344939e-01 -5.565930219972169829e-02 -7.564916395317892238e+03 -7.648003077635819864e+03 -5.378845820863558530e-02 -1.082750611073657723e+02 -7.595691538190964820e+03 4.525993189439823927e-02 4.525993188588512545e-02
1.571447494749977913e-01 -5.275494526107717130e-02 -7.651450776062496516e+03 -7.743650784935324737e+03 -5.098173252068970152e-02 -1.029247281444042414e+02 -7.689384469928800172e+03 4.289888877836692954e-02 4.289888877079182233e-02
1.624019581183401839e-01 -5.014833299888128704e-02 -7.764128515100425830e+03 -7.862692404175236334e+03 -4.846273337961038569e-02 -9.812413067611160500e+01 -7.806784814493768863e+03 4.077968818458243411e-02 4.077968817782230693e-02
1.678339340610477959e-01 -4.791213476117356374e-02 -7.922332487110816146e+03 -8.023092176371248570e+03 -4.630168684710133514e-02 -9.400427295035005670e+01 -7.965987263247351621e+03 3.896137466735181965e-02 3.896137466128914151e-02
1.734469533822585174e-01 -4.603819158490772556e-02 -8.134328276474217091e+03 -8.232794473875917902e+03 -4.449070773567891102e-02 -9.053235744355015413e+01 -8.174945303564680216e+03 3.743740312123392672e-02 3.743740311576750773e-02
1.792473681711116706e-01 -4.443585686240342919e-02 -8.392433791353003471e+03 -8.485200041953481559e+03 -4.294220389342152944e-02 -8.758229006047486109e+01 -8.426923040838175439e+03 3.613413499067502643e-02 3.613413498572446564e-02
1.852416283549576936e-01 -4.296342527974230524e-02 -8.674321869370571221e+03 -8.760317685067520870e+03 -4.151923919854402095e-02 -8.488346065984431732e+01 -8.701664412935642758e+03 3.493649720296375383e-02 3.493649719847222862e-02
1.914363088159334592e-01 -4.145833298872653172e-02 -8.945937012546781261e+03 -9.027063961779891542e+03 -4.006471873162816694e-02 -8.205434371749487354e+01 -8.967778163097094875e+03 3.371245975621268293e-02 3.371245975214755275e-02
1.978381426500226969e-01 -3.979513722202170783e-02 -9.173083240827958434e+03 -9.253789022745233524e+03 -3.845742204982422613e-02 -7.894058768517007252e+01 -9.193377602900471175e+03 3.236005513556811791e-02 3.236005513190730321e-02
2.044540614366398001e-01 -3.794690817577804631e-02 -9.338984311639014777e+03 -9.424697616417126483e+03 -3.667132389488746841e-02 -7.539193053126555810e+01 -9.362594525652770244e+03 3.085737205630533983e-02 3.085737205303186806e-02
2.112912434186454136e-01 -3.599062659762523181e-02 -9.453160117507595714e+03 -9.548094661003340661e+03 -3.478081098157651679e-02 -7.165048309426808260e+01 -9.483882941237685372e+03 2.926694505171901009e-02 2.926694504880659672e-02
2.183571705513595307e-01 -3.406653640498324281e-02 -9.548601704984279422e+03 -9.653826648505308185e+03 -3.292140753747670179e-02 -6.791834303593869038e+01 -9.587429908629761485e+03 2.770266117010608195e-02 2.770266116752135785e-02
2.256596954756984463e-01 -3.231332274134717658e-02 -9.668028612268912184e+03 -9.780800689499352302e+03 -3.122712973892172519e-02 -6.451665625541538418e+01 -9.712541644989350971e+03 2.627720091406799893e-02 2.627720091176920236e-02
2.332071196186495665e-01 -3.081272446843527635e-02 -9.846007833647921871e+03 -9.960937441318872516e+03 -2.977696958323224063e-02 -6.162370453535930181e+01 -9.891390112509279788e+03 2.505693366607653072e-02 2.505693366402106034e-02
2.410082838404624950e-01 -2.955282117372165160e-02 -1.009078494895785843e+04 -1.020252930128592743e+04 -2.855940608283768015e-02 -5.918738509403250703e+01 -1.013221703003179573e+04 2.403226725621351173e-02 2.403226725436524366e-02
2.490726733524173120e-01 -2.842797946843383591e-02 -1.037436552124183800e+04 -1.048056349732395211e+04 -2.747236287678301442e-02 -5.699956332758812039e+01 -1.040966954664060540e+04 2.311739958819393828e-02 2.311739958652751087e-02
2.574105390470100008e-01 -2.729868636526545239e-02 -1.064559404125775836e+04 -1.074831493994439370e+04 -2.638102272491266859e-02 -5.479732913267812933e+01 -1.067656712034965676e+04 2.219898854316574091e-02 2.219898854166589552e-02
2.660330379459330818e-01 -2.607541434592901622e-02 -1.086145181765647976e+04 -1.096601740518287443e+04 -2.519886886395195438e-02 -5.239873045494342563e+01 -1.089283760581158094e+04 2.120430691198308196e-02 2.120430691064041639e-02
2.749523962221981921e-01 -2.476491523981433698e-02 -1.101434070859972235e+04 -1.112591203349621901e+04 -2.393242810200213108e-02 -4.982376591907679142e+01 -1.105078782392274297e+04 2.013874588453991310e-02 2.013874588334487944e-02
2.841820992472194329e-01 -2.346191461430297692e-02 -1.114123917380915373e+04 -1.126129457817590082e+04 -2.267323283110373941e-02 -4.725547264690329285e+01 -1.118412075226972047e+04 1.907930761090677330e-02 1.907930760984591356e-02
2.937371144283142943e-01 -2.228032458076532538e-02 -1.130067512726417226e+04 -1.142600648140981866e+04 -2.153136239376409605e-02 -4.492280123356746202e+01 -1.134713644577963532e+04 1.811852446745273321e-02 1.811852446650879384e-02
3.036341543436755219e-01 -2.125996702285460477e-02 -1.152413389985312642e+04 -1.164942422062758305e+04 -2.054530041856636458e-02 -4.288493736771701492e+01 -1.156939080799511066e+04 1.728874410123879338e-02 1.728874410039545756e-02
3.138919900014220388e-01 -2.034666492080439149e-02 -1.179182148451052672e+04 -1.191403063565205593e+04 -1.966269412534752542e-02 -4.108522484007006170e+01 -1.183309922829909738e+04 1.654597017614481066e-02 1.654597017538891532e-02
3.245318271633457763e-01 -1.944541065714175745e-02 -1.204978251520866979e+04 -1.217065379800156370e+04 -1.879173274505732683e-02 -3.929826790089453681e+01 -1.208859166964580800e+04 1.581303802372494016e-02 1.581303802304857148e-02
3.355777628968756310e-01 -1.849926443454255609e-02 -1.225606939059044271e+04 -1.238030899741829307e+04 -1.787739278658454292e-02 -3.741287504016958110e+01 -1.229661931661623566e+04 1.504366229466238755e-02 1.504366229406021473e-02
3.470573453133869446e-01 -1.753906314365294428e-02 -1.242471795313744769e+04 -1.255530928424615740e+04 -1.694947123419779725e-02 -3.548869388611375086e+01 -1.246970255424973948e+04 1.426289910550770576e-02 1.426289910497369369e-02
3.590022675081622761e-01 -1.663622121048702676e-02 -1.260805887683971923e+04 -1.274337162760803403e+04 -1.607697943327827603e-02 -3.369558580401706394e+01 -1.265603706512447570e+04 1.352874618924148307e-02 1.352874618876765377e-02
3.714492380842650543e-01 -1.582660039530524310e-02 -1.284214660550295412e+04 -1.297813755231279902e+04 -1.529457269149070778e-02 -3.207782690459173125e+01 -1.288946941194106148e+04 1.287034805839363735e-02 1.287034805797230771e-02
3.844410869336386538e-01 -1.507064401515644490e-02 -1.310210158870472515e+04 -1.323726015828320124e+04 -1.456402651950743261e-02 -3.056281046883048802e+01 -1.314737001888244413e+04 1.225556924216719343e-02 1.225556924179244632e-02
3.980281886988606965e-01 -1.431368591864142989e-02 -1.333972746977296993e+04 -1.347668320960138408e+04 -1.383251385086139984e-02 -2.904372184701142245e+01 -1.338525970895828868e+04 1.164000954518583722e-02 1.164000954485360471e-02
4.122703216106688995e-01 -1.355132600727302662e-02 -1.354716716748703038e+04 -1.368875022779778010e+04 -1.309578206056294554e-02 -2.749966412569111185e+01 -1.359549012451099225e+04 1.102008436119324489e-02 1.102008436090007835e-02
4.272391328473755800e-01 -1.282236196276560075e-02 -1.376496366141022554e+04 -1.391028637967812756e+04 -1.239132309492010572e-02 -2.604241186461358026e+01 -1.381528052259409742e+04 1.042729960906998640e-02 1.042729960881147618e-02
4.430214643753784820e-01 -1.214256364073592297e-02 -1.401730497443445165e+04 -1.416376297433846958e+04 -1.173437592396573033e-02 -2.466592546617377835e+01 -1.406725552332696498e+04 9.874475433291229898e-03 9.874475433063540503e-03
4.597239247053869216e-01 -1.148687454982669220e-02 -1.428023584564063822e+04 -1.442807764504924671e+04 -1.110072796576231161e-02 -2.334522017419971363e+01 -1.432997345371066876e+04 9.341258026092457908e-03 9.341258025892322861e-03
4.774793064618576555e-01 -1.083192407065795837e-02 -1.452539710603794083e+04 -1.467685561296449123e+04 -1.046779450314209818e-02 -2.202337534989607448e+01 -1.457688410625426150e+04 8.808658750808565085e-03 8.808658750633560977e-03
4.964558102285431818e-01 -1.019403745238731812e-02 -1.477757614909405311e+04 -1.493240846908474850e+04 -9.851351113098013104e-03 -2.073822000723399483e+01 -1.483057283063890281e+04 8.289931151771458631e-03 8.289931151619040622e-03
5.168706622410320639e-01 -9.584103738238590117e-03 -1.506036802677815103e+04 -1.521715036219850299e+04 -9.261920618865823046e-03 -1.950251852194829283e+01 -1.511352317509581189e+04 7.793923614120635765e-03 7.793923613988398662e-03
5.390108467112463275e-01 -8.980149738583549993e-03 -1.534611124248141095e+04 -1.550591376062786185e+04 -8.678269156033098508e-03 -1.828051320840312144e+01 -1.540030583742038834e+04 7.302785240983952417e-03 7.302785240869977615e-03
5.632658120542870517e-01 -8.381917869745365152e-03 -1.564153587111303204e+04 -1.580489387552828521e+04 -8.100147601684558329e-03 -1.707279797655294473e+01 -1.569716799300814819e+04 6.816300289318691363e-03 6.816300289221197302e-03
5.901812496498822780e-01 -7.793398776152473013e-03 -1.596680845205526930e+04 -1.613308311894428152e+04 -7.531412150356904360e-03 -1.587955819104102595e+01 -1.602318810579786623e+04 6.337709207113999092e-03 6.337709207031423653e-03
6.205519319481119789e-01 -7.201247103320517970e-03 -1.631095676718713366e+04 -1.648105868155969438e+04 -6.959166437152433313e-03 -1.467675432602089991e+01 -1.636874845512838874e+04 5.856166328106929969e-03 5.856166328037894046e-03
6.555914446248338745e-01 -6.603465043035596990e-03 -1.669390566589746231e+04 -1.686783118022695999e+04 -6.381479540756077734e-03 -1.346056485145691717e+01 -1.675290471048775726e+04 5.370042905067692884e-03 5.370042905010967427e-03
6.972641270728331397e-01 -5.987917535861685472e-03 -1.712335044658194238e+04 -1.730182847872234197e+04 -5.786624491582562611e-03 -1.221618327754269728e+01 -1.718392564046294865e+04 4.869472667769991769e-03 4.869472667724482166e-03
7.489860481473911147e-01 -5.342099954354905325e-03 -1.762704418386072939e+04 -1.781070822984096594e+04 -5.162516944085550862e-03 -1.090235365390886280e+01 -1.768934004632306824e+04 4.344285579843292118e-03 4.344285579808092844e-03
8.172246958700447594e-01 -4.644415119669381871e-03 -1.824462835763037947e+04 -1.843470030759715155e+04 -4.488285778462591975e-03 -9.474606804039707342e+00 -1.830907604782719136e+04 3.776918868994884933e-03 3.776918868969187174e-03
9.152789718252951623e-01 -3.866802629322426983e-03 -1.905376385451062379e+04 -1.925223338803654042e+04 -3.736814040034948207e-03 -7.895834722922285387e+00 -1.912103394154529087e+04 3.144550647129987046e-03 3.144550647112916066e-03
1.070301791652423562e+00 -2.995358207467082624e-03 -2.018294664827511951e+04 -2.039314279564999379e+04 -2.894664460126784248e-03 -6.123977370783894258e+00 -2.025416368364372101e+04 2.435880628867078714e-03 2.435880628857398523e-03
1.317123541579720447e+00 -2.126478591672482064e-03 -2.169893632130193510e+04 -2.192488890522625297e+04 -2.054993670097243069e-03 -4.349586797044014297e+00 -2.177546581739537942e+04 1.729293149546064787e-03 1.729293149541523932e-03
1.655384394845416107e+00 -1.451128862367909167e-03 -2.338991981220835078e+04 -2.363347341525876982e+04 -1.402346988877932943e-03 -2.965726701986567626e+00 -2.347239928401148427e+04 1.180086825018150914e-03 1.180086825016190026e-03
2.083952600795073273e+00 -9.830778541159671414e-04 -2.511241895804628803e+04 -2.537394102071212183e+04 -9.500303661023039997e-04 -2.007894350697568608e+00 -2.520099434000812471e+04 7.994589968705679336e-04 7.994589968697302790e-04
2.623540688615224159e+00 -6.632303644389023461e-04 -2.685124792921502376e+04 -2.713097377534793122e+04 -6.409351224306989630e-04 -1.356284420714895633e+00 -2.694603285592272368e+04 5.393533966590302858e-04 5.393533966586732580e-04
3.302842041669530104e+00 -4.457851284568878966e-04 -2.860382081754951287e+04 -2.890200041395326480e+04 -4.307997220835177010e-04 -9.113790493973239482e-01 -2.870495417023609116e+04 3.625228946106929216e-04 3.625228946105415670e-04
4.158031777399895823e+00 -2.986185328908898956e-04 -3.036772350351749628e+04 -3.068465316158737915e+04 -2.885804226899249232e-04 -6.114735499938999119e-01 -3.047539523795934656e+04 2.428443085382934194e-04 2.428443085382293702e-04
5.234651867616397780e+00 -1.994203136523407924e-04 -3.214104065545399499e+04 -3.247711405567716065e+04 -1.927169539608194668e-04 -4.094378275527270072e-01 -3.225553200953145279e+04 1.621745838103931861e-04 1.621745838103661082e-04
6.590036258038080241e+00 -1.328001177706052550e-04 -3.392194337549116608e+04 -3.427772974459599936e+04 -1.283363435085585111e-04 -2.709952639508398375e-01 -3.404369195023518114e+04 1.079978810721576182e-04 1.079978810721463290e-04
