# S0B for NGC data 
# k1-eff  k2-eff  k3-eff S_0B(k1-eff,k2-eff,k3-eff)  S_0B
2.019699999999999968e-02 7.505299999999999472e-02 7.505299999999999472e-02 6.316524810617644310e+09 4.406788667664088249e+09
2.019699999999999968e-02 7.505299999999999472e-02 8.005400000000000016e-02 6.212251200368395805e+09 4.406788667664088249e+09
2.019699999999999968e-02 8.005400000000000016e-02 8.005400000000000016e-02 6.107977590119147301e+09 4.406788667664088249e+09
2.516699999999999840e-02 2.516699999999999840e-02 2.516699999999999840e-02 9.851963285990715027e+09 4.406788667664088249e+09
2.516699999999999840e-02 2.516699999999999840e-02 3.013700000000000059e-02 9.390032907391601562e+09 4.406788667664088249e+09
2.516699999999999840e-02 2.516699999999999840e-02 3.511100000000000332e-02 9.124308371484947205e+09 4.406788667664088249e+09
2.516699999999999840e-02 2.516699999999999840e-02 4.009599999999999970e-02 8.760049510272792816e+09 4.406788667664088249e+09
2.516699999999999840e-02 2.516699999999999840e-02 4.509300000000000114e-02 8.658549981068367004e+09 4.406788667664088249e+09
2.516699999999999840e-02 2.516699999999999840e-02 5.009299999999999864e-02 8.416199138610107422e+09 4.406788667664088249e+09
2.516699999999999840e-02 2.516699999999999840e-02 5.507800000000000196e-02 8.402760477685577393e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.013700000000000059e-02 3.013700000000000059e-02 8.928102528792488098e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.013700000000000059e-02 3.511100000000000332e-02 8.662377992885835648e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.013700000000000059e-02 4.009599999999999970e-02 8.298119131673679352e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.013700000000000059e-02 4.509300000000000114e-02 8.196619602469255447e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.013700000000000059e-02 5.009299999999999864e-02 7.954268760010993958e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.013700000000000059e-02 5.507800000000000196e-02 7.940830099086463928e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.013700000000000059e-02 6.006700000000000234e-02 7.688560842497283936e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.511100000000000332e-02 3.511100000000000332e-02 8.396653456979181290e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.511100000000000332e-02 4.009599999999999970e-02 8.032394595767025948e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.511100000000000332e-02 4.509300000000000114e-02 7.930895066562601089e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.511100000000000332e-02 5.009299999999999864e-02 7.688544224104339600e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.511100000000000332e-02 5.507800000000000196e-02 7.675105563179810524e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.511100000000000332e-02 6.006700000000000234e-02 7.422836306590630531e+09 4.406788667664088249e+09
2.516699999999999840e-02 3.511100000000000332e-02 6.505900000000000571e-02 7.390741822159563065e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.009599999999999970e-02 4.009599999999999970e-02 7.668135734554871559e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.009599999999999970e-02 4.509300000000000114e-02 7.566636205350445747e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.009599999999999970e-02 5.009299999999999864e-02 7.324285362892186165e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.009599999999999970e-02 5.507800000000000196e-02 7.310846701967655182e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.009599999999999970e-02 6.006700000000000234e-02 7.058577445378475189e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.009599999999999970e-02 6.505900000000000571e-02 7.026482960947406769e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.009599999999999970e-02 7.005400000000000515e-02 6.877377695546227455e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.509300000000000114e-02 4.509300000000000114e-02 7.465136676146021843e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.509300000000000114e-02 5.009299999999999864e-02 7.222785833687760353e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.509300000000000114e-02 5.507800000000000196e-02 7.209347172763230324e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.509300000000000114e-02 6.006700000000000234e-02 6.957077916174051285e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.509300000000000114e-02 6.505900000000000571e-02 6.924983431742982864e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.509300000000000114e-02 7.005400000000000515e-02 6.775878166341802597e+09 4.406788667664088249e+09
2.516699999999999840e-02 4.509300000000000114e-02 7.505299999999999472e-02 6.736447078278417587e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.009299999999999864e-02 5.009299999999999864e-02 6.980434991229498863e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.009299999999999864e-02 5.507800000000000196e-02 6.966996330304968834e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.009299999999999864e-02 6.006700000000000234e-02 6.714727073715789795e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.009299999999999864e-02 6.505900000000000571e-02 6.682632589284721375e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.009299999999999864e-02 7.005400000000000515e-02 6.533527323883541107e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.009299999999999864e-02 7.505299999999999472e-02 6.494096235820155144e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.009299999999999864e-02 8.005400000000000016e-02 6.389822625570907593e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.507800000000000196e-02 5.507800000000000196e-02 6.953557669380438805e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.507800000000000196e-02 6.006700000000000234e-02 6.701288412791259766e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.507800000000000196e-02 6.505900000000000571e-02 6.669193928360191345e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.507800000000000196e-02 7.005400000000000515e-02 6.520088662959011078e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.507800000000000196e-02 7.505299999999999472e-02 6.480657574895626068e+09 4.406788667664088249e+09
2.516699999999999840e-02 5.507800000000000196e-02 8.005400000000000016e-02 6.376383964646377563e+09 4.406788667664088249e+09
2.516699999999999840e-02 6.006700000000000234e-02 6.006700000000000234e-02 6.449019156202080727e+09 4.406788667664088249e+09
2.516699999999999840e-02 6.006700000000000234e-02 6.505900000000000571e-02 6.416924671771012306e+09 4.406788667664088249e+09
2.516699999999999840e-02 6.006700000000000234e-02 7.005400000000000515e-02 6.267819406369832039e+09 4.406788667664088249e+09
2.516699999999999840e-02 6.006700000000000234e-02 7.505299999999999472e-02 6.228388318306446075e+09 4.406788667664088249e+09
2.516699999999999840e-02 6.006700000000000234e-02 8.005400000000000016e-02 6.124114708057198524e+09 4.406788667664088249e+09
2.516699999999999840e-02 6.505900000000000571e-02 6.505900000000000571e-02 6.384830187339943886e+09 4.406788667664088249e+09
2.516699999999999840e-02 6.505900000000000571e-02 7.005400000000000515e-02 6.235724921938763618e+09 4.406788667664088249e+09
2.516699999999999840e-02 6.505900000000000571e-02 7.505299999999999472e-02 6.196293833875377655e+09 4.406788667664088249e+09
2.516699999999999840e-02 6.505900000000000571e-02 8.005400000000000016e-02 6.092020223626130104e+09 4.406788667664088249e+09
2.516699999999999840e-02 7.005400000000000515e-02 7.005400000000000515e-02 6.086619656537583351e+09 4.406788667664088249e+09
2.516699999999999840e-02 7.005400000000000515e-02 7.505299999999999472e-02 6.047188568474198341e+09 4.406788667664088249e+09
2.516699999999999840e-02 7.005400000000000515e-02 8.005400000000000016e-02 5.942914958224949837e+09 4.406788667664088249e+09
2.516699999999999840e-02 7.505299999999999472e-02 7.505299999999999472e-02 6.007757480410813332e+09 4.406788667664088249e+09
2.516699999999999840e-02 7.505299999999999472e-02 8.005400000000000016e-02 5.903483870161563873e+09 4.406788667664088249e+09
2.516699999999999840e-02 8.005400000000000016e-02 8.005400000000000016e-02 5.799210259912316322e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.013700000000000059e-02 3.013700000000000059e-02 8.466172150193374634e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.013700000000000059e-02 3.511100000000000332e-02 8.200447614286721230e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.013700000000000059e-02 4.009599999999999970e-02 7.836188753074566841e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.013700000000000059e-02 4.509300000000000114e-02 7.734689223870141029e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.013700000000000059e-02 5.009299999999999864e-02 7.492338381411880493e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.013700000000000059e-02 5.507800000000000196e-02 7.478899720487350464e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.013700000000000059e-02 6.006700000000000234e-02 7.226630463898171425e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.013700000000000059e-02 6.505900000000000571e-02 7.194535979467102051e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.511100000000000332e-02 3.511100000000000332e-02 7.934723078380066872e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.511100000000000332e-02 4.009599999999999970e-02 7.570464217167913437e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.511100000000000332e-02 4.509300000000000114e-02 7.468964687963487625e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.511100000000000332e-02 5.009299999999999864e-02 7.226613845505227089e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.511100000000000332e-02 5.507800000000000196e-02 7.213175184580696106e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.511100000000000332e-02 6.006700000000000234e-02 6.960905927991517067e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.511100000000000332e-02 6.505900000000000571e-02 6.928811443560448647e+09 4.406788667664088249e+09
3.013700000000000059e-02 3.511100000000000332e-02 7.005400000000000515e-02 6.779706178159268379e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.009599999999999970e-02 4.009599999999999970e-02 7.206205355955757141e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.009599999999999970e-02 4.509300000000000114e-02 7.104705826751333237e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.009599999999999970e-02 5.009299999999999864e-02 6.862354984293071747e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.009599999999999970e-02 5.507800000000000196e-02 6.848916323368541718e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.009599999999999970e-02 6.006700000000000234e-02 6.596647066779361725e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.009599999999999970e-02 6.505900000000000571e-02 6.564552582348293304e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.009599999999999970e-02 7.005400000000000515e-02 6.415447316947113991e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.009599999999999970e-02 7.505299999999999472e-02 6.376016228883728027e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.509300000000000114e-02 4.509300000000000114e-02 7.003206297546908379e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.509300000000000114e-02 5.009299999999999864e-02 6.760855455088646889e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.509300000000000114e-02 5.507800000000000196e-02 6.747416794164116859e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.509300000000000114e-02 6.006700000000000234e-02 6.495147537574937820e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.509300000000000114e-02 6.505900000000000571e-02 6.463053053143869400e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.509300000000000114e-02 7.005400000000000515e-02 6.313947787742689133e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.509300000000000114e-02 7.505299999999999472e-02 6.274516699679304123e+09 4.406788667664088249e+09
3.013700000000000059e-02 4.509300000000000114e-02 8.005400000000000016e-02 6.170243089430055618e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.009299999999999864e-02 5.009299999999999864e-02 6.518504612630385399e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.009299999999999864e-02 5.507800000000000196e-02 6.505065951705855370e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.009299999999999864e-02 6.006700000000000234e-02 6.252796695116676331e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.009299999999999864e-02 6.505900000000000571e-02 6.220702210685607910e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.009299999999999864e-02 7.005400000000000515e-02 6.071596945284427643e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.009299999999999864e-02 7.505299999999999472e-02 6.032165857221041679e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.009299999999999864e-02 8.005400000000000016e-02 5.927892246971794128e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.507800000000000196e-02 5.507800000000000196e-02 6.491627290781325340e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.507800000000000196e-02 6.006700000000000234e-02 6.239358034192146301e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.507800000000000196e-02 6.505900000000000571e-02 6.207263549761077881e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.507800000000000196e-02 7.005400000000000515e-02 6.058158284359897614e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.507800000000000196e-02 7.505299999999999472e-02 6.018727196296512604e+09 4.406788667664088249e+09
3.013700000000000059e-02 5.507800000000000196e-02 8.005400000000000016e-02 5.914453586047264099e+09 4.406788667664088249e+09
3.013700000000000059e-02 6.006700000000000234e-02 6.006700000000000234e-02 5.987088777602967262e+09 4.406788667664088249e+09
3.013700000000000059e-02 6.006700000000000234e-02 6.505900000000000571e-02 5.954994293171898842e+09 4.406788667664088249e+09
3.013700000000000059e-02 6.006700000000000234e-02 7.005400000000000515e-02 5.805889027770718575e+09 4.406788667664088249e+09
3.013700000000000059e-02 6.006700000000000234e-02 7.505299999999999472e-02 5.766457939707332611e+09 4.406788667664088249e+09
3.013700000000000059e-02 6.006700000000000234e-02 8.005400000000000016e-02 5.662184329458085060e+09 4.406788667664088249e+09
3.013700000000000059e-02 6.505900000000000571e-02 6.505900000000000571e-02 5.922899808740830421e+09 4.406788667664088249e+09
3.013700000000000059e-02 6.505900000000000571e-02 7.005400000000000515e-02 5.773794543339650154e+09 4.406788667664088249e+09
3.013700000000000059e-02 6.505900000000000571e-02 7.505299999999999472e-02 5.734363455276264191e+09 4.406788667664088249e+09
3.013700000000000059e-02 6.505900000000000571e-02 8.005400000000000016e-02 5.630089845027016640e+09 4.406788667664088249e+09
3.013700000000000059e-02 7.005400000000000515e-02 7.005400000000000515e-02 5.624689277938469887e+09 4.406788667664088249e+09
3.013700000000000059e-02 7.005400000000000515e-02 7.505299999999999472e-02 5.585258189875084877e+09 4.406788667664088249e+09
3.013700000000000059e-02 7.005400000000000515e-02 8.005400000000000016e-02 5.480984579625836372e+09 4.406788667664088249e+09
3.013700000000000059e-02 7.505299999999999472e-02 7.505299999999999472e-02 5.545827101811699867e+09 4.406788667664088249e+09
3.013700000000000059e-02 7.505299999999999472e-02 8.005400000000000016e-02 5.441553491562450409e+09 4.406788667664088249e+09
3.013700000000000059e-02 8.005400000000000016e-02 8.005400000000000016e-02 5.337279881313202858e+09 4.406788667664088249e+09
3.511100000000000332e-02 3.511100000000000332e-02 3.511100000000000332e-02 7.668998542473413467e+09 4.406788667664088249e+09
3.511100000000000332e-02 3.511100000000000332e-02 4.009599999999999970e-02 7.304739681261259079e+09 4.406788667664088249e+09
3.511100000000000332e-02 3.511100000000000332e-02 4.509300000000000114e-02 7.203240152056833267e+09 4.406788667664088249e+09
3.511100000000000332e-02 3.511100000000000332e-02 5.009299999999999864e-02 6.960889309598572731e+09 4.406788667664088249e+09
3.511100000000000332e-02 3.511100000000000332e-02 5.507800000000000196e-02 6.947450648674043655e+09 4.406788667664088249e+09
3.511100000000000332e-02 3.511100000000000332e-02 6.006700000000000234e-02 6.695181392084862709e+09 4.406788667664088249e+09
3.511100000000000332e-02 3.511100000000000332e-02 6.505900000000000571e-02 6.663086907653795242e+09 4.406788667664088249e+09
3.511100000000000332e-02 3.511100000000000332e-02 7.005400000000000515e-02 6.513981642252614975e+09 4.406788667664088249e+09
3.511100000000000332e-02 3.511100000000000332e-02 7.505299999999999472e-02 6.474550554189229965e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.009599999999999970e-02 4.009599999999999970e-02 6.940480820049103737e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.009599999999999970e-02 4.509300000000000114e-02 6.838981290844679832e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.009599999999999970e-02 5.009299999999999864e-02 6.596630448386417389e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.009599999999999970e-02 5.507800000000000196e-02 6.583191787461887360e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.009599999999999970e-02 6.006700000000000234e-02 6.330922530872708321e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.009599999999999970e-02 6.505900000000000571e-02 6.298828046441639900e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.009599999999999970e-02 7.005400000000000515e-02 6.149722781040459633e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.009599999999999970e-02 7.505299999999999472e-02 6.110291692977074623e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.009599999999999970e-02 8.005400000000000016e-02 6.006018082727826118e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.509300000000000114e-02 4.509300000000000114e-02 6.737481761640254021e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.509300000000000114e-02 5.009299999999999864e-02 6.495130919181993484e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.509300000000000114e-02 5.507800000000000196e-02 6.481692258257463455e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.509300000000000114e-02 6.006700000000000234e-02 6.229423001668284416e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.509300000000000114e-02 6.505900000000000571e-02 6.197328517237215996e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.509300000000000114e-02 7.005400000000000515e-02 6.048223251836035728e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.509300000000000114e-02 7.505299999999999472e-02 6.008792163772649765e+09 4.406788667664088249e+09
3.511100000000000332e-02 4.509300000000000114e-02 8.005400000000000016e-02 5.904518553523402214e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.009299999999999864e-02 5.009299999999999864e-02 6.252780076723731995e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.009299999999999864e-02 5.507800000000000196e-02 6.239341415799201965e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.009299999999999864e-02 6.006700000000000234e-02 5.987072159210021973e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.009299999999999864e-02 6.505900000000000571e-02 5.954977674778953552e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.009299999999999864e-02 7.005400000000000515e-02 5.805872409377774239e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.009299999999999864e-02 7.505299999999999472e-02 5.766441321314388275e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.009299999999999864e-02 8.005400000000000016e-02 5.662167711065139771e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.507800000000000196e-02 5.507800000000000196e-02 6.225902754874672890e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.507800000000000196e-02 6.006700000000000234e-02 5.973633498285491943e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.507800000000000196e-02 6.505900000000000571e-02 5.941539013854423523e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.507800000000000196e-02 7.005400000000000515e-02 5.792433748453244209e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.507800000000000196e-02 7.505299999999999472e-02 5.753002660389859200e+09 4.406788667664088249e+09
3.511100000000000332e-02 5.507800000000000196e-02 8.005400000000000016e-02 5.648729050140609741e+09 4.406788667664088249e+09
3.511100000000000332e-02 6.006700000000000234e-02 6.006700000000000234e-02 5.721364241696312904e+09 4.406788667664088249e+09
3.511100000000000332e-02 6.006700000000000234e-02 6.505900000000000571e-02 5.689269757265244484e+09 4.406788667664088249e+09
3.511100000000000332e-02 6.006700000000000234e-02 7.005400000000000515e-02 5.540164491864065170e+09 4.406788667664088249e+09
3.511100000000000332e-02 6.006700000000000234e-02 7.505299999999999472e-02 5.500733403800679207e+09 4.406788667664088249e+09
3.511100000000000332e-02 6.006700000000000234e-02 8.005400000000000016e-02 5.396459793551430702e+09 4.406788667664088249e+09
3.511100000000000332e-02 6.505900000000000571e-02 6.505900000000000571e-02 5.657175272834176064e+09 4.406788667664088249e+09
3.511100000000000332e-02 6.505900000000000571e-02 7.005400000000000515e-02 5.508070007432996750e+09 4.406788667664088249e+09
3.511100000000000332e-02 6.505900000000000571e-02 7.505299999999999472e-02 5.468638919369610786e+09 4.406788667664088249e+09
3.511100000000000332e-02 6.505900000000000571e-02 8.005400000000000016e-02 5.364365309120362282e+09 4.406788667664088249e+09
3.511100000000000332e-02 7.005400000000000515e-02 7.005400000000000515e-02 5.358964742031816483e+09 4.406788667664088249e+09
3.511100000000000332e-02 7.005400000000000515e-02 7.505299999999999472e-02 5.319533653968430519e+09 4.406788667664088249e+09
3.511100000000000332e-02 7.005400000000000515e-02 8.005400000000000016e-02 5.215260043719182968e+09 4.406788667664088249e+09
3.511100000000000332e-02 7.505299999999999472e-02 7.505299999999999472e-02 5.280102565905045509e+09 4.406788667664088249e+09
3.511100000000000332e-02 7.505299999999999472e-02 8.005400000000000016e-02 5.175828955655797005e+09 4.406788667664088249e+09
3.511100000000000332e-02 8.005400000000000016e-02 8.005400000000000016e-02 5.071555345406548500e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.009599999999999970e-02 4.009599999999999970e-02 6.576221958836948395e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.009599999999999970e-02 4.509300000000000114e-02 6.474722429632523537e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.009599999999999970e-02 5.009299999999999864e-02 6.232371587174263000e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.009599999999999970e-02 5.507800000000000196e-02 6.218932926249732971e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.009599999999999970e-02 6.006700000000000234e-02 5.966663669660553932e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.009599999999999970e-02 6.505900000000000571e-02 5.934569185229485512e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.009599999999999970e-02 7.005400000000000515e-02 5.785463919828305244e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.009599999999999970e-02 7.505299999999999472e-02 5.746032831764919281e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.009599999999999970e-02 8.005400000000000016e-02 5.641759221515671730e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.509300000000000114e-02 4.509300000000000114e-02 6.373222900428099632e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.509300000000000114e-02 5.009299999999999864e-02 6.130872057969838142e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.509300000000000114e-02 5.507800000000000196e-02 6.117433397045309067e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.509300000000000114e-02 6.006700000000000234e-02 5.865164140456128120e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.509300000000000114e-02 6.505900000000000571e-02 5.833069656025059700e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.509300000000000114e-02 7.005400000000000515e-02 5.683964390623880386e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.509300000000000114e-02 7.505299999999999472e-02 5.644533302560495377e+09 4.406788667664088249e+09
4.009599999999999970e-02 4.509300000000000114e-02 8.005400000000000016e-02 5.540259692311245918e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.009299999999999864e-02 5.009299999999999864e-02 5.888521215511576653e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.009299999999999864e-02 5.507800000000000196e-02 5.875082554587046623e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.009299999999999864e-02 6.006700000000000234e-02 5.622813297997867584e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.009299999999999864e-02 6.505900000000000571e-02 5.590718813566799164e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.009299999999999864e-02 7.005400000000000515e-02 5.441613548165618896e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.009299999999999864e-02 7.505299999999999472e-02 5.402182460102233887e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.009299999999999864e-02 8.005400000000000016e-02 5.297908849852985382e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.507800000000000196e-02 5.507800000000000196e-02 5.861643893662516594e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.507800000000000196e-02 6.006700000000000234e-02 5.609374637073337555e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.507800000000000196e-02 6.505900000000000571e-02 5.577280152642269135e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.507800000000000196e-02 7.005400000000000515e-02 5.428174887241088867e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.507800000000000196e-02 7.505299999999999472e-02 5.388743799177703857e+09 4.406788667664088249e+09
4.009599999999999970e-02 5.507800000000000196e-02 8.005400000000000016e-02 5.284470188928455353e+09 4.406788667664088249e+09
4.009599999999999970e-02 6.006700000000000234e-02 6.006700000000000234e-02 5.357105380484158516e+09 4.406788667664088249e+09
4.009599999999999970e-02 6.006700000000000234e-02 6.505900000000000571e-02 5.325010896053090096e+09 4.406788667664088249e+09
4.009599999999999970e-02 6.006700000000000234e-02 7.005400000000000515e-02 5.175905630651909828e+09 4.406788667664088249e+09
4.009599999999999970e-02 6.006700000000000234e-02 7.505299999999999472e-02 5.136474542588523865e+09 4.406788667664088249e+09
4.009599999999999970e-02 6.006700000000000234e-02 8.005400000000000016e-02 5.032200932339276314e+09 4.406788667664088249e+09
4.009599999999999970e-02 6.505900000000000571e-02 6.505900000000000571e-02 5.292916411622021675e+09 4.406788667664088249e+09
4.009599999999999970e-02 6.505900000000000571e-02 7.005400000000000515e-02 5.143811146220841408e+09 4.406788667664088249e+09
4.009599999999999970e-02 6.505900000000000571e-02 7.505299999999999472e-02 5.104380058157455444e+09 4.406788667664088249e+09
4.009599999999999970e-02 6.505900000000000571e-02 8.005400000000000016e-02 5.000106447908207893e+09 4.406788667664088249e+09
4.009599999999999970e-02 7.005400000000000515e-02 7.005400000000000515e-02 4.994705880819661140e+09 4.406788667664088249e+09
4.009599999999999970e-02 7.005400000000000515e-02 7.505299999999999472e-02 4.955274792756276131e+09 4.406788667664088249e+09
4.009599999999999970e-02 7.005400000000000515e-02 8.005400000000000016e-02 4.851001182507027626e+09 4.406788667664088249e+09
4.009599999999999970e-02 7.505299999999999472e-02 7.505299999999999472e-02 4.915843704692890167e+09 4.406788667664088249e+09
4.009599999999999970e-02 7.505299999999999472e-02 8.005400000000000016e-02 4.811570094443641663e+09 4.406788667664088249e+09
4.009599999999999970e-02 8.005400000000000016e-02 8.005400000000000016e-02 4.707296484194394112e+09 4.406788667664088249e+09
4.509300000000000114e-02 4.509300000000000114e-02 4.509300000000000114e-02 6.271723371223675728e+09 4.406788667664088249e+09
4.509300000000000114e-02 4.509300000000000114e-02 5.009299999999999864e-02 6.029372528765413284e+09 4.406788667664088249e+09
4.509300000000000114e-02 4.509300000000000114e-02 5.507800000000000196e-02 6.015933867840883255e+09 4.406788667664088249e+09
4.509300000000000114e-02 4.509300000000000114e-02 6.006700000000000234e-02 5.763664611251704216e+09 4.406788667664088249e+09
4.509300000000000114e-02 4.509300000000000114e-02 6.505900000000000571e-02 5.731570126820635796e+09 4.406788667664088249e+09
4.509300000000000114e-02 4.509300000000000114e-02 7.005400000000000515e-02 5.582464861419455528e+09 4.406788667664088249e+09
4.509300000000000114e-02 4.509300000000000114e-02 7.505299999999999472e-02 5.543033773356070518e+09 4.406788667664088249e+09
