# Bispectrum monopole for SGC EZmock_complete, rebinned to s=2*kf 
# Subtracted SN: kindep 
# k1-eff k2-eff k3-eff B0 B0-BSN BSN N_tr
8.458643687635583955e-03 9.733273207627112303e-03 1.012338142662168837e-02 1.088738710400995827e+10 5.288780990942317009e+09 5.598606113067641258e+09 1.962415200000287592e+07
9.711518948186937533e-03 1.040772635606919579e-02 1.713393120990102866e-02 1.545010845578760147e+10 9.851502342719959259e+09 5.598606113067641258e+09 3.420448599999275804e+07
9.061943131927175168e-03 1.753829776721911940e-02 1.897374305358028382e-02 1.454600956401464081e+10 8.947403450946998596e+09 5.598606113067641258e+09 1.449708000000317097e+08
1.710975378312780404e-02 1.846477127636731580e-02 1.946964903710885625e-02 1.683613731834571838e+10 1.123753120527807617e+10 5.598606113067641258e+09 2.415525119999837279e+08
1.042599999999999777e-02 1.042599999999999777e-02 2.516799999999999940e-02 1.974055771358190536e+10 1.414195160051426315e+10 5.598606113067641258e+09 7.910300000000000000e+05
9.820521154406269479e-03 1.930249500005554869e-02 2.662056446234393331e-02 1.634333987313460541e+10 1.074473376006696320e+10 5.598606113067641258e+09 1.321956740000027418e+08
1.758463707745426194e-02 1.927625147677498527e-02 2.772499363924041393e-02 1.675461055247181129e+10 1.115600443940417099e+10 5.598606113067641258e+09 5.224979999998779297e+08
9.064669251276243761e-03 2.722741922202234419e-02 2.869643634681614056e-02 1.339555381286105537e+10 7.796947699793414116e+09 5.598606113067641258e+09 3.530242739999733567e+08
1.811474090657940600e-02 2.713090050885080817e-02 2.876335184251657684e-02 1.545612505333284760e+10 9.857518940265205383e+09 5.598606113067641258e+09 8.704790399999916553e+08
2.676652798031708622e-02 2.809590633602085732e-02 2.920148794961489533e-02 1.453156003020827293e+10 8.932953917140632629e+09 5.598606113067641258e+09 9.131489040000584126e+08
1.042599999999999950e-02 2.021500000000000033e-02 3.511199999999999738e-02 1.735631963545561981e+10 1.175771352238797760e+10 5.598606113067641258e+09 2.148770000000968110e+06
1.915914777722623266e-02 2.018070032079673226e-02 3.665007852073263322e-02 1.680953959510366440e+10 1.121093348203602219e+10 5.598606113067641258e+09 3.150967800000789762e+08
9.824540196827285035e-03 2.910544784726366158e-02 3.647661563296274861e-02 1.498704350847476006e+10 9.388437395407119751e+09 5.598606113067641258e+09 2.777490099999806881e+08
1.826537761251088160e-02 2.801697385783032471e-02 3.764161678815114431e-02 1.526861144044125748e+10 9.670005327373615265e+09 5.598606113067641258e+09 1.501710456000158787e+09
2.713087769483350092e-02 2.876333222778471380e-02 3.776876891475523107e-02 1.422212820078483772e+10 8.623522087717197418e+09 5.598606113067641258e+09 1.869464304000200510e+09
9.068059895915924623e-03 3.708812421294728490e-02 3.857607329474625757e-02 1.191734362783263206e+10 6.318737514764990807e+09 5.598606113067641258e+09 6.630798319998978376e+08
