# Bispectrum monopole for SGC data, rebinned to s=2*kf 
# Subtracted SN: kindep 
# k1-eff k2-eff k3-eff B0 B0-BSN BSN N_tr
8.458643687635821612e-03 9.733273207627114038e-03 1.012338142662168837e-02 -1.939019823130369186e+10 -2.517328318575183105e+10 5.783084954448138237e+09 1.962415200000300258e+07
9.711518948187244579e-03 1.040772635606920272e-02 1.713393120990016477e-02 1.367373144336651611e+10 7.890646488918377876e+09 5.783084954448138237e+09 3.420448600000099838e+07
9.061943131927319151e-03 1.753829776721931716e-02 1.897374305358057525e-02 1.571683619136958313e+10 9.933751236921443939e+09 5.783084954448138237e+09 1.449708000000029802e+08
1.710975378312752648e-02 1.846477127636749621e-02 1.946964903710870012e-02 2.067051312085261536e+10 1.488742816640447617e+10 5.783084954448138237e+09 2.415525120000230074e+08
1.042599999999999950e-02 1.042599999999999950e-02 2.516799999999999593e-02 -6.968347175487297058e+10 -7.546655670932110596e+10 5.783084954448138237e+09 7.910300000020000152e+05
9.820521154406366623e-03 1.930249500005582278e-02 2.662056446234388474e-02 1.971856879028881836e+10 1.393548383584067917e+10 5.783084954448138237e+09 1.321956740000050068e+08
1.758463707745485868e-02 1.927625147677503037e-02 2.772499363924047638e-02 1.147895607318219185e+10 5.695871118734053612e+09 5.783084954448138237e+09 5.224980000000349283e+08
9.064669251276287129e-03 2.722741922202191397e-02 2.869643634681586994e-02 1.583897448631706047e+10 1.005588953186892319e+10 5.783084954448138237e+09 3.530242739999859929e+08
1.811474090657939559e-02 2.713090050885085328e-02 2.876335184251647969e-02 1.813673689120130920e+10 1.235365193675317001e+10 5.783084954448138237e+09 8.704790400000090599e+08
2.676652798031721112e-02 2.809590633602062140e-02 2.920148794961480512e-02 1.431758983441805077e+10 8.534504879969912529e+09 5.783084954448138237e+09 9.131489039999639988e+08
1.042599999999999950e-02 2.021500000000000033e-02 3.511199999999999738e-02 -2.202249598257938385e+10 -2.780558093702752304e+10 5.783084954448138237e+09 2.148769999997999985e+06
1.915914777722594817e-02 2.018070032079664552e-02 3.665007852073268180e-02 1.779193600631930542e+10 1.200885105187116623e+10 5.783084954448138237e+09 3.150967799999849796e+08
9.824540196827394323e-03 2.910544784726338055e-02 3.647661563296308168e-02 1.360663169451285553e+10 7.823546740064717293e+09 5.783084954448138237e+09 2.777490100000150204e+08
1.826537761251106895e-02 2.801697385783019981e-02 3.764161678815134554e-02 1.698130292478067589e+10 1.119821797033253860e+10 5.783084954448138237e+09 1.501710456000188112e+09
2.713087769483292847e-02 2.876333222778465828e-02 3.776876891475527270e-02 1.612428850816991234e+10 1.034120355372177505e+10 5.783084954448138237e+09 1.869464303999827147e+09
9.068059895915943705e-03 3.708812421294713224e-02 3.857607329474612573e-02 1.958929472695166397e+10 1.380620977250352478e+10 5.783084954448138237e+09 6.630798319999809265e+08
1.811472851151750205e-02 3.699282902136134810e-02 3.864963375453062816e-02 1.620706274519953537e+10 1.042397779075139618e+10 5.783084954448138237e+09 1.637417880000007153e+09
