# {'zmin': 0.8, 'zmax': 2.2, 'p': 1.0, 'ell': 0, 'subsample': 2200000.0, 'subsample_number': 5}
1.000000000000000021e-02 3.274037759455557534e+03 7.107278228710954820e-05 1.937594188456319237e-04 6.087709094514507636e-06 8.266707704590108517e-05
1.013596500938556896e-02 3.274034749613255826e+03 7.302508335063254792e-05 1.990807045363891879e-04 6.254943268091599699e-06 8.493733210571123473e-05
1.027377866714885950e-02 3.274031708133597476e+03 7.503110113221557844e-05 2.045483580633042202e-04 6.426779251303669190e-06 8.727003045622845070e-05
1.041346610843927462e-02 3.274028634684059853e+03 7.709231726885945894e-05 2.101664147418686357e-04 6.603343991137751241e-06 8.966689353262818267e-05
1.055505281015629848e-02 3.274025528928632411e+03 7.921025441319619407e-05 2.159390215187135490e-04 6.784767949551439118e-06 9.212969038666707691e-05
1.069856459559610611e-02 3.274022390527767584e+03 8.138647737528271900e-05 2.218704400760161167e-04 6.971185201353334135e-06 9.466023901069352546e-05
1.084402763916134105e-02 3.274019219138352128e+03 8.362259429561420539e-05 2.279650500206510091e-04 7.162733534761097998e-06 9.726040769779353520e-05
1.099146847113493392e-02 3.274016014413669382e+03 8.592025785189767468e-05 2.342273521649988960e-04 7.359554554854936523e-06 9.993211644102029632e-05
1.114091398251883941e-02 3.274012776003353792e+03 8.828116649897223332e-05 2.406619718977205116e-04 7.561793789874071494e-06 1.026773383709843009e-04
1.129239142993853674e-02 3.274009503553364084e+03 9.070706563607963083e-05 2.472736625991244961e-04 7.769600787637808722e-06 1.054981011853702483e-04
1.144592844061424926e-02 3.274006196705934599e+03 9.319974934961283762e-05 2.540673094096411564e-04 7.983129279546137061e-06 1.083964888644583651e-04
1.160155301739971417e-02 3.274002855099543467e+03 9.576106111265660884e-05 2.610479325845103580e-04 8.202537218663118312e-06 1.113746429393241977e-04
1.175929354388950687e-02 3.273999478368865766e+03 9.839289560251566796e-05 2.682206914651971154e-04 8.427986950131584787e-06 1.144347642938918697e-04
1.191917878959576627e-02 3.273996066144740780e+03 1.010972000173146934e-04 2.755908883000146364e-04 8.659645320402759223e-06 1.175791147672464404e-04
