# {'zmin': 0.8, 'zmax': 2.2, 'p': 1.6, 'ell': 0, 'subsample': 1440000.0, 'subsample_number': 2}
1.000000000000000021e-02 1.315291387096659491e+03 6.167965950600692480e-05 7.215013693628825539e-05 4.102318527418426296e-05 6.089368156581682711e-05
1.013596500938556896e-02 1.315289724028773662e+03 6.337377737126609096e-05 7.413173253149096310e-05 4.214981284940535138e-05 6.256601032209547022e-05
1.027377866714885950e-02 1.315288043327003834e+03 6.511450165731033776e-05 7.616783863679721833e-05 4.330742921686382354e-05 6.428433783555035687e-05
1.041346610843927462e-02 1.315286344804397231e+03 6.690311761306752558e-05 7.825995827769326478e-05 4.449688871367304900e-05 6.604993225719172224e-05
1.055505281015629848e-02 1.315284628272018836e+03 6.874094605543598581e-05 8.040963606645082080e-05 4.571906931035263735e-05 6.786409681874187947e-05
1.069856459559610611e-02 1.315282893538931603e+03 7.062934435896695083e-05 8.261845935895616080e-05 4.697487326803734465e-05 6.972817080817716637e-05
1.084402763916134105e-02 1.315281140412174182e+03 7.256970747258774509e-05 8.488805944313238699e-05 4.826522781362560917e-05 7.164353057189961195e-05
1.099146847113493392e-02 1.315279368696740221e+03 7.456346896556833475e-05 8.722011276153021078e-05 4.959108583433089460e-05 7.361159054570921389e-05
1.114091398251883941e-02 1.315277578195557226e+03 7.661210210219616837e-05 8.961634216745968022e-05 5.095342659127800671e-05 7.563380431404625917e-05
1.129239142993853674e-02 1.315275768709462454e+03 7.871712098508802191e-05 9.207851818801343537e-05 5.235325641826955038e-05 7.771166578691190486e-05
1.144592844061424926e-02 1.315273940037183138e+03 8.088008153913541355e-05 9.460846046739651181e-05 5.379160961664922815e-05 7.984670996941329105e-05
1.160155301739971417e-02 1.315272091975313288e+03 8.310258290750033587e-05 9.720803895866651507e-05 5.526954901987481226e-05 8.204051463794739070e-05
1.175929354388950687e-02 1.315270224318290730e+03 8.538626850032387475e-05 9.987917544272569253e-05 5.678816693134165322e-05 8.429470117351520804e-05
1.191917878959576627e-02 1.315268336858374823e+03 8.773282726736480650e-05 1.026238449424353509e-04 5.834858590893685738e-05 8.661093586598339535e-05
1.208123791519533259e-02 1.315266429385622814e+03 9.014399496713162768e-05 1.054440772059296399e-04 5.995195960762703916e-05 8.899093116479839835e-05
1.224550047784821530e-02 1.315264501687867551e+03 9.262155547143174298e-05 1.083419582313040766e-04 6.159947364553589608e-05 9.143644696456813695e-05
1.241199643658837636e-02 1.315262553550692246e+03 9.516734210716497637e-05 1.113196318348136046e-04 6.329234649472466627e-05 9.394929192731197264e-05
1.258075615778781603e-02 1.315260584757408196e+03 9.778323903547985461e-05 1.143793012627158885e-04 6.503183039675054257e-05 9.653132484149077089e-05
1.275181042069493259e-02 1.315258595089030223e+03 1.004711826694453056e-04 1.175232308481060180e-04 6.681921230376695864e-05 9.918445601895037518e-05
1.292519042304821064e-02 1.315256584324251662e+03 1.032331631324909336e-04 1.207537477153760387e-04 6.865581484666132255e-05 1.019106487319991011e-04
1.310092778676621127e-02 1.315254552239420718e+03 1.060712257567225419e-04 1.240732435312499513e-04 7.054299732963210457e-05 1.047119206897309101e-04
1.327905456371494472e-02 1.315252498608515452e+03 1.089874726245422640e-04 1.274841763064045897e-04 7.248215675348310659e-05 1.075903455569759558e-04
1.345960324155364221e-02 1.315250423203118089e+03 1.119840641527616659e-04 1.309890722467232276e-04 7.447472886709159234e-05 1.105480545150716148e-04
1.364260674966003006e-02 1.315248325792390915e+03 1.150632207219629975e-04 1.345905276574006532e-04 7.652218924887806714e-05 1.135872378671673780e-04
1.382809846513614535e-02 1.315246206143048084e+03 1.182272243514041722e-04 1.382912109002440405e-04 7.862605441847156243e-05 1.167101466883508368e-04
1.401611221889583273e-02 1.315244064019333109e+03 1.214784204215549693e-04 1.420938644066067414e-04 8.078788297995373165e-05 1.199190945226492986e-04
1.420668230183496847e-02 1.315241899182990437e+03 1.248192194824939186e-04 1.460013067173159744e-04 8.300927676167513247e-05 1.232164592146339506e-04
1.439984347108564690e-02 1.315239711393238622e+03 1.282520989230008718e-04 1.500164347263294466e-04 8.529188216545600726e-05 1.266046843533729304e-04
1.459563095635533526e-02 1.315237500406745994e+03 1.317796050707553809e-04 1.541422256950433453e-04 8.763739119811220831e-05 1.300862816417489996e-04
1.479408046635224960e-02 1.315235265977600420e+03 1.354043549650904088e-04 1.583817396170119501e-04 9.004754288936779247e-05 1.336638324424066840e-04
1.499522819529809474e-02 1.315233007857284974e+03 1.391290383746513187e-04 1.627381215022742243e-04 9.252412457038635188e-05 1.373399898152626248e-04
