# Growh factor and growth rate 
#  z Dz fz
1.750579329876956482e+11 5.712394650887227862e-12 1.000000000000000000e+00
1.738410456679716492e+11 5.752381413444791902e-12 1.000000000000000000e+00
1.726326173464979553e+11 5.792648083340279212e-12 1.000000000000000000e+00
1.714325892218964844e+11 5.833196619925053369e-12 1.000000000000000000e+00
1.702409029015375061e+11 5.874028996265941109e-12 1.000000000000000000e+00
1.690575003986983643e+11 5.915147199241235355e-12 1.000000000000000000e+00
1.678823241297419739e+11 5.956553229637376000e-12 1.000000000000000000e+00
1.667153169113145447e+11 5.998249102246310027e-12 1.000000000000000000e+00
1.655564219575634155e+11 6.040236845963526145e-12 1.000000000000000000e+00
1.644055828773735962e+11 6.082518503886784938e-12 1.000000000000000000e+00
1.632627436716240234e+11 6.125096133415528360e-12 1.000000000000000000e+00
1.621278487304625549e+11 6.167971806350993637e-12 1.000000000000000000e+00
1.610008428306001282e+11 6.211147608997030742e-12 1.000000000000000000e+00
1.598816711326235657e+11 6.254625642261610552e-12 1.000000000000000000e+00
1.587702791783270569e+11 6.298408021759065656e-12 1.000000000000000000e+00
1.576666128880624084e+11 6.342496877913024265e-12 1.000000000000000000e+00
1.565706185581074219e+11 6.386894356060086472e-12 1.000000000000000000e+00
1.554822428580528564e+11 6.431602616554199260e-12 1.000000000000000000e+00
1.544014328282071838e+11 6.476623834871795684e-12 1.000000000000000000e+00
1.533281358770198059e+11 6.521960201717640062e-12 1.000000000000000000e+00
1.522622997785219421e+11 6.567613923131429254e-12 1.000000000000000000e+00
1.512038726697852173e+11 6.613587220595139553e-12 1.000000000000000000e+00
1.501528030483982239e+11 6.659882331141120761e-12 1.000000000000000000e+00
1.491090397699602966e+11 6.706501507460948806e-12 1.000000000000000000e+00
1.480725320455929260e+11 6.753447018015043323e-12 1.000000000000000000e+00
1.470432294394684143e+11 6.800721147143042143e-12 1.000000000000000000e+00
1.460210818663556824e+11 6.848326195174963388e-12 1.000000000000000000e+00
1.450060395891831970e+11 6.896264478543134146e-12 1.000000000000000000e+00
1.439980532166186523e+11 6.944538329894910801e-12 1.000000000000000000e+00
1.429970737006657715e+11 6.993150098206176448e-12 1.000000000000000000e+00
1.420030523342776184e+11 7.042102148895648534e-12 1.000000000000000000e+00
1.410159407489864807e+11 7.091396863939977317e-12 1.000000000000000000e+00
1.400356909125504150e+11 7.141036641989644864e-12 1.000000000000000000e+00
1.390622551266159058e+11 7.191023898485687176e-12 1.000000000000000000e+00
1.380955860243968811e+11 7.241361065777234618e-12 1.000000000000000000e+00
1.371356365683700562e+11 7.292050593239852869e-12 1.000000000000000000e+00
1.361823600479859467e+11 7.343094947394740130e-12 1.000000000000000000e+00
1.352357100773959503e+11 7.394496612028740210e-12 1.000000000000000000e+00
1.342956405931953430e+11 7.446258088315211864e-12 1.000000000000000000e+00
1.333621058521818695e+11 7.498381894935720480e-12 1.000000000000000000e+00
1.324350604291297302e+11 7.550870568202602971e-12 1.000000000000000000e+00
1.315144592145794678e+11 7.603726662182387329e-12 1.000000000000000000e+00
1.306002574126427612e+11 7.656952748820063586e-12 1.000000000000000000e+00
1.296924105388227844e+11 7.710551418064236887e-12 1.000000000000000000e+00
1.287908744178496246e+11 7.764525277993154596e-12 1.000000000000000000e+00
1.278956051815306854e+11 7.818876954941609046e-12 1.000000000000000000e+00
1.270065592666161346e+11 7.873609093628738566e-12 1.000000000000000000e+00
1.261236934126791534e+11 7.928724357286713838e-12 1.000000000000000000e+00
1.252469646600108490e+11 7.984225427790330605e-12 1.000000000000000000e+00
1.243763303475299225e+11 8.040115005787508719e-12 1.000000000000000000e+00
1.235117481107067719e+11 8.096395810830704005e-12 1.000000000000000000e+00
1.226531758795020447e+11 8.153070581509239379e-12 1.000000000000000000e+00
1.218005718763195801e+11 8.210142075582563331e-12 1.000000000000000000e+00
1.209538946139735565e+11 8.267613070114438967e-12 1.000000000000000000e+00
1.201131028936696625e+11 8.325486361608076571e-12 1.000000000000000000e+00
1.192781558030004120e+11 8.383764766142211276e-12 1.000000000000000000e+00
1.184490127139544983e+11 8.442451119508125853e-12 1.000000000000000000e+00
1.176256332809396973e+11 8.501548277347641242e-12 1.000000000000000000e+00
1.168079774388197327e+11 8.561059115292074818e-12 1.000000000000000000e+00
1.159960054009647675e+11 8.620986529102161542e-12 1.000000000000000000e+00
1.151896776573153381e+11 8.681333434808962244e-12 1.000000000000000000e+00
1.143889549724598846e+11 8.742102768855754175e-12 1.000000000000000000e+00
1.135937983837255859e+11 8.803297488240916766e-12 1.000000000000000000e+00
1.128041691992823792e+11 8.864920570661820666e-12 1.000000000000000000e+00
1.120200289962603302e+11 8.926975014659715208e-12 1.000000000000000000e+00
1.112413396188799744e+11 8.989463839765640166e-12 1.000000000000000000e+00
1.104680631765955811e+11 9.052390086647353708e-12 1.000000000000000000e+00
1.097001620422516022e+11 9.115756817257286250e-12 1.000000000000000000e+00
1.089375988502516327e+11 9.179567114981536366e-12 1.000000000000000000e+00
1.081803364947402191e+11 9.243824084789905516e-12 1.000000000000000000e+00
1.074283381277973938e+11 9.308530853386982910e-12 1.000000000000000000e+00
1.066815671576456604e+11 9.373690569364288579e-12 1.000000000000000000e+00
1.059399872468693542e+11 9.439306403353485963e-12 1.000000000000000000e+00
1.052035623106466064e+11 9.505381548180659177e-12 1.000000000000000000e+00
1.044722565149934387e+11 9.571919219021672714e-12 1.000000000000000000e+00
1.037460342750200806e+11 9.638922653558628136e-12 1.000000000000000000e+00
1.030248602531994629e+11 9.706395112137395125e-12 1.000000000000000000e+00
1.023086993576477203e+11 9.774339877926266992e-12 1.000000000000000000e+00
1.015975167404165649e+11 9.842760257075718004e-12 1.000000000000000000e+00
1.008912777957977600e+11 9.911659578879269018e-12 1.000000000000000000e+00
1.001899481586390686e+11 9.981041195935501784e-12 1.000000000000000000e+00
9.949349370267213440e+10 1.005090848431118639e-11 1.000000000000000000e+00
9.880188053885195923e+10 1.012126484370555742e-11 1.000000000000000000e+00
9.811507501370777893e+10 1.019211369761574841e-11 1.000000000000000000e+00
9.743304370770562744e+10 1.026345849350337023e-11 1.000000000000000000e+00
9.675575343362205505e+10 1.033530270296226558e-11 1.000000000000000000e+00
9.608317123492933655e+10 1.040764982188743475e-11 1.000000000000000000e+00
9.541526438419177246e+10 1.048050337064514242e-11 1.000000000000000000e+00
9.475200038147325134e+10 1.055386689424421675e-11 1.000000000000000000e+00
9.409334695275573730e+10 1.062774396250855047e-11 1.000000000000000000e+00
9.343927204836892700e+10 1.070213817025079748e-11 1.000000000000000000e+00
9.278974384143069458e+10 1.077705313744730864e-11 1.000000000000000000e+00
9.214473072629840088e+10 1.085249250941425985e-11 1.000000000000000000e+00
9.150420131703096008e+10 1.092845995698504836e-11 1.000000000000000000e+00
9.086812444586170959e+10 1.100495917668890078e-11 1.000000000000000000e+00
9.023646916168171692e+10 1.108199389093075092e-11 1.000000000000000000e+00
8.960920472853376770e+10 1.115956784817236165e-11 1.000000000000000000e+00
8.898630062411672974e+10 1.123768482311473926e-11 1.000000000000000000e+00
8.836772653830039978e+10 1.131634861688178527e-11 1.000000000000000000e+00
8.775345237165061951e+10 1.139556305720527316e-11 1.000000000000000000e+00
8.714344823396466064e+10 1.147533199861109961e-11 1.000000000000000000e+00
8.653768444281672668e+10 1.155565932260684297e-11 1.000000000000000000e+00
8.593613152211370850e+10 1.163654893787063338e-11 1.000000000000000000e+00
8.533876020066085815e+10 1.171800478044134945e-11 1.000000000000000000e+00
8.474554141073748779e+10 1.180003081391013637e-11 1.000000000000000000e+00
8.415644628668249512e+10 1.188263102961328605e-11 1.000000000000000000e+00
8.357144616348985291e+10 1.196580944682643875e-11 1.000000000000000000e+00
8.299051257541374207e+10 1.204957011296016605e-11 1.000000000000000000e+00
8.241361725458345032e+10 1.213391710375691258e-11 1.000000000000000000e+00
8.184073212962783813e+10 1.221885452348932220e-11 1.000000000000000000e+00
8.127182932430946350e+10 1.230438650515994240e-11 1.000000000000000000e+00
8.070688115616806030e+10 1.239051721070234549e-11 1.000000000000000000e+00
8.014586013517362976e+10 1.247725083118363435e-11 1.000000000000000000e+00
7.958873896238868713e+10 1.256459158700838288e-11 1.000000000000000000e+00
7.903549052863999939e+10 1.265254372812399324e-11 1.000000000000000000e+00
7.848608791319938660e+10 1.274111153422750396e-11 1.000000000000000000e+00
7.794050438247386169e+10 1.283029931497383263e-11 1.000000000000000000e+00
7.739871338870471191e+10 1.292011141018548400e-11 1.000000000000000000e+00
7.686068856867575073e+10 1.301055219006371199e-11 1.000000000000000000e+00
7.632640374243052673e+10 1.310162605540118438e-11 1.000000000000000000e+00
7.579583291199832153e+10 1.319333743779611747e-11 1.000000000000000000e+00
7.526895026012919617e+10 1.328569079986791340e-11 1.000000000000000000e+00
7.474573014903770447e+10 1.337869063547431928e-11 1.000000000000000000e+00
7.422614711915541077e+10 1.347234146993006459e-11 1.000000000000000000e+00
7.371017588789195251e+10 1.356664786022710936e-11 1.000000000000000000e+00
7.319779134840489197e+10 1.366161439525633982e-11 1.000000000000000000e+00
7.268896856837802124e+10 1.375724569603088138e-11 1.000000000000000000e+00
7.218368278880815125e+10 1.385354641591095117e-11 1.000000000000000000e+00
7.168190942280033875e+10 1.395052124083029389e-11 1.000000000000000000e+00
7.118362405437152100e+10 1.404817488952418477e-11 1.000000000000000000e+00
7.068880243726246643e+10 1.414651211375904490e-11 1.000000000000000000e+00
7.019742049375794983e+10 1.424553769856366083e-11 1.000000000000000000e+00
6.970945431351512146e+10 1.434525646246203268e-11 1.000000000000000000e+00
6.922488015240010071e+10 1.444567325770780712e-11 1.000000000000000000e+00
6.874367443133256531e+10 1.454679297052042132e-11 1.000000000000000000e+00
6.826581373513836670e+10 1.464862052132284951e-11 1.000000000000000000e+00
6.779127481141027832e+10 1.475116086498101679e-11 1.000000000000000000e+00
6.732003456937641144e+10 1.485441899104491750e-11 1.000000000000000000e+00
6.685207007877675629e+10 1.495839992399139109e-11 1.000000000000000000e+00
6.638735856874730682e+10 1.506310872346861857e-11 1.000000000000000000e+00
6.592587742671210480e+10 1.516855048454231546e-11 1.000000000000000000e+00
6.546760419728290558e+10 1.527473033794366292e-11 1.000000000000000000e+00
6.501251658116651154e+10 1.538165345031895483e-11 1.000000000000000000e+00
6.456059243407972717e+10 1.548932502448100894e-11 1.000000000000000000e+00
6.411180976567180634e+10 1.559775029966233585e-11 1.000000000000000000e+00
6.366614673845440674e+10 1.570693455177006897e-11 1.000000000000000000e+00
6.322358166673901367e+10 1.581688309364270070e-11 1.000000000000000000e+00
6.278409301558172607e+10 1.592760127530858283e-11 1.000000000000000000e+00
6.234765939973536682e+10 1.603909448424627197e-11 1.000000000000000000e+00
6.191425958260887909e+10 1.615136814564667467e-11 1.000000000000000000e+00
6.148387247523401642e+10 1.626442772267703117e-11 1.000000000000000000e+00
6.105647713523912048e+10 1.637827871674675054e-11 1.000000000000000000e+00
6.063205276583010101e+10 1.649292666777511027e-11 1.000000000000000000e+00
6.021057871477841949e+10 1.660837715446082988e-11 1.000000000000000000e+00
5.979203447341629791e+10 1.672463579455350247e-11 1.000000000000000000e+00
5.937639967563861847e+10 1.684170824512698443e-11 1.000000000000000000e+00
5.896365409691200256e+10 1.695960020285464943e-11 1.000000000000000000e+00
5.855377765329074860e+10 1.707831740428657150e-11 1.000000000000000000e+00
5.814675040043946075e+10 1.719786562612868230e-11 1.000000000000000000e+00
5.774255253266259766e+10 1.731825068552386071e-11 1.000000000000000000e+00
5.734116438194078827e+10 1.743947844033497720e-11 1.000000000000000000e+00
5.694256641697376251e+10 1.756155478942994481e-11 1.000000000000000000e+00
5.654673924222992706e+10 1.768448567296875727e-11 1.000000000000000000e+00
5.615366359700268555e+10 1.780827707269252077e-11 1.000000000000000000e+00
5.576332035447315979e+10 1.793293501221453108e-11 1.000000000000000000e+00
5.537569052077947235e+10 1.805846555731338304e-11 1.000000000000000000e+00
5.499075523409260559e+10 1.818487481622811250e-11 1.000000000000000000e+00
5.460849576369850159e+10 1.831216893995543527e-11 1.000000000000000000e+00
5.422889350908667755e+10 1.844035412254904106e-11 1.000000000000000000e+00
5.385192999904513550e+10 1.856943660142100071e-11 1.000000000000000000e+00
5.347758689076158905e+10 1.869942265764526065e-11 1.000000000000000000e+00
5.310584596893085480e+10 1.883031861626328939e-11 1.000000000000000000e+00
5.273668914486856079e+10 1.896213084659185006e-11 1.000000000000000000e+00
5.237009845563092804e+10 1.909486576253291534e-11 1.000000000000000000e+00
5.200605606314071655e+10 1.922852982288578266e-11 1.000000000000000000e+00
5.164454425331926727e+10 1.936312953166132853e-11 1.000000000000000000e+00
5.128554543522448730e+10 1.949867143839851825e-11 1.000000000000000000e+00
5.092904214019490051e+10 1.963516213848309016e-11 1.000000000000000000e+00
5.057501702099968719e+10 1.977260827346847258e-11 1.000000000000000000e+00
5.022345285099450684e+10 1.991101653139897887e-11 1.000000000000000000e+00
4.987433252328330231e+10 2.005039364713522861e-11 1.000000000000000000e+00
4.952763904988588715e+10 2.019074640268185981e-11 1.000000000000000000e+00
4.918335556091128540e+10 2.033208162751755132e-11 1.000000000000000000e+00
4.884146530373690796e+10 2.047440619892733620e-11 1.000000000000000000e+00
4.850195164219333649e+10 2.061772704233722857e-11 1.000000000000000000e+00
4.816479805575482941e+10 2.076205113165123512e-11 1.000000000000000000e+00
4.782998813873546600e+10 2.090738548959068330e-11 1.000000000000000000e+00
4.749750559949080658e+10 2.105373718803596649e-11 1.000000000000000000e+00
4.716733425962521362e+10 2.120111334837061559e-11 1.000000000000000000e+00
4.683945805320455933e+10 2.134952114182786828e-11 1.000000000000000000e+00
4.651386102597451782e+10 2.149896778983958096e-11 1.000000000000000000e+00
4.619052733458421326e+10 2.164946056438764155e-11 1.000000000000000000e+00
4.586944124581529236e+10 2.180100678835780890e-11 1.000000000000000000e+00
4.555058713581635284e+10 2.195361383589604347e-11 1.000000000000000000e+00
4.523394948934273529e+10 2.210728913276731956e-11 1.000000000000000000e+00
4.491951289900151062e+10 2.226204015671697719e-11 1.000000000000000000e+00
4.460726206450177765e+10 2.241787443783456206e-11 1.000000000000000000e+00
4.429718179191019440e+10 2.257479955892026649e-11 1.000000000000000000e+00
4.398925699291159058e+10 2.273282315585386174e-11 1.000000000000000000e+00
4.368347268407484436e+10 2.289195291796629270e-11 1.000000000000000000e+00
4.337981398612376404e+10 2.305219658841380265e-11 1.000000000000000000e+00
4.307826612321305084e+10 2.321356196455475604e-11 1.000000000000000000e+00
4.277881442220937347e+10 2.337605689832900740e-11 1.000000000000000000e+00
4.248144431197731018e+10 2.353968929663999098e-11 1.000000000000000000e+00
4.218614132267040253e+10 2.370446712173946953e-11 1.000000000000000000e+00
4.189289108502700043e+10 2.387039839161496185e-11 1.000000000000000000e+00
4.160167932967108154e+10 2.403749118037992320e-11 1.000000000000000000e+00
4.131249188641793823e+10 2.420575361866656563e-11 1.000000000000000000e+00
4.102531468358462524e+10 2.437519389402155080e-11 1.000000000000000000e+00
4.074013374730526733e+10 2.454582025130436473e-11 1.000000000000000000e+00
4.045693520085109711e+10 2.471764099308849709e-11 1.000000000000000000e+00
4.017570526395519257e+10 2.489066448006548024e-11 1.000000000000000000e+00
3.989643025214197540e+10 2.506489913145165522e-11 1.000000000000000000e+00
3.961909657606132507e+10 2.524035342539789118e-11 1.000000000000000000e+00
3.934369074082731628e+10 2.541703589940211903e-11 1.000000000000000000e+00
3.907019934536156464e+10 2.559495515072475385e-11 1.000000000000000000e+00
3.879860908174115753e+10 2.577411983680701889e-11 1.000000000000000000e+00
3.852890673455107880e+10 2.595453867569224540e-11 1.000000000000000000e+00
3.826107918024117279e+10 2.613622044645005155e-11 1.000000000000000000e+00
3.799511338648754120e+10 2.631917398960355534e-11 1.000000000000000000e+00
3.773099641155841827e+10 2.650340820755952468e-11 1.000000000000000000e+00
3.746871540368441010e+10 2.668893206504159708e-11 1.000000000000000000e+00
3.720825760043315887e+10 2.687575458952645587e-11 1.000000000000000000e+00
3.694961032808832550e+10 2.706388487168311800e-11 1.000000000000000000e+00
3.669276100103287506e+10 2.725333206581530449e-11 1.000000000000000000e+00
3.643769712113669586e+10 2.744410539030684479e-11 1.000000000000000000e+00
3.618440627714844513e+10 2.763621412807024462e-11 1.000000000000000000e+00
3.593287614409158325e+10 2.782966762699843962e-11 1.000000000000000000e+00
3.568309448266471100e+10 2.802447530041957673e-11 1.000000000000000000e+00
3.543504913864596558e+10 2.822064662755511708e-11 1.000000000000000000e+00
3.518872804230163574e+10 2.841819115398106353e-11 1.000000000000000000e+00
3.494411920779882050e+10 2.861711849209245171e-11 1.000000000000000000e+00
3.470121073262224579e+10 2.881743832157109471e-11 1.000000000000000000e+00
3.445999079699507141e+10 2.901916038985654945e-11 1.000000000000000000e+00
3.422044766330372620e+10 2.922229451262050145e-11 1.000000000000000000e+00
3.398256967552681732e+10 2.942685057424429043e-11 1.000000000000000000e+00
3.374634525866792297e+10 2.963283852829994167e-11 1.000000000000000000e+00
3.351176291819236374e+10 2.984026839803448671e-11 1.000000000000000000e+00
3.327881123946786499e+10 3.004915027685768974e-11 1.000000000000000000e+00
3.304747888720918274e+10 3.025949432883317315e-11 1.000000000000000000e+00
3.281775460492647552e+10 3.047131078917301337e-11 1.000000000000000000e+00
3.258962721437760925e+10 3.068460996473576825e-11 1.000000000000000000e+00
3.236308561502421951e+10 3.089940223452800051e-11 1.000000000000000000e+00
3.213811878349155807e+10 3.111569805020932968e-11 1.000000000000000000e+00
3.191471577303211594e+10 3.133350793660098015e-11 1.000000000000000000e+00
3.169286571299295044e+10 3.155284249219793523e-11 1.000000000000000000e+00
3.147255780828672409e+10 3.177371238968464548e-11 1.000000000000000000e+00
3.125378133886643982e+10 3.199612837645434303e-11 1.000000000000000000e+00
3.103652565920378876e+10 3.222010127513202006e-11 1.000000000000000000e+00
3.082078019777117538e+10 3.244564198410103268e-11 1.000000000000000000e+00
3.060653445652726746e+10 3.267276147803343353e-11 1.000000000000000000e+00
3.039377801040620804e+10 3.290147080842397506e-11 1.000000000000000000e+00
3.018250050681031799e+10 3.313178110412787384e-11 1.000000000000000000e+00
2.997269166510635757e+10 3.336370357190232951e-11 1.000000000000000000e+00
2.976434127612526321e+10 3.359724949695184364e-11 1.000000000000000000e+00
2.955743920166539001e+10 3.383243024347735776e-11 1.000000000000000000e+00
2.935197537399917603e+10 3.406925725522921066e-11 1.000000000000000000e+00
2.914793979538327408e+10 3.430774205606399256e-11 1.000000000000000000e+00
2.894532253757205200e+10 3.454789625050529598e-11 1.000000000000000000e+00
2.874411374133448792e+10 3.478973152430837634e-11 1.000000000000000000e+00
2.854430361597444916e+10 3.503325964502877407e-11 1.000000000000000000e+00
2.834588243885425186e+10 3.527849246259491743e-11 1.000000000000000000e+00
2.814884055492158127e+10 3.552544190988473847e-11 1.000000000000000000e+00
2.795316837623968887e+10 3.577412000330631506e-11 1.000000000000000000e+00
2.775885638152082443e+10 3.602453884338257776e-11 1.000000000000000000e+00
2.756589511566296768e+10 3.627671061534012016e-11 1.000000000000000000e+00
2.737427518928971863e+10 3.653064758970212591e-11 1.000000000000000000e+00
2.718398727829344177e+10 3.678636212288543796e-11 1.000000000000000000e+00
2.699502212338155365e+10 3.704386665780180259e-11 1.000000000000000000e+00
2.680737052962595367e+10 3.730317372446337203e-11 1.000000000000000000e+00
2.662102336601562500e+10 3.756429594059237541e-11 1.000000000000000000e+00
2.643597156501232529e+10 3.782724601223508705e-11 1.000000000000000000e+00
2.625220612210934067e+10 3.809203673438012460e-11 1.000000000000000000e+00
2.606971809539336777e+10 3.835868099158101233e-11 1.000000000000000000e+00
2.588849860510938644e+10 3.862719175858315170e-11 1.000000000000000000e+00
2.570853883322856522e+10 3.889758210095516696e-11 1.000000000000000000e+00
2.552983002301921463e+10 3.916986517572465164e-11 1.000000000000000000e+00
2.535236347862065125e+10 3.944405423201840631e-11 1.000000000000000000e+00
2.517613056462009430e+10 3.972016261170710957e-11 1.000000000000000000e+00
2.500112270563245010e+10 3.999820375005454494e-11 1.000000000000000000e+00
2.482733138588304901e+10 4.027819117637133209e-11 1.000000000000000000e+00
2.465474814879328156e+10 4.056013851467326563e-11 1.000000000000000000e+00
2.448336459656907654e+10 4.084405948434426159e-11 1.000000000000000000e+00
2.431317238979231644e+10 4.112996790080391160e-11 1.000000000000000000e+00
2.414416324701499176e+10 4.141787767617975452e-11 1.000000000000000000e+00
2.397632894435628128e+10 4.170780281998421393e-11 1.000000000000000000e+00
2.380966131510234833e+10 4.199975743979630477e-11 1.000000000000000000e+00
2.364415224930896759e+10 4.229375574194808991e-11 1.000000000000000000e+00
2.347979369340689850e+10 4.258981203221598339e-11 1.000000000000000000e+00
2.331657764981000900e+10 4.288794071651678413e-11 1.000000000000000000e+00
2.315449617652611160e+10 4.318815630160874382e-11 1.000000000000000000e+00
2.299354138677050018e+10 4.349047339579742339e-11 1.000000000000000000e+00
2.283370544858220673e+10 4.379490670964651260e-11 1.000000000000000000e+00
2.267498058444288635e+10 4.410147105669364497e-11 1.000000000000000000e+00
2.251735907089837646e+10 4.441018135417124047e-11 1.000000000000000000e+00
2.236083323818288040e+10 4.472105262373229186e-11 1.000000000000000000e+00
2.220539546984574127e+10 4.503409999218143728e-11 1.000000000000000000e+00
2.205103820238085556e+10 4.534933869221087958e-11 1.000000000000000000e+00
2.189775392485862350e+10 4.566678406314173397e-11 1.000000000000000000e+00
2.174553517856048203e+10 4.598645155167027425e-11 1.000000000000000000e+00
2.159437455661595154e+10 4.630835671261975592e-11 1.000000000000000000e+00
2.144426470364224243e+10 4.663251520969708614e-11 1.000000000000000000e+00
2.129519831538631821e+10 4.695894281625523221e-11 1.000000000000000000e+00
2.114716813836950684e+10 4.728765541606056083e-11 1.000000000000000000e+00
2.100016696953454971e+10 4.761866900406579317e-11 1.000000000000000000e+00
2.085418765589506149e+10 4.795199968718837532e-11 1.000000000000000000e+00
2.070922309418753052e+10 4.828766368509413505e-11 1.000000000000000000e+00
2.056526623052563095e+10 4.862567733098658007e-11 1.000000000000000000e+00
2.042231006005701447e+10 4.896605707240162475e-11 1.000000000000000000e+00
2.028034762662244034e+10 4.930881947200795849e-11 1.000000000000000000e+00
2.013937202241730118e+10 4.965398120841292637e-11 1.000000000000000000e+00
1.999937638765549469e+10 5.000155907697416137e-11 1.000000000000000000e+00
1.986035391023562622e+10 5.035156999061675483e-11 1.000000000000000000e+00
1.972229782540953827e+10 5.070403098065631408e-11 1.000000000000000000e+00
1.958520141545315170e+10 5.105895919762760350e-11 1.000000000000000000e+00
1.944905800933955765e+10 5.141637191211920859e-11 1.000000000000000000e+00
1.931386098241443634e+10 5.177628651561377047e-11 1.000000000000000000e+00
1.917960375607370377e+10 5.213872052133433387e-11 1.000000000000000000e+00
1.904627979744338226e+10 5.250369156509651116e-11 1.000000000000000000e+00
1.891388261906172943e+10 5.287121740616660468e-11 1.000000000000000000e+00
1.878240577856356812e+10 5.324131592812579723e-11 1.000000000000000000e+00
1.865184287836678314e+10 5.361400513974032669e-11 1.000000000000000000e+00
1.852218756536103439e+10 5.398930317583783217e-11 1.000000000000000000e+00
1.839343353059862518e+10 5.436722829818968433e-11 1.000000000000000000e+00
1.826557450898749161e+10 5.474779889639970689e-11 1.000000000000000000e+00
1.813860427898637009e+10 5.513103348879891468e-11 1.000000000000000000e+00
1.801251666230203629e+10 5.551695072334666876e-11 1.000000000000000000e+00
1.788730552358869553e+10 5.590556937853802889e-11 1.000000000000000000e+00
1.776296477014942932e+10 5.629690836431752961e-11 1.000000000000000000e+00
1.763948835163973236e+10 5.669098672299929595e-11 1.000000000000000000e+00
1.751687025977310181e+10 5.708782363019369890e-11 1.000000000000000000e+00
1.739510452802868271e+10 5.748743839574032473e-11 1.000000000000000000e+00
1.727418523136093903e+10 5.788985046464767149e-11 1.000000000000000000e+00
1.715410648591134071e+10 5.829507941803931443e-11 1.000000000000000000e+00
1.703486244872207069e+10 5.870314497410662420e-11 1.000000000000000000e+00
1.691644731745169067e+10 5.911406698906839971e-11 1.000000000000000000e+00
1.679885533009282494e+10 5.952786545813691821e-11 1.000000000000000000e+00
1.668208076469176292e+10 5.994456051649096458e-11 1.000000000000000000e+00
1.656611793907005310e+10 6.036417244025554930e-11 1.000000000000000000e+00
1.645096121054800034e+10 6.078672164748857975e-11 1.000000000000000000e+00
1.633660497567009163e+10 6.121222869917436877e-11 1.000000000000000000e+00
1.622304366993234825e+10 6.164071430022410965e-11 1.000000000000000000e+00
1.611027176751154709e+10 6.207219930048339498e-11 1.000000000000000000e+00
1.599828378099635315e+10 6.250670469574670202e-11 1.000000000000000000e+00
1.588707426112029266e+10 6.294425162877910290e-11 1.000000000000000000e+00
1.577663779649659729e+10 6.338486139034500590e-11 1.000000000000000000e+00
1.566696901335489464e+10 6.382855542024418624e-11 1.000000000000000000e+00
1.555806257527971649e+10 6.427535530835500299e-11 1.000000000000000000e+00
1.544991318295084190e+10 6.472528279568497017e-11 1.000000000000000000e+00
1.534251557388542366e+10 6.517835977542865610e-11 1.000000000000000000e+00
1.523586452218193245e+10 6.563460829403298865e-11 1.000000000000000000e+00
1.512995483826585197e+10 6.609405055227003098e-11 1.000000000000000000e+00
1.502478136863717270e+10 6.655670890631724055e-11 1.000000000000000000e+00
1.492033899561961746e+10 6.702260586884532807e-11 1.000000000000000000e+00
1.481662263711161613e+10 6.749176411011370302e-11 1.000000000000000000e+00
1.471362724633902359e+10 6.796420645907357075e-11 1.000000000000000000e+00
1.461134781160953712e+10 6.843995590447882312e-11 1.000000000000000000e+00
1.450977935606883621e+10 6.891903559600459346e-11 1.000000000000000000e+00
1.440891693745840836e+10 6.940146884537378611e-11 1.000000000000000000e+00
1.430875564787506485e+10 6.988727912749132195e-11 1.000000000000000000e+00
1.420929061353211975e+10 7.037649008158650074e-11 1.000000000000000000e+00
1.411051699452224541e+10 7.086912551236318279e-11 1.000000000000000000e+00
1.401242998458195305e+10 7.136520939115819076e-11 1.000000000000000000e+00
1.391502481085773087e+10 7.186476585710768611e-11 1.000000000000000000e+00
1.381829673367379761e+10 7.236781921832180424e-11 1.000000000000000000e+00
1.372224104630146790e+10 7.287439395306743239e-11 1.000000000000000000e+00
1.362685307473013878e+10 7.338451471095933671e-11 1.000000000000000000e+00
1.353212817743984032e+10 7.389820631415958715e-11 1.000000000000000000e+00
1.343806174517539406e+10 7.441549375858537033e-11 1.000000000000000000e+00
1.334464920072212029e+10 7.493640221512531992e-11 1.000000000000000000e+00
1.325188599868311882e+10 7.546095703086428675e-11 1.000000000000000000e+00
1.315976762525809288e+10 7.598918373031669093e-11 1.000000000000000000e+00
1.306828959802370834e+10 7.652110801666858532e-11 1.000000000000000000e+00
1.297744746571548080e+10 7.705675577302831374e-11 1.000000000000000000e+00
1.288723680801118469e+10 7.759615306368597107e-11 1.000000000000000000e+00
1.279765323531575394e+10 7.813932613538170376e-11 1.000000000000000000e+00
1.270869238854770088e+10 7.868630141858281205e-11 1.000000000000000000e+00
1.262034993892699432e+10 7.923710552876987368e-11 1.000000000000000000e+00
1.253262158776442528e+10 7.979176526773186314e-11 1.000000000000000000e+00
1.244550306625243950e+10 8.035030762487025361e-11 1.000000000000000000e+00
1.235899013525741959e+10 8.091275977851232128e-11 1.000000000000000000e+00
1.227307858511340714e+10 8.147914909723365207e-11 1.000000000000000000e+00
1.218776423541726685e+10 8.204950314118985066e-11 1.000000000000000000e+00
1.210304293482526970e+10 8.262384966345762007e-11 1.000000000000000000e+00
1.201891056085109329e+10 8.320221661138517271e-11 1.000000000000000000e+00
1.193536301966521835e+10 8.378463212795221874e-11 1.000000000000000000e+00
1.185239624589572906e+10 8.437112455313926015e-11 1.000000000000000000e+00
1.177000620243049622e+10 8.496172242530670768e-11 1.000000000000000000e+00
