# Bispectrum monopole for SGC EZmock_shuffled, rebinned to s=2*kf 
# Subtracted SN: kindep 
# k1-eff k2-eff k3-eff B0 B0-BSN BSN N_tr
1.096272276250029147e-02 1.341150122783255592e-02 1.439467569419479974e-02 1.478573101588309479e+10 9.187150607485063553e+09 5.598580408398031235e+09 1.139821779999989569e+08
1.336976380251333162e-02 1.499389540996371589e-02 2.379687358582757706e-02 1.682990161854236984e+10 1.123132121014433861e+10 5.598580408398031235e+09 2.289463400000076592e+08
1.246918352313568928e-02 2.462252353066774965e-02 2.743125047039297534e-02 1.519908404554759598e+10 9.600503637149564743e+09 5.598580408398031235e+09 1.143315577999979973e+09
2.364093471257577503e-02 2.631549144150962388e-02 2.843003946503771390e-02 1.498716431676323700e+10 9.388583908365205765e+09 5.598580408398031235e+09 1.746244775999928474e+09
1.528300000000000144e-02 1.528300000000000144e-02 3.511199999999999738e-02 1.769158671770184708e+10 1.209300630930381584e+10 5.598580408398031235e+09 2.191345999996960629e+06
1.382973033515656411e-02 2.814564907917695841e-02 3.796303303080544173e-02 1.530003653367498398e+10 9.701456125276952744e+09 5.598580408398031235e+09 1.063019488000064969e+09
2.473533631472875013e-02 2.810446980695635588e-02 4.019604636575693085e-02 1.455346000401160049e+10 8.954879595613569260e+09 5.598580408398031235e+09 4.565291226000117302e+09
1.247942589219206040e-02 3.921116880317256082e-02 4.207976620193568107e-02 1.309832766313944435e+10 7.499747254741413116e+09 5.598580408398031235e+09 2.925137314000195026e+09
2.581666891214891291e-02 3.896302077757729521e-02 4.225854930742504317e-02 1.317385250977025032e+10 7.575272101372219086e+09 5.598580408398031235e+09 7.961432520000141144e+09
3.818696244303777798e-02 4.083073292655032410e-02 4.311364418474188109e-02 1.198563102670759773e+10 6.387050618309566498e+09 5.598580408398031235e+09 7.133243376000396729e+09
1.528299999999999971e-02 3.012099999999999500e-02 5.008300000000000252e-02 1.469950313670319366e+10 9.100922728305162430e+09 5.598580408398031235e+09 5.740901999985978939e+06
2.757372568258311535e-02 2.971399417893317088e-02 5.308008757360357238e-02 1.414266118957357216e+10 8.544080781175540924e+09 5.598580408398031235e+09 2.346651228000133514e+09
1.383632904313153791e-02 4.296006005812288281e-02 5.281700058164258416e-02 1.341020445744076347e+10 7.811624049042732239e+09 5.598580408398031235e+09 2.293804732000058651e+09
2.617598051561569050e-02 4.086237200711086842e-02 5.506599331182617657e-02 1.286947908621993828e+10 7.270898677821907043e+09 5.598580408398031235e+09 1.510034676000051880e+10
3.896302843498925667e-02 4.225854632622691454e-02 5.537829506573363481e-02 1.153604466622185898e+10 5.937464257823827744e+09 5.598580408398031235e+09 1.754686843200093460e+10
1.248115433601820062e-02 5.403618801270777122e-02 5.691878607929098943e-02 1.187553587199448204e+10 6.276955463596450806e+09 5.598580408398031235e+09 5.508934058000085831e+09
2.581665195848436428e-02 5.379650569913911606e-02 5.710753457522639576e-02 1.185597626158374977e+10 6.257395853185718536e+09 5.598580408398031235e+09 1.499897810399861526e+10
4.051040764483369860e-02 5.379651118432347834e-02 5.710753151377513659e-02 1.082125362684306526e+10 5.222673218445034027e+09 5.598580408398031235e+09 2.407056311999970627e+10
5.300278139567884267e-02 5.561381548963662685e-02 5.795946532058551121e-02 1.017248021593185043e+10 4.573899807533819199e+09 5.598580408398031235e+09 1.841407658399858856e+10
3.012099999999999847e-02 3.012099999999999847e-02 6.506599999999999884e-02 1.310860564635537720e+10 7.510025237957345963e+09 5.598580408398031235e+09 1.390759200003421120e+07
1.528299999999999971e-02 4.509300000000000114e-02 6.506599999999999884e-02 1.371356292719467926e+10 8.114982518796648026e+09 5.598580408398031235e+09 1.137707000000312738e+07
2.824670788983676961e-02 4.306074103169749145e-02 6.760776745879365501e-02 1.260888346062733269e+10 7.010303052229301453e+09 5.598580408398031235e+09 6.310297420000373840e+09
3.936192721688473728e-02 4.284582631480714915e-02 6.992922527768767604e-02 1.143749989588060570e+10 5.838919487482574463e+09 5.598580408398031235e+09 2.021402274000130463e+10
1.383874184391257860e-02 5.786030619777580292e-02 6.773119800273603996e-02 1.223089847714869690e+10 6.632318068750665665e+09 5.598580408398031235e+09 3.983930755999639988e+09
2.618119241180800680e-02 5.572951859638469035e-02 6.997934617148822423e-02 1.177652864047736931e+10 6.177948232079338074e+09 5.598580408398031235e+09 2.637238910000044250e+10
4.051040081103066126e-02 5.537830064686959097e-02 7.030045317953960426e-02 1.059139003565287971e+10 4.992809627254848480e+09 5.598580408398031235e+09 4.590908711999971008e+10
5.379650842303920072e-02 5.710753182447284027e-02 7.030045177380636612e-02 9.903884525553749084e+09 4.305304117155717850e+09 5.598580408398031235e+09 4.208911343999729156e+10
1.248247697767577991e-02 6.893460385674263224e-02 7.182468899950669727e-02 1.112764167106860542e+10 5.529061262670574188e+09 5.598580408398031235e+09 8.922897566000524521e+09
2.581664267507281091e-02 6.869923892534413046e-02 7.201955162754365702e-02 1.116957601594795799e+10 5.570995607549926758e+09 5.598580408398031235e+09 2.430237796799807739e+10
4.051040708674973762e-02 6.869923129572232112e-02 7.201955083727597240e-02 1.015032954757003403e+10 4.551749139172002792e+09 5.598580408398031235e+09 3.900067864799832153e+10
5.537829740237597276e-02 6.869923544999681497e-02 7.201954745446391415e-02 9.554206128032323837e+09 3.955625719634292603e+09 5.598580408398031235e+09 5.356188748800793457e+10
6.789555645410819129e-02 7.048880585993373693e-02 7.287013398819087995e-02 9.202948730740756989e+09 3.604368322342725754e+09 5.598580408398031235e+09 3.795014109600001526e+10
