# Tk at z_eff=1.7584 (p=1.6, NGC) raw output of classy 
#  dict_keys(['k (h/Mpc)', 'd_g', 'd_b', 'd_cdm', 'd_ur', 'd_ncdm[0]', 'd_tot', 'phi', 'psi'])
4.430214643753784820e-01 -1.234521498213478168e-02 -1.350326789213132724e+04 -1.364956052643869043e+04 -1.191095625407832467e-02 -2.285349820556752221e+01 -1.355537409956318697e+04 9.897555270035581290e-03 9.897555269779728659e-03
4.597239247053869216e-01 -1.167858368222889597e-02 -1.375659739704917592e+04 -1.390427196445218942e+04 -1.126777379947044473e-02 -2.163276961608041660e+01 -1.380853255736769461e+04 9.363091794857761677e-03 9.363091794632868656e-03
4.774793064618576555e-01 -1.101270221374370077e-02 -1.399273690929161603e+04 -1.414402409152866858e+04 -1.062531561008016323e-02 -2.040406413581993661e+01 -1.404645886256484664e+04 8.829247821970413745e-03 8.829247821773770696e-03
4.964558102285431818e-01 -1.036417057570728460e-02 -1.423564628863720645e+04 -1.439030364274319800e+04 -9.999596801018801120e-03 -1.921280136678360151e+01 -1.429091681614023582e+04 8.309308044955660347e-03 8.309308044784403241e-03
5.168706622410320639e-01 -9.744058339310544825e-03 -1.450809776224279085e+04 -1.466470281898066787e+04 -9.401297292299841749e-03 -1.806490516048345185e+01 -1.456357153125713012e+04 7.812141348082565252e-03 7.812141347933995728e-03
5.390108467112463275e-01 -9.130025217396723833e-03 -1.478336152990067239e+04 -1.494298324251632403e+04 -8.808863434663380051e-03 -1.693245724032917821e+01 -1.483991913351045696e+04 7.319855171112262492e-03 7.319855170984211276e-03
5.632658120542870517e-01 -8.521809146995004691e-03 -1.506793853663436130e+04 -1.523111176820503715e+04 -8.222042133430060989e-03 -1.582104130660203012e+01 -1.512597936570634010e+04 6.832233218223054266e-03 6.832233218113513418e-03
5.901812496498822780e-01 -7.923468574243639970e-03 -1.538129741876274420e+04 -1.554738391437976861e+04 -7.644748775681182301e-03 -1.470617024987287458e+01 -1.544013664886818879e+04 6.352523603394460809e-03 6.352523603301706012e-03
6.205519319481119789e-01 -7.321434135897015791e-03 -1.571281848493165489e+04 -1.588272784427225997e+04 -7.063891696428147016e-03 -1.359258589244205062e+01 -1.577312303789516409e+04 5.869855224312963381e-03 5.869855224235417772e-03
6.555914446248338745e-01 -6.713675641137674746e-03 -1.608172950880113058e+04 -1.625545805526752520e+04 -6.477511843089115047e-03 -1.246644546794200714e+01 -1.614330100478553868e+04 5.382595604057139813e-03 5.382595603993419082e-03
6.972641270728331397e-01 -6.087855069220480565e-03 -1.649542413988300905e+04 -1.667369994741262053e+04 -5.873705361517094804e-03 -1.131832600392994159e+01 -1.655863836187144261e+04 4.880855378246791443e-03 4.880855378195659601e-03
7.489860481473911147e-01 -5.431259223239353132e-03 -1.698064921454473733e+04 -1.716410500354347460e+04 -5.240206173462831629e-03 -1.010179118268015941e+01 -1.704566221302877602e+04 4.354440739150373940e-03 4.354440739110824847e-03
8.172246958700447594e-01 -4.721930477340874344e-03 -1.757558737969676440e+04 -1.776544358374849980e+04 -4.555829088987293184e-03 -8.779870202649428634e+00 -1.764284784254223996e+04 3.785747867532808942e-03 3.785747867503932301e-03
9.152789718252951623e-01 -3.931339882681284675e-03 -1.835505288004314934e+04 -1.855329675555975700e+04 -3.793048864430942878e-03 -7.313301672534687548e+00 -1.842526083577781174e+04 3.151901501487506824e-03 3.151901501468330757e-03
1.070301791652423562e+00 -3.045351164130899371e-03 -1.944282981414074311e+04 -1.965278622853019260e+04 -2.938226057730802289e-03 -5.673523617850704248e+00 -1.951715898189138534e+04 2.441574928192005202e-03 2.441574928181128919e-03
1.317123541579720447e+00 -2.161969993361116150e-03 -2.090323012006462159e+04 -2.112892345454064707e+04 -2.085919291194609539e-03 -4.028382623519936701e+00 -2.098310496874959790e+04 1.733335733791025249e-03 1.733335733785926029e-03
1.655384394845416107e+00 -1.475348679659038058e-03 -2.253220793231574135e+04 -2.277547922552314049e+04 -1.423451078775337655e-03 -2.749920874896609302e+00 -2.261829163832462655e+04 1.182845568733318113e-03 1.182845568731114363e-03
2.083952600795073273e+00 -9.994858420995344616e-04 -2.419154669585930969e+04 -2.445276069651382204e+04 -9.643275887015670530e-04 -1.859789790570025581e+00 -2.428398793913938789e+04 8.013279596028774184e-04 8.013279596019366562e-04
2.623540688615224159e+00 -6.743000009113540730e-04 -2.586661787102816379e+04 -2.614600584934760991e+04 -6.505807436811760977e-04 -1.258252079481495533e+00 -2.596552948494828161e+04 5.406143086139953867e-04 5.406143086135939066e-04
