# Pk for p=3.0, NGC 
#  k(h/Mpc) Pk*A/Q0(0) -1.43194 / -1.34779
3.750000000000000295e-03 9.862673437500000000e+04
8.035714285714286656e-03 4.839467187500000000e+04
1.282894736842105608e-02 4.975075000000000000e+04
1.773648648648648574e-02 3.820916406250000000e+04
2.268442622950819776e-02 3.994509375000000000e+04
2.765109890109889931e-02 3.580694140625000000e+04
3.262795275590551353e-02 2.689343554687500000e+04
3.761094674556213213e-02 2.663602734375000000e+04
4.259792626728110126e-02 2.243449609375000000e+04
4.758763837638376598e-02 2.165978906250000000e+04
5.257930513595167332e-02 1.951641210937500000e+04
5.757241813602014674e-02 1.842973828125000000e+04
6.256663113006397103e-02 1.708737500000000000e+04
6.756170018281536238e-02 1.497448632812500000e+04
7.255744849445325273e-02 1.482791113281250000e+04
7.755374479889043382e-02 1.489461230468750000e+04
8.255048959608321524e-02 1.255940917968750000e+04
8.754760609357999102e-02 1.089985742187500000e+04
9.254503407984421282e-02 1.048854492187500000e+04
9.754272567922873949e-02 8.642900390625000000e+03
1.025406423473433498e-01 7.600367675781250000e+03
1.075387527036769930e-01 7.216985351562500000e+03
1.125370309414088082e-01 6.969475097656250000e+03
1.175354556427277986e-01 6.146667480468750000e+03
1.225340088839533548e-01 6.498388183593750000e+03
1.275326755509994803e-01 6.759552246093750000e+03
1.325314428096820152e-01 5.573291503906250000e+03
1.375302996914940790e-01 6.227910644531250000e+03
1.425292367665162430e-01 5.822906250000000000e+03
1.475282458828035270e-01 5.451327148437500000e+03
1.525273199570046367e-01 4.572206054687500000e+03
1.575264528048370694e-01 3.984280029296875000e+03
1.625256390028400610e-01 4.095694824218750000e+03
1.675248737748737671e-01 3.593220214843750000e+03
1.725241528983477990e-01 3.713080566406250000e+03
1.775234726262892859e-01 3.641482177734375000e+03
1.825228296222166646e-01 3.659801025390625000e+03
1.875222209054278610e-01 2.902964111328125000e+03
1.925216438048121814e-01 2.813777343750000000e+03
1.975210959196753435e-01 2.900727050781250000e+03
2.025205750863645349e-01 2.577530517578125000e+03
2.075200793497193053e-01 2.556597167968750000e+03
2.125196069385495434e-01 2.439509033203125000e+03
2.175191562444953319e-01 2.844766601562500000e+03
2.225187258037367444e-01 2.403709960937500000e+03
