# Tk at z_eff=1.6602 (p=1.0, SGC) raw output of classy 
#  dict_keys(['k (h/Mpc)', 'd_g', 'd_b', 'd_cdm', 'd_ur', 'd_ncdm[0]', 'd_tot', 'phi', 'psi'])
1.043377881430805103e-05 -6.168288461643960758e-04 -4.627249476946234297e-04 -4.627249584475139781e-04 -6.168253975360848788e-04 -4.627125236443519981e-04 -4.628288879678367734e-04 5.882218018876754773e-01 5.878066210363773747e-01
1.313534929037202208e-05 -9.774795157437366280e-04 -7.333691310764481894e-04 -7.333691580856305150e-04 -9.774708539490347802e-04 -7.333481123218907067e-04 -7.335337807063208515e-04 5.882212810698113081e-01 5.878061788026376355e-01
1.653642501444182178e-05 -1.548878401303817277e-03 -1.162310556477134721e-03 -1.162310624315886914e-03 -1.548856647442253820e-03 -1.162273908372008814e-03 -1.162571296086263627e-03 5.882204755103939142e-01 5.878054977128948089e-01
2.081812567090954053e-05 -2.453997659143251561e-03 -1.842135122072444120e-03 -1.842135292459957246e-03 -2.453943029022580442e-03 -1.842068660175520244e-03 -1.842547832947351435e-03 5.882192042514121644e-01 5.878044237513855297e-01
2.620846743303251739e-05 -3.887292244981255425e-03 -2.919579809278969630e-03 -2.919580237197089839e-03 -3.887155075086145845e-03 -2.919453428924329887e-03 -2.920232572188419511e-03 5.882171582126658471e-01 5.878026901488052625e-01
3.299450565562448486e-05 -6.155842431718229653e-03 -4.627203162915188156e-03 -4.627204237515968044e-03 -6.155498087769778991e-03 -4.626950002649172881e-03 -4.628234359255776337e-03 5.882139289650997194e-01 5.877999558828761462e-01
4.153762161945203773e-05 -9.743553523735104180e-03 -7.333574922498254690e-03 -7.333577620650295024e-03 -9.742689415750228205e-03 -7.333040920321604386e-03 -7.335200819058773115e-03 5.882088008644040800e-01 5.877956112386044651e-01
5.229276740221896000e-05 -1.541039314685114028e-02 -1.162281262727821347e-02 -1.162281940036151429e-02 -1.540822594340981490e-02 -1.162163282890938364e-02 -1.162536833402735663e-02 5.882006712405298821e-01 5.877887209971194293e-01
6.583269373569511308e-05 -2.434340616386388226e-02 -1.842061489921083262e-02 -1.842063189475815974e-02 -2.433797571694752693e-02 -1.841790759116395532e-02 -1.842461238834715992e-02 5.881878124974115885e-01 5.877778206167258990e-01
8.287845107072927249e-05 -3.838050798933229091e-02 -2.919394928920070534e-02 -2.919399190988658174e-02 -3.836692022069806279e-02 -2.918755556342522359e-02 -2.920015219565241446e-02 5.881674510651503374e-01 5.877605481086735084e-01
1.043377881430805848e-04 -6.032688051145636970e-02 -4.626738963881896205e-02 -4.626749641819187520e-02 -6.029295914817454222e-02 -4.625197655792490092e-02 -4.627688937397765601e-02 5.881352493261061687e-01 5.877332050026340404e-01
1.313534929037203224e-04 -9.436319635899705072e-02 -7.332410135610957502e-02 -7.332436846755577275e-02 -9.427881764101213313e-02 -7.328642164904143608e-02 -7.333833370170739219e-02 5.880843891618184882e-01 5.876899530694758012e-01
1.653642501444183466e-04 -1.464700087634177583e-01 -1.161989190794358445e-01 -1.161995856524026260e-01 -1.462613156462566066e-01 -1.161059555984562952e-01 -1.162194391440528329e-01 5.880042192875351015e-01 5.876216128014255524e-01
2.081812567090955408e-04 -2.245857555061257782e-01 -1.841329790178955761e-01 -1.841346361383982000e-01 -2.240742488015588785e-01 -1.839022983359658858e-01 -1.841605118396646423e-01 5.878782432709805938e-01 5.875138229276009039e-01
2.620846743303253501e-04 -3.377323948988828484e-01 -2.917564807646450542e-01 -2.917605757144558498e-01 -3.364965922082048810e-01 -2.911821807901461279e-01 -2.917880738878558256e-01 5.876812501500126018e-01 5.873442849182415326e-01
3.299450565562450925e-04 -4.924161147284601969e-01 -4.622172599024630957e-01 -4.622272834623072923e-01 -4.894978402009469431e-01 -4.607854280840474881e-01 -4.622389353333821171e-01 5.873755007653573834e-01 5.870787863623062597e-01
4.153762161945206348e-04 -6.834687581071723361e-01 -7.321059120585740043e-01 -7.321300867414493041e-01 -6.768226050358501222e-01 -7.285366012530086754e-01 -7.320757802048886154e-01 5.869062800010829140e-01 5.866658157495709958e-01
5.229276740221899117e-04 -8.774040570281758100e-01 -1.159183573177542614e+00 -1.159240547094150475e+00 -8.631140986927750003e-01 -1.150301564279850419e+00 -1.158997933365919719e+00 5.861979580433978043e-01 5.860300620243723557e-01
6.583269373569515916e-04 -9.973678628887672204e-01 -1.834453330447703090e+00 -1.834582930826747393e+00 -9.693165150654017292e-01 -1.812433864758094870e+00 -1.833891455546939220e+00 5.851526882689376263e-01 5.850662657972758307e-01
8.287845107072932399e-04 -9.524717078408168058e-01 -2.900911563542775795e+00 -2.901191164666409694e+00 -9.047056346224064960e-01 -2.846677290384689307e+00 -2.899575497245982181e+00 5.836527390461501152e-01 5.836365811782300295e-01
1.043377881430806661e-03 -7.781700034146351586e-01 -4.582482730258925052e+00 -4.583042377530408551e+00 -7.123426207996640391e-01 -4.450301391344463120e+00 -4.579772531769157773e+00 5.815587056892280726e-01 5.815741095504355362e-01
1.313534929037204037e-03 -7.500157295911243915e-01 -7.228291378934358136e+00 -7.229311958020509188e+00 -6.802816604724439831e-01 -6.911361321205952812e+00 -7.223326536579287804e+00 5.786805589357486568e-01 5.786843389723904663e-01
1.653642501444184225e-03 -8.873106997113393568e-01 -1.137935165366276991e+01 -1.138107221314728790e+01 -8.271806698485305587e-01 -1.063782274366866787e+01 -1.137034653145545704e+01 5.747137708489670205e-01 5.747066880528380883e-01
2.081812567090956384e-03 -7.109435507532579912e-01 -1.786770549270271502e+01 -1.787062957855571099e+01 -6.775489148469883149e-01 -1.619141878577202931e+01 -1.785098959737996793e+01 5.692777263508533858e-01 5.692795495821344476e-01
2.620846743303254910e-03 -7.844570485126259873e-01 -2.795965545678742004e+01 -2.796514786271763953e+01 -7.661319282896071892e-01 -2.433426142963464756e+01 -2.792951919315534681e+01 5.619714283457077908e-01 5.619687601706481184e-01
3.299450565562452118e-03 -6.897078365989562920e-01 -4.356011076418550232e+01 -4.357101218099163020e+01 -6.623961230895618613e-01 -3.609467939166221839e+01 -4.350654631667791250e+01 5.523297592302596204e-01 5.523288020975909429e-01
4.153762161945208191e-03 -6.717504684745273513e-01 -6.749199500818765785e+01 -6.751426570606724908e+01 -6.335132001816689007e-01 -5.277609661888688208e+01 -6.739900106114114919e+01 5.398745076957693900e-01 5.398736975706290853e-01
5.229276740221901719e-03 -6.478712043843302126e-01 -1.038581839116859840e+02 -1.039061831532752649e+02 -6.342623083972510623e-01 -7.575154572153117272e+01 -1.037016317686425566e+02 5.241093440985865604e-01 5.241088618587582681e-01
6.583269373569518301e-03 -6.765475081892046161e-01 -1.584720515998646988e+02 -1.585786367053450476e+02 -6.752366812027515985e-01 -1.062441190623234633e+02 -1.582186536795898064e+02 5.045356753170275876e-01 5.045354338348096990e-01
8.287845107072935869e-03 -5.937753775417878854e-01 -2.392750567013120531e+02 -2.395171166183574201e+02 -5.736613523640288204e-01 -1.451247039622342356e+02 -2.388909525242762300e+02 4.806529114844044215e-01 4.806528703273927894e-01
1.043377881430807008e-02 -5.578846244166435486e-01 -3.565436849632680492e+02 -3.570986926763663405e+02 -5.391317753003286306e-01 -1.912520028183294869e+02 -3.560208025878444573e+02 4.519667615731610133e-01 4.519667525582869994e-01
1.313534929037204514e-02 -5.158063017684832996e-01 -5.224186719897475086e+02 -5.236869364243756308e+02 -4.984608978196183315e-01 -2.399709422469462936e+02 -5.218513754527598394e+02 4.180010753059217876e-01 4.180010718804083591e-01
1.653642501441474066e-02 -4.668293602579570156e-01 -7.489687512687593198e+02 -7.518137004045084950e+02 -4.511245176116517874e-01 -2.908919163515238324e+02 -7.487747765444830748e+02 3.784263417843183319e-01 3.784263396840698013e-01
2.081812550581494531e-02 -4.109597251935058204e-01 -1.043907349900184954e+03 -1.050049589623835800e+03 -3.971273995246109578e-01 -3.268434110999666586e+02 -1.045104567433221973e+03 3.332649230148391761e-01 3.332649215636071527e-01
2.620834159861067797e-02 -3.495779703193013788e-01 -1.404823727804439841e+03 -1.417222749258295607e+03 -3.378065130339398259e-01 -3.429212184418389597e+02 -1.409457906153774275e+03 2.835867205973230387e-01 2.835867196438405236e-01
3.297707069353843917e-02 -2.867470423547573422e-01 -1.820264448086195216e+03 -1.842601075758547950e+03 -2.770874312698763942e-01 -3.347273632941247570e+02 -1.831025097928133391e+03 2.326927364833178413e-01 2.326927358985708405e-01
4.095687481729270302e-02 -2.325333144310106348e-01 -2.273845329816509093e+03 -2.306724246196095464e+03 -2.246973784545182040e-01 -3.109839666019532274e+02 -2.290970339738631083e+03 1.887462783478618678e-01 1.887462779978547611e-01
4.769128111748335841e-02 -2.011502296044645755e-01 -2.668847400656296031e+03 -2.706017922242364875e+03 -1.943703278211731944e-01 -2.911683452624332062e+02 -2.687424132079823721e+03 1.632941841311058018e-01 1.632941838904140852e-01
5.257408315740727534e-02 -1.845388955256751784e-01 -2.979644852357178479e+03 -3.016600591749029718e+03 -1.783180273612642308e-01 -2.792325176794140589e+02 -2.996372528031943602e+03 1.498182903011973655e-01 1.498182901117328658e-01
5.659956586758269070e-02 -1.735140665433785034e-01 -3.251684989359896008e+03 -3.286827457159784444e+03 -1.676642589039766540e-01 -2.706642206901997838e+02 -3.265441551638824876e+03 1.408731207873716584e-01 1.408731206292014038e-01
6.019323165754984079e-02 -1.650135447340820571e-01 -3.501866310150264781e+03 -3.534791396000432542e+03 -1.594498876853401303e-01 -2.635264754248653958e+02 -3.512433392758706304e+03 1.339754361137301120e-01 1.339754359777658999e-01
6.354465018369143126e-02 -1.577864104858520133e-01 -3.735415813529077241e+03 -3.766382180696844443e+03 -1.524660928262524806e-01 -2.568833305653095636e+02 -3.743098714637813373e+03 1.281107820855024171e-01 1.281107819667203773e-01
6.675411010677707868e-02 -1.512137271282604500e-01 -3.953300220197308136e+03 -3.983020386498377775e+03 -1.461147710112636611e-01 -2.501969902900785030e+02 -3.958776877398246143e+03 1.227771024116856846e-01 1.227771023069584716e-01
6.988172453642764459e-02 -1.449589513110675632e-01 -4.154840481621939944e+03 -4.184357847427810157e+03 -1.400707102962074346e-01 -2.432707605155946453e+02 -4.159068580530461077e+03 1.177012891557656371e-01 1.177012890629295511e-01
7.296696933989939293e-02 -1.388368648934648064e-01 -4.338887279090708034e+03 -4.369470568343986997e+03 -1.341549205730795946e-01 -2.360107687602061901e+02 -4.343018758447587970e+03 1.127330988706179010e-01 1.127330987880779817e-01
7.603765997589209680e-02 -1.327573816755703850e-01 -4.504555052944717318e+03 -4.537588742770169119e+03 -1.282803438090156511e-01 -2.282681907730980413e+02 -4.509842722026415686e+03 1.077993789421183429e-01 1.077993788686583132e-01
7.911454529889075382e-02 -1.266957842209012752e-01 -4.651722067659511595e+03 -4.688585143480288934e+03 -1.224230873016513566e-01 -2.200866859820540924e+02 -4.659414966599096260e+03 1.028800245586165285e-01 1.028800244932342178e-01
8.221385964216429421e-02 -1.206748027192963146e-01 -4.781414427117687410e+03 -4.823347980772609844e+03 -1.166051032940560311e-01 -2.116568056029340426e+02 -4.792641641539068587e+03 9.799348829069413902e-02 9.799348823250263185e-02
8.534883475414022092e-02 -1.147513087643565743e-01 -4.896062370947927775e+03 -4.944033813666987044e+03 -1.108813390637557322e-01 -2.030723404646675192e+02 -4.911711577805684101e+03 9.318585480978446023e-02 9.318585475801303974e-02
8.853064283441744453e-02 -1.090050975534112843e-01 -4.999651765639539917e+03 -5.054223667450610264e+03 -1.053288905563045802e-01 -1.944599597090337397e+02 -5.020251452565458749e+03 8.852186576763299009e-02 8.852186572158045330e-02
9.176900992719827510e-02 -1.035267936092679752e-01 -5.097645778181093192e+03 -5.158866014539295975e+03 -1.000353186784575937e-01 -1.860788610123700551e+02 -5.123266164966980796e+03 8.407505218832891924e-02 8.407505214733632104e-02
9.507262892646779762e-02 -9.840524531365536787e-02 -5.196663589127163505e+03 -5.264000953380479586e+03 -9.508647093288793983e-02 -1.781546900845832226e+02 -5.226856544764985301e+03 7.991749984393821393e-02 7.991749980738986625e-02
9.844944571560064472e-02 -9.371692105181471388e-02 -5.304035389162239881e+03 -5.376360313534119996e+03 -9.055623031191049888e-02 -1.708146058648701739e+02 -5.337814145526966968e+03 7.611131188572331507e-02 7.611131185305873570e-02
