# Tk at z_eff=1.6602 (p=1.0, SGC) raw output of classy 
#  dict_keys(['k (h/Mpc)', 'd_g', 'd_b', 'd_cdm', 'd_ur', 'd_ncdm[0]', 'd_tot', 'phi', 'psi'])
1.019068621252263857e-01 -8.951234108895640695e-02 -5.426885413151074317e+03 -5.502540775723790830e+03 -8.649341126288240256e-02 -1.641577789160477039e+02 -5.462784808455515304e+03 7.269751080994726888e-02 7.269751078066204186e-02
1.054518826547446858e-01 -8.580797320505749448e-02 -5.571224700551689239e+03 -5.648172357823694256e+03 -8.291392466924075999e-02 -1.582660509857323348e+02 -5.607429604787448625e+03 6.968951743051234049e-02 6.968951740415453566e-02
1.090912221330706533e-01 -8.257991148015067506e-02 -5.740851095355727011e+03 -5.816908830312853752e+03 -7.979467316294555634e-02 -1.531460134006787825e+02 -5.775406011955356007e+03 6.706797677846504380e-02 6.706797675464250263e-02
1.128313855953949896e-01 -7.976237371868588610e-02 -5.936323415550312347e+03 -6.009473169604230861e+03 -7.707209567859002464e-02 -1.486967375415003403e+02 -5.967406967362550859e+03 6.477957728418930194e-02 6.477957726257467519e-02
1.166787279874305638e-01 -7.725245520786976072e-02 -6.154237074323954403e+03 -6.222970047203710237e+03 -7.464676305995116001e-02 -1.447341080392361903e+02 -6.180471240486210263e+03 6.274086625585373334e-02 6.274086623618707614e-02
1.206394989759898007e-01 -7.492068235309932989e-02 -6.386989080273160653e+03 -6.450636068163576056e+03 -7.239357368724320951e-02 -1.410204599153985612e+02 -6.407737425673288271e+03 6.084682854534861213e-02 6.084682852743011905e-02
1.247198766315051471e-01 -7.262780602757003268e-02 -6.623319880509940958e+03 -6.682296968535669293e+03 -7.017798022207562270e-02 -1.373028916182040859e+02 -6.638912253224768392e+03 5.898449565334044908e-02 5.898449563702250209e-02
1.289259927523367377e-01 -7.024601046877286536e-02 -6.849782316834619451e+03 -6.905680007140534144e+03 -6.787648252906403057e-02 -1.333470788686375670e+02 -6.861600944298386821e+03 5.705014766494891781e-02 5.705014765012264566e-02
1.332639519395265038e-01 -6.768180593916522936e-02 -7.053171662715061757e+03 -7.108620595958473132e+03 -6.539874643340301552e-02 -1.289790256256957548e+02 -7.063537708589988142e+03 5.496790359530593501e-02 5.496790358188721054e-02
1.377398460901775312e-01 -6.489520071769273868e-02 -7.223541739558606423e+03 -7.281824674984741250e+03 -6.270612885744776543e-02 -1.241220595011709804e+02 -7.235373849058199085e+03 5.270527322370522488e-02 5.270527321162089829e-02
1.423597656850012216e-01 -6.191029722410711783e-02 -7.357220680415983225e+03 -7.421655222589464756e+03 -5.982191572158225557e-02 -1.188224461746375056e+02 -7.373485972812854925e+03 5.028177581111680644e-02 5.028177580028983518e-02
1.471298090529082336e-01 -5.881318667058210020e-02 -7.458984881232724547e+03 -7.532167236712271006e+03 -5.682928912779289937e-02 -1.132413249921516325e+02 -7.482022222863590287e+03 4.776721567072519242e-02 4.776721566106719580e-02
1.520560906705344939e-01 -5.573592019998124814e-02 -7.542579364611786332e+03 -7.625658513339966703e+03 -5.385583912091011782e-02 -1.076392575931738236e+02 -7.573445339531009267e+03 4.526871096042010822e-02 4.526871095182666976e-02
1.571447494749977913e-01 -5.282756538405693897e-02 -7.628838679236127064e+03 -7.721030451465402621e+03 -5.104559776094987761e-02 -1.023190062898102468e+02 -7.666863983614376593e+03 4.290721053952867986e-02 4.290721053188219919e-02
1.624019581183401839e-01 -5.021736608309532862e-02 -7.741171413268966717e+03 -7.839726611477720326e+03 -4.852344422966367588e-02 -9.754558846675716666e+01 -7.783920610229406520e+03 4.078759948759888565e-02 4.078759948077512187e-02
1.678339340610477959e-01 -4.797809108228570651e-02 -7.898907112648850671e+03 -7.999658002297645908e+03 -4.635969194294090739e-02 -9.344975153569382087e+01 -7.942656900642729852e+03 3.896893374271600402e-02 3.896893373659628818e-02
1.734469533822585174e-01 -4.610157100496346805e-02 -8.110287988818598023e+03 -8.208745624164688707e+03 -4.454644667565075405e-02 -8.999789495200698752e+01 -8.151003070992538596e+03 3.744466705277653407e-02 3.744466704725870482e-02
1.792473681711116706e-01 -4.449703353485277846e-02 -8.367651845668437090e+03 -8.460410009766212170e+03 -4.299600568997016120e-02 -8.706375166498480667e+01 -8.402242941765001888e+03 3.614114651957235635e-02 3.614114651457531191e-02
1.852416283549576936e-01 -4.302257754175891485e-02 -8.648731260722726802e+03 -8.734719504054944991e+03 -4.157126064932295528e-02 -8.438094944222115146e+01 -8.676179775273831183e+03 3.494327675070913602e-02 3.494327674617543622e-02
1.914363088159334592e-01 -4.151541521135431595e-02 -8.919563288258279499e+03 -9.000682983252820122e+03 -4.011491972689593122e-02 -8.156785764077342549e+01 -8.941514255486139518e+03 3.371900215058347416e-02 3.371900214648019395e-02
1.978381426500226969e-01 -3.984993071704550499e-02 -9.146045900494751550e+03 -9.226744366988777983e+03 -3.850561029846942540e-02 -7.847198418920837071e+01 -9.166453080343047986e+03 3.236633542113981354e-02 3.236633541744466519e-02
2.044540614366398001e-01 -3.799915728916674479e-02 -9.311449575873040885e+03 -9.397155077340468779e+03 -3.671727460081486427e-02 -7.494392314178196557e+01 -9.335174519111156769e+03 3.086336103667313910e-02 3.086336103336899048e-02
2.112912434186454136e-01 -3.604018174778483852e-02 -9.425269220674703320e+03 -9.520195171897910768e+03 -3.482439257246013747e-02 -7.122458785101352419e+01 -9.456107807194477573e+03 2.927262562107762339e-02 2.927262561813791936e-02
2.183571705513595307e-01 -3.411344239193011413e-02 -9.520406891858727249e+03 -9.625622420051362496e+03 -3.296265946977794403e-02 -6.751355455962030305e+01 -9.559351624779610574e+03 2.770803842231408728e-02 2.770803841970518114e-02
2.256596954756984463e-01 -3.235781411205582853e-02 -9.639466169966028247e+03 -9.752228271187574137e+03 -3.126625810157260266e-02 -6.413259378667684985e+01 -9.684097001955151427e+03 2.628230161260220951e-02 2.628230161028189543e-02
2.332071196186495665e-01 -3.085515061969817951e-02 -9.816919363339973643e+03 -9.931838878549246147e+03 -2.981428174944760964e-02 -6.125659866711622215e+01 -9.862421775964301560e+03 2.506179772859107313e-02 2.506179772651637508e-02
2.410082838404624950e-01 -2.959351372835505520e-02 -1.006098778108853367e+04 -1.017272232629715290e+04 -2.859519363177560197e-02 -5.883401476188316082e+01 -1.010254347056066035e+04 2.403693258326827786e-02 2.403693258140273542e-02
2.490726733524173120e-01 -2.846712442949399929e-02 -1.034375179866491089e+04 -1.044994039108763718e+04 -2.750678937728726764e-02 -5.665861141276980817e+01 -1.037918349985960776e+04 2.312188746907414133e-02 2.312188746739214651e-02
2.574105390470100008e-01 -2.733627731886852791e-02 -1.061419499907138379e+04 -1.071690672491939767e+04 -2.641408256203829630e-02 -5.446928930341766062e+01 -1.064529950550965987e+04 2.220329828648944306e-02 2.220329828497560193e-02
2.660330379459330818e-01 -2.611132189187034824e-02 -1.082941679298093004e+04 -1.093397297842605440e+04 -2.523044832740418617e-02 -5.208466354095382655e+01 -1.086093672728968340e+04 2.120842376116651926e-02 2.120842375981132899e-02
2.749523962221981921e-01 -2.479901729359226120e-02 -1.098184149259587321e+04 -1.109340280094844093e+04 -2.396241965631479981e-02 -4.952513434896570743e+01 -1.101842438746524203e+04 2.014265588495622872e-02 2.014265588375004773e-02
2.841820992472194329e-01 -2.349422222695800658e-02 -1.110834828856193235e+04 -1.122839299440165269e+04 -2.270164628623876080e-02 -4.697237390342567664e+01 -1.115136689904152263e+04 1.908301202608265329e-02 1.908301202501189522e-02
2.937371144283142943e-01 -2.231100512350582543e-02 -1.126730500152861350e+04 -1.139262526658903516e+04 -2.155834491316371490e-02 -4.465409219916475791e+01 -1.131390523574006875e+04 1.812204242090148867e-02 1.812204241994873691e-02
3.036341543436755219e-01 -2.128924339675775101e-02 -1.149010996633787363e+04 -1.161538922677385563e+04 -2.057104808617378836e-02 -4.262844542820008797e+01 -1.153550879708699904e+04 1.729210108048778380e-02 1.729210107963657927e-02
3.138919900014220388e-01 -2.037468433405887833e-02 -1.175702160988370269e+04 -1.187921993146180102e+04 -1.968733635824222034e-02 -4.083830140819348742e+01 -1.179844498743314944e+04 1.654918301988797524e-02 1.654918301912504386e-02
3.245318271633457763e-01 -1.947218904973632009e-02 -1.201423097266193508e+04 -1.213509147750513512e+04 -1.881528350775487496e-02 -3.906320646875559532e+01 -1.205318922357542397e+04 1.581610858348580020e-02 1.581610858280311713e-02
3.355777628968756310e-01 -1.852473976193619656e-02 -1.221990613865025261e+04 -1.234413464044927787e+04 -1.789979753848246202e-02 -3.718774185430548584e+01 -1.226060767103053877e+04 1.504658349077746433e-02 1.504658349016969009e-02
3.470573453133869446e-01 -1.756321686235922178e-02 -1.238804605563975929e+04 -1.251862575041246600e+04 -1.697071378964235683e-02 -3.527567531600372774e+01 -1.243318415014376296e+04 1.426566884011708745e-02 1.426566883957810020e-02
3.590022675081622761e-01 -1.665913083407749226e-02 -1.257083904048064687e+04 -1.270613978683177265e+04 -1.609712775404804549e-02 -3.349377644834616063e+01 -1.261897291796954050e+04 1.353137330779219556e-02 1.353137330731394618e-02
3.714492380842650543e-01 -1.584839549345610360e-02 -1.280424013674451817e+04 -1.294021902943351597e+04 -1.531374084947690999e-02 -3.188520395575023869e+01 -1.285172170683811964e+04 1.287284738781955921e-02 1.287284738739430563e-02
3.844410869336386538e-01 -1.509139836289909685e-02 -1.306343641799161742e+04 -1.319858297134035820e+04 -1.458227937810317211e-02 -3.037923709446118536e+01 -1.310886708179360903e+04 1.225794923097140235e-02 1.225794923059316151e-02
3.980281886988606965e-01 -1.433339785333606099e-02 -1.330036263560052976e+04 -1.343730616840342373e+04 -1.384984993354387330e-02 -2.886991357890310539e+01 -1.334606012560774252e+04 1.164227001973104289e-02 1.164227001939571043e-02
4.122703216106688995e-01 -1.356998816579595667e-02 -1.350718423974076723e+04 -1.364875469434878141e+04 -1.311219491817617114e-02 -2.733410319102008401e+01 -1.355567491842335221e+04 1.102222448818618826e-02 1.102222448789029648e-02
4.272391328473755800e-01 -1.284002017314145663e-02 -1.372433440663458350e+04 -1.386964421485071762e+04 -1.240685300350769134e-02 -2.588568696111711276e+01 -1.377482166847857115e+04 1.042932463174715135e-02 1.042932463148623506e-02
4.430214643753784820e-01 -1.215928590442194417e-02 -1.397593458334380739e+04 -1.412237956888742883e+04 -1.174908271119347314e-02 -2.451701456466784634e+01 -1.402605879943782384e+04 9.876393133300525803e-03 9.876393133070718311e-03
4.597239247053869216e-01 -1.150269390059489340e-02 -1.423809272821081686e+04 -1.438592136597452190e+04 -1.111464066669040976e-02 -2.320465697192853227e+01 -1.428800737789070809e+04 9.343072191909069374e-03 9.343072191707071233e-03
4.774793064618576555e-01 -1.084684140411797983e-02 -1.448252789992743055e+04 -1.463397292335930615e+04 -1.048091390060982772e-02 -2.189034671893039530e+01 -1.453419495735700548e+04 8.810369491375981757e-03 8.810369491199348743e-03
4.964558102285431818e-01 -1.020807638951014111e-02 -1.473396090803918378e+04 -1.488877945806618663e+04 -9.863697994133741737e-03 -2.061298388838105566e+01 -1.478714078251892170e+04 8.291541172542434696e-03 8.291541172388602887e-03
5.168706622410320639e-01 -9.597302768690096214e-03 -1.501592057905658476e+04 -1.517268896212117215e+04 -9.273528827767179086e-03 -1.938435519637014792e+01 -1.506926252586440387e+04 7.795437320206010691e-03 7.795437320072546271e-03
5.390108467112463275e-01 -8.992517065533878889e-03 -1.530082039490529314e+04 -1.546060868305892473e+04 -8.689145907768869304e-03 -1.816970050775465495e+01 -1.535520536544323113e+04 7.304203575879424440e-03 7.304203575764392324e-03
5.632658120542870517e-01 -8.393461324460425171e-03 -1.559537198999372958e+04 -1.575871545217998573e+04 -8.110299778669456672e-03 -1.697026094253412509e+01 -1.565119817248448635e+04 6.817624150864409066e-03 6.817624150766007744e-03
5.901812496498822780e-01 -7.804131790809953721e-03 -1.591968574365783024e+04 -1.608594560058103525e+04 -7.540851570639073645e-03 -1.578323275566709682e+01 -1.597626355510668509e+04 6.338940130051712828e-03 6.338940129968372375e-03
6.205519319481119789e-01 -7.211164615798497206e-03 -1.626281779978160012e+04 -1.643290455907336218e+04 -6.967888643525482241e-03 -1.458773040347145589e+01 -1.632081193979633099e+04 5.857303733007396436e-03 5.857303732937722135e-03
6.555914446248338745e-01 -6.612559326548757277e-03 -1.664463691262288194e+04 -1.681854692430387877e+04 -6.389477740224643043e-03 -1.337888806484152404e+01 -1.670384321014719535e+04 5.371085903525886322e-03 5.371085903468633509e-03
6.972641270728331397e-01 -5.996164115556638051e-03 -1.707281410109814533e+04 -1.725127621661068770e+04 -5.793877158913618604e-03 -1.214261021332006685e+01 -1.713360191360333192e+04 4.870418452525141113e-03 4.870418452479207370e-03
7.489860481473911147e-01 -5.349457139310759279e-03 -1.757502145628926519e+04 -1.775866911047263056e+04 -5.168987412671828020e-03 -1.083673019249222413e+01 -1.763753623077857992e+04 4.345129367533883194e-03 4.345129367498356925e-03
8.172246958700447594e-01 -4.650811479046490331e-03 -1.819078304979422319e+04 -1.838083801797888009e+04 -4.493911227042041157e-03 -9.417584158278122786e+00 -1.825545735755778514e+04 3.777652466206806933e-03 3.777652466180869348e-03
9.152789718252951623e-01 -3.872128070015277718e-03 -1.899753066754982865e+04 -1.919598243821104188e+04 -3.741497643401991285e-03 -7.848015776838163760e+00 -1.906503745154527860e+04 3.145161425850166378e-03 3.145161425832937105e-03
1.070301791652423562e+00 -2.999483492132473932e-03 -2.012338106352632531e+04 -2.033355833843533037e+04 -2.898292554619629965e-03 -6.087012721045232944e+00 -2.019484883673964578e+04 2.436353765171937573e-03 2.436353765162167177e-03
1.317123541579720447e+00 -2.129407246151697811e-03 -2.163489683068963859e+04 -2.186082900233462715e+04 -2.057569357013501639e-03 -4.323341585332947545e+00 -2.171169585576162717e+04 1.729629045528803056e-03 1.729629045524219916e-03
1.655384394845416107e+00 -1.453127416095116500e-03 -2.332089002529649224e+04 -2.356442139414819394e+04 -1.404104674569700865e-03 -2.948061854662021641e+00 -2.340365988337905219e+04 1.180316047323171037e-03 1.180316047321192151e-03
2.083952600795073273e+00 -9.844317963212860598e-04 -2.503830594215532619e+04 -2.529980373189482634e+04 -9.512211310491958333e-04 -1.995758842752390683e+00 -2.512719278831619158e+04 7.996142876861846941e-04 7.996142876853393417e-04
2.623540688615224159e+00 -6.641438002314176570e-04 -2.677200360429345528e+04 -2.705170281148969298e+04 -6.417384716846088934e-04 -1.348297918416679897e+00 -2.686712100787047893e+04 5.394581648630340700e-04 5.394581648626736812e-04
3.302842041669530104e+00 -4.463990881100457280e-04 -2.851940482256274117e+04 -2.881755487981684200e+04 -4.313396885328744175e-04 -9.057938076868519151e-01 -2.862089138987999104e+04 3.625933151756303074e-04 3.625933151754775975e-04
4.158031777399895823e+00 -2.990298136483125432e-04 -3.027810287560447978e+04 -3.059499921441196420e+04 -2.889421382348478706e-04 -6.077496685211559724e-01 -3.038614797004190041e+04 2.428914834709350150e-04 2.428914834708703694e-04
5.234651867616397780e+00 -1.996949752778129524e-04 -3.204618820516005871e+04 -3.238222305144215716e+04 -1.929585161613040650e-04 -4.069743938310713127e-01 -3.216107196449240655e+04 1.622060896474332740e-04 1.622060896474059521e-04
6.590036258038080241e+00 -1.329830282149514905e-04 -3.382183779744013736e+04 -3.417757797135510918e+04 -1.284972127801596077e-04 -2.692888517968339279e-01 -3.394399589870838827e+04 1.080188638655679955e-04 1.080188638655565843e-04
