# Bispectrum monopole for NGC data, rebinned to s=2*kf 
# Subtracted SN: kindep 
# k1-eff k2-eff k3-eff B0 B0-BSN BSN N_tr
1.096977954252355801e-02 1.342766946515204160e-02 1.439484494697103323e-02 2.293296791940417099e+10 1.852617925174008179e+10 4.406788667664088249e+09 1.512744519999909997e+08
1.338070336731203049e-02 1.498621179521973310e-02 2.380180380283769548e-02 1.668153354360425568e+10 1.227474487594016647e+10 4.406788667664088249e+09 3.027022900000339746e+08
1.246300154672766100e-02 2.463223906815954073e-02 2.743925095264789990e-02 1.326568823470706749e+10 8.858899567042980194e+09 4.406788667664088249e+09 1.509755001999832153e+09
2.364864553230708322e-02 2.632405491141100867e-02 2.843786142341400702e-02 1.099559162291309738e+10 6.588802955249009132e+09 4.406788667664088249e+09 2.306469647999331951e+09
1.525999999999999926e-02 1.525999999999999926e-02 3.511100000000000332e-02 -1.875713404118531036e+10 -2.316392270884939957e+10 4.406788667664088249e+09 2.851373999995000195e+06
1.382795016208817306e-02 2.815648963908212732e-02 3.797471947745763299e-02 1.123930768759930229e+10 6.832519019935214043e+09 4.406788667664088249e+09 1.400927763999984980e+09
2.474325385137295455e-02 2.811148229921202682e-02 4.020946313291402091e-02 1.190343707042691422e+10 7.496648402762825966e+09 4.406788667664088249e+09 6.025597686000031471e+09
1.247285383988993093e-02 3.922955202216137777e-02 4.209500022215866694e-02 1.241955143764485550e+10 8.012762769980767250e+09 4.406788667664088249e+09 3.857588881999675274e+09
2.582433461569842714e-02 3.897957649985211298e-02 4.227404484496817549e-02 9.916904876240653992e+09 5.510116208576565742e+09 4.406788667664088249e+09 1.049794303200206947e+10
3.820631520850244905e-02 4.085484602117488151e-02 4.313039939914066478e-02 8.455256515053859711e+09 4.048467847389771461e+09 4.406788667664088249e+09 9.402553535999835968e+09
1.525999999999999926e-02 3.013700000000000059e-02 5.009299999999999864e-02 1.732595543433610535e+10 1.291916676667201614e+10 4.406788667664088249e+09 7.566781999986000359e+06
2.757805720358575546e-02 2.972335155992556280e-02 5.309218310004951147e-02 1.273438420802351570e+10 8.327595540359427452e+09 4.406788667664088249e+09 3.096799106000354767e+09
1.383433404626267967e-02 4.297090724397185230e-02 5.282731727554456497e-02 1.129488346873352432e+10 6.888094801069436073e+09 4.406788667664088249e+09 3.021761947999937057e+09
2.618305126384039977e-02 4.087328139277714156e-02 5.507190747832683281e-02 1.126338803464052773e+10 6.856599366976439476e+09 4.406788667664088249e+09 1.989248379800025940e+10
3.897956750318687380e-02 4.227402745738692569e-02 5.538244813394043592e-02 9.460137746911115646e+09 5.053349079247027397e+09 4.406788667664088249e+09 2.309442525600008011e+10
1.247416721723933371e-02 5.404443598086808298e-02 5.692260423528849866e-02 1.010863005053722954e+10 5.701841382873141289e+09 4.406788667664088249e+09 7.249336778001205444e+09
2.582435225864911782e-02 5.380414542261060390e-02 5.711143863106794144e-02 1.008466313375987625e+10 5.677874466095788002e+09 4.406788667664088249e+09 1.973181590399802399e+10
4.052231248702103245e-02 5.380413805619529977e-02 5.711143151363760190e-02 8.841833939910217285e+09 4.435045272246129036e+09 4.406788667664088249e+09 3.164147447999718857e+10
5.301198906178001408e-02 5.562287412023493582e-02 5.796364932709491269e-02 8.747208921698661804e+09 4.340420254034573555e+09 4.406788667664088249e+09 2.418227260799761963e+10
3.013700000000000059e-02 3.013700000000000059e-02 6.505900000000000571e-02 9.659890618345411301e+09 5.253101950681323051e+09 4.406788667664088249e+09 1.889304599998199940e+07
1.525999999999999926e-02 4.509300000000000114e-02 6.505900000000000571e-02 2.863439556263186455e+09 -1.543349111400901794e+09 4.406788667664088249e+09 1.523838199996200018e+07
2.825315147386952067e-02 4.306670698585410989e-02 6.761069235500542784e-02 1.103845471290405464e+10 6.631666045239966393e+09 4.406788667664088249e+09 8.345250832001241684e+09
3.937640261474736197e-02 4.285703856031691100e-02 6.992771258833187231e-02 9.237689344932189941e+09 4.830900677268101692e+09 4.406788667664088249e+09 2.664262084199600983e+10
1.383669801578404218e-02 5.785863721281566535e-02 6.772837141453276477e-02 9.831937852579761505e+09 5.425149184915673256e+09 4.406788667664088249e+09 5.245484084000393867e+09
2.618817021113083177e-02 5.573179228161809912e-02 6.997623178022936707e-02 9.946042363933534622e+09 5.539253696269446373e+09 4.406788667664088249e+09 3.472359445400028992e+10
4.052231037837557281e-02 5.538244881654432600e-02 7.029587634301945331e-02 8.988572929799564362e+09 4.581784262135476112e+09 4.406788667664088249e+09 6.037738792800115204e+10
5.380414332956511003e-02 5.711142927195049512e-02 7.029587468334418110e-02 8.905660065337448120e+09 4.498871397673359871e+09 4.406788667664088249e+09 5.529648537600267029e+10
1.247589973889454314e-02 6.893259280444562209e-02 7.181983626007536203e-02 1.104385902700325012e+10 6.637070359339161873e+09 4.406788667664088249e+09 1.175223043400217628e+10
2.582434930029568407e-02 6.869606363064938159e-02 7.201536648374066985e-02 9.704223200366201401e+09 5.297434532702113152e+09 4.406788667664088249e+09 3.200363760000406647e+10
4.052231150434046358e-02 6.869605534599944330e-02 7.201536585739132246e-02 8.805145083345830917e+09 4.398356415681742668e+09 4.406788667664088249e+09 5.132020970399031067e+10
5.538244327612616008e-02 6.869605553229189698e-02 7.201537019340691070e-02 8.274989985886665344e+09 3.868201318222577095e+09 4.406788667664088249e+09 7.040458269600013733e+10
6.789318665676616349e-02 7.048691515834724919e-02 7.286598663330925985e-02 8.077793261715231895e+09 3.671004594051143646e+09 4.406788667664088249e+09 4.991255810399049377e+10
