# {'zmin': 0.8, 'zmax': 2.2, 'p': 1.6, 'ell': 0, 'subsample': 2200000.0, 'subsample_number': 4}
1.000000000000000021e-02 1.519130345473989063e+00 2.567170201632988614e-08 7.508254843406082902e-08 1.676805963813851580e-09 3.854056147950501709e-08
1.013596500938556896e-02 1.519126148180139912e+00 2.637690560441583577e-08 7.714460392004330562e-08 1.722921135894761136e-09 3.959901652385610366e-08
1.027377866714885950e-02 1.519121913982269811e+00 2.710151382344621670e-08 7.926337994073679901e-08 1.770307360137844362e-09 4.068658561748509522e-08
1.041346610843927462e-02 1.519117642556010672e+00 2.784606195218544664e-08 8.144044032244690224e-08 1.818999786810893574e-09 4.180407142872282892e-08
1.055505281015629848e-02 1.519113333574144242e+00 2.861110008948457669e-08 8.367739215489909354e-08 1.869034543021347567e-09 4.295229883068036949e-08
1.069856459559610611e-02 1.519108986706579234e+00 2.939719356693201966e-08 8.597588699447353563e-08 1.920448760065966598e-09 4.413211551875818963e-08
1.084402763916134105e-02 1.519104601620324457e+00 3.020492337279096268e-08 8.833762210029075095e-08 1.973280601535062568e-09 4.534439264501247067e-08
1.099146847113493392e-02 1.519100177979464616e+00 3.103488658814192244e-08 9.076434170582662323e-08 2.027569292232000679e-09 4.659002547075334413e-08
1.114091398251883941e-02 1.519095715445131889e+00 3.188769683500872870e-08 9.325783832540214099e-08 2.083355147894303633e-09 4.786993403703894089e-08
1.129239142993853674e-02 1.519091213675484831e+00 3.276398478126869013e-08 9.581995404194276765e-08 2.140679572061116995e-09 4.918506385031775121e-08
1.144592844061424926e-02 1.519086672325676624e+00 3.366439843837051723e-08 9.845258211170055812e-08 2.199585222339385118e-09 5.053638660691987290e-08
1.160155301739971417e-02 1.519082091047834870e+00 3.458960391239207730e-08 1.011576680484085533e-07 2.260115840479507011e-09 5.192490089801881633e-08
1.175929354388950687e-02 1.519077469491028287e+00 3.554028572879456677e-08 1.039372113066729743e-07 2.322316420451168373e-09 5.335163297449129081e-08
1.191917878959576627e-02 1.519072807301246719e+00 3.651714739132217991e-08 1.067932667268290798e-07 2.386233208924783872e-09 5.481763751317168344e-08
1.208123791519533259e-02 1.519068104121368279e+00 3.752091191130724033e-08 1.097279460776437955e-07 2.451913740426469692e-09 5.632399840855560993e-08
1.224550047784821530e-02 1.519063359591136253e+00 3.855232235176327054e-08 1.127434196420352414e-07 2.519406873484255970e-09 5.787182958657668072e-08
1.241199643658837636e-02 1.519058573347128904e+00 3.961214238702879884e-08 1.158419178480294047e-07 2.588762827816440936e-09 5.946227584159586096e-08
1.258075615778781603e-02 1.519053745022733048e+00 4.070115687801276543e-08 1.190257329450935186e-07 2.660033222566565911e-09 6.109651369667436990e-08
1.275181042069493259e-02 1.519048874248116077e+00 4.182017246352394589e-08 1.222972207272451017e-07 2.733271115617672427e-09 6.277575228784817870e-08
1.292519042304821064e-02 1.519043960650197089e+00 4.297001816862432086e-08 1.256588023056746793e-07 2.808531044048517325e-09 6.450123427380924157e-08
1.310092778676621127e-02 1.519039003852618475e+00 4.415154602963678758e-08 1.291129659297895269e-07 2.885869065708833354e-09 6.627423677043166579e-08
1.327905456371494472e-02 1.519034003475718597e+00 4.536563173723740878e-08 1.326622688608481007e-07 2.965342802008446724e-09 6.809607231228345804e-08
1.345960324155364221e-02 1.519028959136500267e+00 4.661317529729668098e-08 1.363093392971922749e-07 3.047011481899709801e-09 6.996808984061315237e-08
1.364260674966003006e-02 1.519023870448603653e+00 4.789510171061923954e-08 1.400568783544245012e-07 3.130935987129790466e-09 7.189167571952929453e-08
1.382809846513614535e-02 1.519018737022276078e+00 4.921236167170829425e-08 1.439076621008851829e-07 3.217178898772580097e-09 7.386825478055464338e-08
1.401611221889583273e-02 1.519013558464341607e+00 5.056593228742596883e-08 1.478645436509649279e-07 3.305804545098751903e-09 7.589929139685552300e-08
1.420668230183496847e-02 1.519008334378172620e+00 5.195681785964457751e-08 1.519304552605736131e-07 3.396879017083435335e-09 7.798629058333491559e-08
1.439984347108564690e-02 1.519003064363657618e+00 5.338605046909553667e-08 1.561084107639135403e-07 3.490470353882075611e-09 8.013079914806227581e-08
1.459563095635533526e-02 1.518997748017172356e+00 5.485469102053102774e-08 1.604015075127951170e-07 3.586648392658875175e-09 8.233440683602982217e-08
