# Bispectrum RIC correction for sample SGC and SN subtraction False 
#  k1_eff k2_eff k3_eff Wk_ric
2.787210805789312393e-02 4.772042390286192898e-02 5.768153786541281580e-02 2.379656788576604582e-03
3.776876201284400103e-02 4.772042581738425437e-02 5.768154586977185944e-02 2.503170968569994916e-03
4.693585109590868443e-02 4.859294064480004088e-02 5.768152985628176993e-02 2.915327981230490632e-03
9.067915570132088418e-03 5.697628985709363852e-02 5.846871010696569337e-02 -2.392355418290066302e-02
1.811474138659825359e-02 5.688515870865403640e-02 5.854580343859635411e-02 5.129424355468540503e-03
2.787209836056405224e-02 5.688516504455971151e-02 5.854579165069805080e-02 3.497969372890239598e-03
3.776875329070943782e-02 5.688516343276445175e-02 5.854579101137048075e-02 8.769701185615822380e-04
4.772041803832052093e-02 5.688516750741161310e-02 5.854579699774836721e-02 3.115109269459924446e-03
5.648831370105154154e-02 5.778323856354800059e-02 5.897647456701310409e-02 1.751330798226857820e-03
3.012099999999999847e-02 3.012099999999999847e-02 6.506599999999999884e-02 1.425427540944786999e-02
2.021500000000000033e-02 4.010899999999999882e-02 6.506599999999999884e-02 -1.246098498991624060e-02
2.918415485593814709e-02 3.912130469032470276e-02 6.626506828990365305e-02 1.233108105833936787e-03
3.715677119492215297e-02 3.893953086722848345e-02 6.746298620597845908e-02 -1.671387155105404521e-03
1.042599999999999950e-02 5.008300000000000252e-02 6.506599999999999884e-02 6.952307853292014062e-02
1.936258769832076981e-02 4.905417652311461207e-02 6.628862483761119306e-02 7.492257347861830917e-03
2.803343733562063678e-02 4.787818893833389183e-02 6.751179867905626741e-02 1.415555923254795297e-03
3.776875922219289500e-02 4.772042086174911601e-02 6.765737915867808816e-02 2.853878899809243622e-04
4.693585351623843355e-02 4.859294373263580574e-02 6.765737096556487251e-02 3.638287509944453883e-03
9.826948413166010365e-03 5.896036649129482443e-02 6.636002831860060569e-02 1.325827696387694467e-02
1.827068286787870977e-02 5.782687259384387130e-02 6.752208644867066512e-02 5.277960524027816742e-03
2.787210700151814338e-02 5.768154471613782391e-02 6.765737752891468060e-02 9.700742345634894232e-04
3.776875560389632291e-02 5.768153960170160910e-02 6.765737966460289021e-02 1.004015585917068364e-03
4.772042598876696101e-02 5.768154260502145192e-02 6.765737929619100588e-02 1.414018037273028590e-03
5.688515620711520615e-02 5.854578776801536849e-02 6.765737098018714812e-02 8.684578769849505848e-04
9.068297037326318588e-03 6.694725104011418904e-02 6.844144644811182843e-02 -2.842393494689278433e-02
1.811474331352400449e-02 6.685663513942355363e-02 6.851960357602544793e-02 4.302670005472988141e-03
2.787209631351561870e-02 6.685663013165663027e-02 6.851959796586111484e-02 2.212277169737084971e-03
3.776876158265976557e-02 6.685663218877775649e-02 6.851959120936183811e-02 -1.279378977049330183e-04
4.772043068291065976e-02 6.685663222798893246e-02 6.851959718359336426e-02 1.184931150453021531e-03
5.768154002422859472e-02 6.685662468471789688e-02 6.851959844477598094e-02 4.032723461705565050e-04
6.645734158213477405e-02 6.774950027082067561e-02 6.894952005594118249e-02 5.948941658341867691e-04
3.012099999999999500e-02 4.010899999999999882e-02 7.506100000000000272e-02 2.244764528543382893e-03
3.889586011203616939e-02 4.006567406639964524e-02 7.646819368338540757e-02 4.789969470290559575e-04
2.021500000000000033e-02 5.008300000000000252e-02 7.506100000000000272e-02 -3.972769640096012779e-03
2.918819785407390788e-02 4.907865620064933571e-02 7.624425978625128109e-02 3.326599551163428661e-03
3.793419613918121158e-02 4.788380627218943864e-02 7.748682302479900641e-02 3.551534584913129938e-03
4.693586064746529951e-02 4.859294186493685885e-02 7.763821943786836099e-02 3.651685567026169508e-03
1.042599999999999950e-02 6.007599999999999746e-02 7.506100000000000272e-02 4.102857034974480982e-02
1.936470366062798334e-02 5.902473854919940144e-02 7.626976755383674256e-02 5.587181607890350996e-03
2.803450552988633396e-02 5.783891821839296649e-02 7.749111639167292898e-02 3.209588661257376744e-03
3.776876459059087116e-02 5.768153925975351426e-02 7.763821281888207138e-02 1.061383017100839786e-03
4.772042164064582009e-02 5.768154110856435479e-02 7.763820860027989545e-02 1.392655184198084107e-03
5.688517194110866843e-02 5.854579937351642865e-02 7.763821083085899188e-02 4.807215485189385296e-04
9.827138271116045432e-03 6.894093747125609739e-02 7.634298222095690922e-02 7.911979027722167851e-03
1.827098197630567036e-02 6.780256935551948194e-02 7.750215375991570399e-02 7.075378322696289184e-03
2.787210247237920796e-02 6.765737937504694155e-02 7.763820999763407227e-02 1.582557918606788353e-03
3.776875337997298576e-02 6.765737548377730171e-02 7.763820567751743285e-02 7.353449527727451114e-04
4.772042090045060941e-02 6.765737580807204554e-02 7.763822020943267344e-02 1.868667693967222517e-03
5.768153827357690167e-02 6.765737854166477272e-02 7.763821429497184956e-02 1.887973146013363981e-03
6.685663094474011969e-02 6.851959809443924909e-02 7.763820588622179220e-02 1.419216385753414508e-03
9.068058539981679531e-03 7.692292483376608758e-02 7.841734582392871633e-02 -2.546718095930131792e-02
1.811474516594655665e-02 7.683337780831053787e-02 7.849609965012313562e-02 7.826107938422019461e-03
2.787211207804834306e-02 7.683337617123352226e-02 7.849611524926700112e-02 2.261756233649766981e-05
3.776876231300155956e-02 7.683337989258280654e-02 7.849612554681122123e-02 -1.728579943490111612e-03
4.772041903554011255e-02 7.683337203103249302e-02 7.849610466510816009e-02 1.716778164295765978e-03
5.768154106109431301e-02 7.683337628979423906e-02 7.849611863710462267e-02 1.362656210784620511e-03
6.765737117187878291e-02 7.683337728338603123e-02 7.849612245158085755e-02 1.014621410281372951e-03
7.643176498268182406e-02 7.771776023341826767e-02 7.892418544039059292e-02 -2.804274586039477192e-03
