# Tk at z_eff=1.7634 (p=1.6, SGC) raw output of classy 
#  dict_keys(['k (h/Mpc)', 'd_g', 'd_b', 'd_cdm', 'd_ur', 'd_ncdm[0]', 'd_tot', 'phi', 'psi'])
1.332639519395265038e-01 -6.876582728021117530e-02 -6.803415502985563762e+03 -6.858801912030620770e+03 -6.634200580033890182e-02 -1.200859617370492316e+02 -6.814807681063846758e+03 5.509108044517176811e-02 5.509108043012241746e-02
1.377398460901775312e-01 -6.593462101418619270e-02 -6.967711024484699010e+03 -7.025927527408877722e+03 -6.361058264696040077e-02 -1.155496508412591083e+02 -6.980594650206783626e+03 5.282339289913957209e-02 5.282339288558827312e-02
1.423597656850012216e-01 -6.290192110500840428e-02 -7.096510702772057812e+03 -7.160871775556825014e+03 -6.068478305626787139e-02 -1.106040288691901736e+02 -7.113845070027906331e+03 5.039447568503611224e-02 5.039447567289597613e-02
1.471298090529082336e-01 -5.975520572539268216e-02 -7.194443511719023263e+03 -7.267543141996497980e+03 -5.764899616153287137e-02 -1.053972351099690030e+02 -7.218561025379580315e+03 4.787428988643090133e-02 4.787428987560260474e-02
1.520560906705344939e-01 -5.662864789970604995e-02 -7.274812419285568467e+03 -7.357798902651438766e+03 -5.463265812809581234e-02 -1.001709769376445252e+02 -7.306766382921088734e+03 4.537019379921319179e-02 4.537019378957950905e-02
1.571447494749977913e-01 -5.367370991106731881e-02 -7.357774540235704990e+03 -7.449864972243384727e+03 -5.178188455330159229e-02 -9.520490963455742417e+01 -7.396896933487309070e+03 4.300340749604725926e-02 4.300340748747627506e-02
1.624019581183401839e-01 -5.102171539618735596e-02 -7.465971591910606548e+03 -7.564419847963014035e+03 -4.922336483378801641e-02 -9.075027515722516114e+01 -7.509833149046121434e+03 4.087905199959567665e-02 4.087905199194780126e-02
1.678339340610477959e-01 -4.874659139411045145e-02 -7.618093801816458836e+03 -7.718736413897737293e+03 -4.702841900213449583e-02 -8.693630865628590243e+01 -7.662981249838113399e+03 3.905631478560907949e-02 3.905631477875062818e-02
1.734469533822585174e-01 -4.684004749310641952e-02 -7.822103179767994334e+03 -7.920455479378408199e+03 -4.518904908245384433e-02 -8.372222951593069240e+01 -7.863992481787583529e+03 3.752863645847087648e-02 3.752863645228713546e-02
1.792473681711116706e-01 -4.520984778399223664e-02 -8.070576130322384415e+03 -8.163234840465475827e+03 -4.361627856247212581e-02 -8.097572579098155643e+01 -8.106387049194591782e+03 3.622219849760092286e-02 3.622219849200176284e-02
1.852416283549576936e-01 -4.371180653946816347e-02 -8.341961384411906693e+03 -8.427856532842764864e+03 -4.217101069529047286e-02 -7.847963327519920540e+01 -8.370679318620292179e+03 3.502164722755144594e-02 3.502164722247158579e-02
1.914363088159334592e-01 -4.218052599332914460e-02 -8.603405537476432073e+03 -8.684436076525626049e+03 -4.069368328661127771e-02 -7.585790317222546264e+01 -8.626672142049466856e+03 3.379463130417564160e-02 3.379463129957833295e-02
1.978381426500226969e-01 -4.048837690713179976e-02 -8.821933026513763252e+03 -8.902541592127108743e+03 -3.906117234012668193e-02 -7.296932177001012576e+01 -8.843691790036808015e+03 3.243893509556115828e-02 3.243893509142160847e-02
2.044540614366398001e-01 -3.860795374839884331e-02 -8.981374119110309039e+03 -9.066983704140577174e+03 -3.724703722739640399e-02 -6.968628086749363604e+01 -9.006473420563776017e+03 3.093259309630206830e-02 3.093259309260064024e-02
2.112912434186454136e-01 -3.661758763602305372e-02 -9.090924463108802229e+03 -9.185744763877695732e+03 -3.532684099531355898e-02 -6.622389001185557333e+01 -9.123149535127664421e+03 2.933829261586407000e-02 2.933829261257110341e-02
2.183571705513595307e-01 -3.465997847222542644e-02 -9.182419056404331059e+03 -9.287518778415915222e+03 -3.343824738062808194e-02 -6.276307170904615162e+01 -9.222759213024708515e+03 2.777019909170775486e-02 2.777019908878573112e-02
2.256596954756984463e-01 -3.287621690871893321e-02 -9.297071567969684111e+03 -9.409710947285448128e+03 -3.171736490772431721e-02 -5.962627058399667845e+01 -9.343112871096958770e+03 2.634126567011821005e-02 2.634126566751919876e-02
2.332071196186495665e-01 -3.134948965681960686e-02 -9.468218895968431752e+03 -9.583014259739200497e+03 -3.024444956717262795e-02 -5.694706420265917757e+01 -9.515159717255231953e+03 2.511802627358608250e-02 2.511802627126238918e-02
2.410082838404624950e-01 -3.006765443071906033e-02 -9.703791573508940928e+03 -9.815405500552064041e+03 -2.900778536715339570e-02 -5.468549564116900541e+01 -9.746827415946794645e+03 2.409086382098787893e-02 2.409086381889874104e-02
2.490726733524173120e-01 -2.892323403578957522e-02 -9.976766838647903569e+03 -1.008284005279772282e+04 -2.790369074787844850e-02 -5.265768971789610475e+01 -1.001372759859485086e+04 2.317376748141310172e-02 2.317376747952968122e-02
2.574105390470100008e-01 -2.777428054532059265e-02 -1.023779578025562296e+04 -1.034039474232046086e+04 -2.679522833939750742e-02 -5.062091557841677059e+01 -1.027047439576630677e+04 2.225311906478687901e-02 2.225311906309179744e-02
2.660330379459330818e-01 -2.652971041996838100e-02 -1.044539364157616728e+04 -1.054983424302910316e+04 -2.559452712355666029e-02 -4.840117327692046700e+01 -1.047852021651003088e+04 2.125601474769758456e-02 2.125601474618024969e-02
2.749523962221981921e-01 -2.519636815894583590e-02 -1.059225398255278924e+04 -1.070369212883394539e+04 -2.430819111148075154e-02 -4.602150271351937505e+01 -1.063046290504592798e+04 2.018785574618157594e-02 2.018785574483112147e-02
2.841820992472194329e-01 -2.387066398470841580e-02 -1.071406576938469152e+04 -1.083397890042291692e+04 -2.302922338171501174e-02 -4.364948416285248811e+01 -1.075872520447920397e+04 1.912583534898672916e-02 1.912583534778789993e-02
2.937371144283142943e-01 -2.266848942791617125e-02 -1.086727768787643072e+04 -1.099246156432902535e+04 -2.186942571222321927e-02 -4.149836770146607279e+01 -1.091554120088419586e+04 1.816271039239710297e-02 1.816271039133034865e-02
3.036341543436755219e-01 -2.163036590832884132e-02 -1.108224487694805066e+04 -1.120738811370355688e+04 -2.086789168725432242e-02 -3.962064368865719644e+01 -1.112934306880686927e+04 1.733090810231784074e-02 1.733090810136466917e-02
3.138919900014220388e-01 -2.070116101469621564e-02 -1.133985464830344063e+04 -1.146191980703493755e+04 -1.997143546967881933e-02 -3.794231285022623723e+01 -1.138302195607930844e+04 1.658632378333056712e-02 1.658632378247651765e-02
3.245318271633457763e-01 -1.978420672527878704e-02 -1.158805331821663458e+04 -1.170878130909644460e+04 -1.908680019513424655e-02 -3.630366424336368425e+01 -1.162879702207393530e+04 1.585160464597176744e-02 1.585160464520739276e-02
3.355777628968756310e-01 -1.882157402109755490e-02 -1.178639558312627560e+04 -1.191048754291765181e+04 -1.815810156634948755e-02 -3.454746377117558609e+01 -1.182891257837414378e+04 1.508035289333491298e-02 1.508035289265460127e-02
3.470573453133869446e-01 -1.784465009365167679e-02 -1.194843794527737919e+04 -1.207887454716980938e+04 -1.721561713253388567e-02 -3.277855004275512840e+01 -1.199541397203900851e+04 1.429768716552306564e-02 1.429768716491962993e-02
3.590022675081622761e-01 -1.692606960456286003e-02 -1.212466273852927952e+04 -1.225981585700195683e+04 -1.632941714262057045e-02 -3.112317284490970337e+01 -1.217466074125851446e+04 1.356174317106521518e-02 1.356174317052981880e-02
3.714492380842650543e-01 -1.610234886390920703e-02 -1.234983278016143959e+04 -1.248566344229112474e+04 -1.553473084385907470e-02 -2.962283150379142782e+01 -1.239921532901661521e+04 1.290174009605842866e-02 1.290174009558243615e-02
3.844410869336386538e-01 -1.533322462195393227e-02 -1.259993387476907810e+04 -1.273493267731868764e+04 -1.479271642750997103e-02 -2.822316453928367608e+01 -1.264730714029171395e+04 1.228546227470295876e-02 1.228546227427959776e-02
3.980281886988606965e-01 -1.456307828964210731e-02 -1.282847283042793242e+04 -1.296526626834346462e+04 -1.404971768153669837e-02 -2.682636853099433338e+01 -1.287614903571011382e+04 1.166840148877325983e-02 1.166840148839789690e-02
4.122703216106688995e-01 -1.378743656003186997e-02 -1.302788498787365825e+04 -1.316930043605786159e+04 -1.330141861918991003e-02 -2.539468712648735860e+01 -1.307838392549908167e+04 1.104696473387070665e-02 1.104696473353946815e-02
4.272391328473755800e-01 -1.304577082163052050e-02 -1.323728731334921213e+04 -1.338243836862401804e+04 -1.258589728559439402e-02 -2.404610157125189218e+01 -1.328981485076358513e+04 1.045273427014255761e-02 1.045273426985053253e-02
4.430214643753784820e-01 -1.235413104618511386e-02 -1.348000295864806867e+04 -1.362628791563804407e+04 -1.191863723612912422e-02 -2.277345055996615386e+01 -1.353220661189849307e+04 9.898562108939931367e-03 9.898562108682699631e-03
4.597239247053869216e-01 -1.168701831284157076e-02 -1.373289790982918203e+04 -1.388056471353291090e+04 -1.127504003649823505e-02 -2.155699886340311267e+01 -1.378493240999297632e+04 9.364044273819390959e-03 9.364044273593287102e-03
4.774793064618576555e-01 -1.102065592701852517e-02 -1.396862910859684052e+04 -1.411990833695760921e+04 -1.063216754996756420e-02 -2.033253644417927219e+01 -1.402245209102413173e+04 8.830146004478636734e-03 8.830146004280937239e-03
4.964558102285431818e-01 -1.037165593875037477e-02 -1.421111895022904719e+04 -1.436576818134586210e+04 -1.000604527388135150e-02 -1.914537200386444482e+01 -1.426649226348114462e+04 8.310153347441805172e-03 8.310153347269626928e-03
5.168706622410320639e-01 -9.751095877431444764e-03 -1.448310242280018974e+04 -1.463969924942628859e+04 -9.407359976422953463e-03 -1.800148205346307861e+01 -1.453868100284564207e+04 7.812936083352565661e-03 7.812936083203197296e-03
5.390108467112463275e-01 -9.136619303303753978e-03 -1.475789189816685575e+04 -1.491750521697930526e+04 -8.814544097441413123e-03 -1.687299923315068639e+01 -1.481455631868244200e+04 7.320599834517018539e-03 7.320599834388278639e-03
5.632658120542870517e-01 -8.527963957957691854e-03 -1.504197795133703039e+04 -1.520514260491906316e+04 -8.227344370785150129e-03 -1.576546607047839998e+01 -1.510012766029777958e+04 6.832928280734861838e-03 6.832928280624734653e-03
5.901812496498822780e-01 -7.929191267070789459e-03 -1.535479762609689897e+04 -1.552087538613553988e+04 -7.649678755022643398e-03 -1.465432097216593732e+01 -1.541374803685936968e+04 6.353169870888492922e-03 6.353169870795241994e-03
6.205519319481119789e-01 -7.326722018596685745e-03 -1.568574719361188545e+04 -1.585564761392462424e+04 -7.068447096660281613e-03 -1.354469010491989955e+01 -1.574616533528421860e+04 5.870452393210191799e-03 5.870452393132229857e-03
6.555914446248338745e-01 -6.718524589742367811e-03 -1.605402287316119509e+04 -1.622774227591155795e+04 -6.481689112372897126e-03 -1.242255563051494249e+01 -1.611571065117322178e+04 5.383143207289981143e-03 5.383143207225917805e-03
6.972641270728331397e-01 -6.092252031468957038e-03 -1.646700466394973773e+04 -1.664527108389076238e+04 -5.877493255145157733e-03 -1.127851095215382671e+01 -1.653033817598831592e+04 4.881351941383667986e-03 4.881351941332262058e-03
7.489860481473911147e-01 -5.435181973438707112e-03 -1.695139386028021909e+04 -1.713483998190675993e+04 -5.243585544634297123e-03 -1.006630777743461813e+01 -1.701652967919074581e+04 4.354883751376178655e-03 4.354883751336416191e-03
8.172246958700447594e-01 -4.725340929054588218e-03 -1.754530708306760062e+04 -1.773515327246217566e+04 -4.558767127207688855e-03 -8.749119850805708865e+00 -1.761269468908638009e+04 3.786133026998100056e-03 3.786133026969067724e-03
9.152789718252951623e-01 -3.934179339014329951e-03 -1.832342974344013055e+04 -1.852166314477442938e+04 -3.795495003398859611e-03 -7.287531340916008737e+00 -1.839377049652917776e+04 3.152222178427063152e-03 3.152222178407784736e-03
1.070301791652423562e+00 -3.047550710578883059e-03 -1.940933267656231328e+04 -1.961927796457531076e+04 -2.940120926421280895e-03 -5.653585999794434436e+00 -1.948380251818195393e+04 2.441823338666381047e-03 2.441823338655446651e-03
1.317123541579720447e+00 -2.163531512951994036e-03 -2.086721704778354979e+04 -2.109289835236044019e+04 -2.087264512508177523e-03 -4.014082256374585711e+00 -2.094724311160459183e+04 1.733512089205961615e-03 1.733512089200835290e-03
1.655384394845416107e+00 -1.476414281786592869e-03 -2.249338852653008871e+04 -2.273664672389966654e+04 -1.424369077107001755e-03 -2.740313322958103814e+00 -2.257963514972053235e+04 1.182965917383252061e-03 1.182965917381036819e-03
2.083952600795073273e+00 -1.000207746673915975e-03 -2.414986869660346929e+04 -2.441106841379762409e+04 -9.649494983205908396e-04 -1.853221811237091732e+00 -2.424248468380234408e+04 8.014094921555491675e-04 8.014094921546030927e-04
2.623540688615224159e+00 -6.747870333574822925e-04 -2.582205423826460537e+04 -2.610142656277382775e+04 -6.510003151145751614e-04 -1.253849250870495480e+00 -2.592115238689807666e+04 5.406693153062826262e-04 5.406693153058789777e-04
3.302842041669530104e+00 -4.535528629116703111e-04 -2.750745939784163784e+04 -2.780524738631350192e+04 -4.375649802771369571e-04 -8.405390540490351725e-01 -2.761317505263627027e+04 3.634073976544534182e-04 3.634073976542824937e-04
4.158031777399895823e+00 -3.038220060386172304e-04 -2.920376625330399474e+04 -2.952025483898451785e+04 -2.931123750458218134e-04 -5.637879389293370958e-01 -2.931628171190815920e+04 2.434368410613212065e-04 2.434368410612489445e-04
5.234651867616397780e+00 -2.028953017471769968e-04 -3.090913432293007645e+04 -3.124469838033040287e+04 -1.957435031496866141e-04 -3.777156248530547100e-01 -3.102871661086089443e+04 1.625703087005078750e-04 1.625703087004773547e-04
