# Tk at z_eff=1.2287 (p=3.0, SGC) raw output of classy 
#  dict_keys(['k (h/Mpc)', 'd_g', 'd_b', 'd_cdm', 'd_ur', 'd_ncdm[0]', 'd_tot', 'phi', 'psi'])
8.853064283441744453e-02 -9.864542650233165677e-02 -5.893258060962753007e+03 -5.948104923581402545e+03 -9.587428619069364444e-02 -2.667112477581832195e+02 -5.910420388093381916e+03 8.730375933764041030e-02 8.730375931095243902e-02
9.176900992719827510e-02 -9.368733779576672582e-02 -6.009574670308838904e+03 -6.071098067628056015e+03 -9.105543995941851876e-02 -2.555052483608573084e+02 -6.031686656932727601e+03 8.291793619356890854e-02 8.291793616978933301e-02
9.507262892646779762e-02 -8.905213073328838158e-02 -6.127020018421062559e+03 -6.194685431672806772e+03 -8.655040890116093288e-02 -2.448618219128076703e+02 -6.153630766252405010e+03 7.881742248639943271e-02 7.881742246517932371e-02
9.844944571560064472e-02 -8.480900145219638642e-02 -6.254135679315299967e+03 -6.326807814711576611e+03 -8.242644132636837984e-02 -2.350196386329622840e+02 -6.284248719101235110e+03 7.506346562889483487e-02 7.506346560991218608e-02
1.019068621252263857e-01 -8.100367809574311739e-02 -6.399231144175601003e+03 -6.475245236540037695e+03 -7.872798010906137400e-02 -2.261136310849062738e+02 -6.431364869497449945e+03 7.169652130765655218e-02 7.169652129062101253e-02
1.054518826547446858e-01 -7.765101099647285510e-02 -6.569326140845148984e+03 -6.646635128533168427e+03 -7.546945552674265423e-02 -2.182232550187490006e+02 -6.601643389114624370e+03 6.872981514858501895e-02 6.872981513323866976e-02
1.090912221330706533e-01 -7.472936578536362728e-02 -6.768869805741494019e+03 -6.845282483346505614e+03 -7.262984197187183355e-02 -2.113469014081196917e+02 -6.799390040551658785e+03 6.614425483694903740e-02 6.614425482306825199e-02
1.128313855953949896e-01 -7.217924849582939284e-02 -6.998543772948234619e+03 -7.072034256678785823e+03 -7.015131872066909802e-02 -2.053673866566781783e+02 -7.025420929476758829e+03 6.388726437139806424e-02 6.388726435879497900e-02
1.166787279874305638e-01 -6.990754940208104840e-02 -7.254414091801629183e+03 -7.323468366639286614e+03 -6.794339431698065424e-02 -2.000481488086709589e+02 -7.276249778477159452e+03 6.187653839157235269e-02 6.187653838009705975e-02
1.206394989759898007e-01 -6.779706872256825723e-02 -7.527652090783864878e+03 -7.591599625054521312e+03 -6.589216252663190887e-02 -1.950687296597275235e+02 -7.543797864363081317e+03 6.000850027893131489e-02 6.000850026846885066e-02
1.247198766315051471e-01 -6.572186180234733388e-02 -7.805162324835033360e+03 -7.864422573681743415e+03 -6.387522147884168444e-02 -1.900738341044408060e+02 -7.815947705626732386e+03 5.817174308343863592e-02 5.817174307390420712e-02
1.289259927523367377e-01 -6.356626121705959143e-02 -8.071286403462540875e+03 -8.127458042178242067e+03 -6.178015543980418939e-02 -1.847355526936753165e+02 -8.078106777968385359e+03 5.626397307127520980e-02 5.626397306260664394e-02
1.332639519395265038e-01 -6.124568453758980763e-02 -8.310632516066067183e+03 -8.366358308297842086e+03 -5.952475999598175194e-02 -1.788112535369700709e+02 -8.315834983276157800e+03 5.421035609620123569e-02 5.421035608835064745e-02
1.377398460901775312e-01 -5.872388930391245210e-02 -8.511587110957805635e+03 -8.570163966693844486e+03 -5.707380913025654479e-02 -1.721936810323267935e+02 -8.518125266488561465e+03 5.197884289649969819e-02 5.197884288942567627e-02
1.423597656850012216e-01 -5.602273912767115338e-02 -8.669834940036342232e+03 -8.734593964431272980e+03 -5.444855227356131672e-02 -1.649467620150621485e+02 -8.680713263684685444e+03 4.958869189262300053e-02 4.958869188628144825e-02
1.471298090529082336e-01 -5.322009154529966368e-02 -8.790893638667586856e+03 -8.864440608379321930e+03 -5.172465561495761394e-02 -1.573059952744387999e+02 -8.808482086387379240e+03 4.710874138336659800e-02 4.710874137770640346e-02
1.520560906705344939e-01 -5.043540517479274538e-02 -8.890732498882565778e+03 -8.974219338373162827e+03 -4.901821701133338843e-02 -1.496314779267553661e+02 -8.916103699108905857e+03 4.464463084898083467e-02 4.464463084394152542e-02
1.571447494749977913e-01 -4.780361125448596288e-02 -8.993597240548826449e+03 -9.086234309105877401e+03 -4.646037434886671202e-02 -1.423346423343201934e+02 -9.026076123011534946e+03 4.231564914039293024e-02 4.231564913590608878e-02
1.624019581183401839e-01 -4.544155420316235011e-02 -9.126754244132460371e+03 -9.225779076083657856e+03 -4.416468294810434181e-02 -1.357593392074366534e+02 -9.163876184045961054e+03 4.022522242093803241e-02 4.022522241693227141e-02
1.678339340610477959e-01 -4.341514854182842303e-02 -9.312751890361842015e+03 -9.413978334895218723e+03 -4.219520738619377681e-02 -1.300968756693399087e+02 -9.350745967850816669e+03 3.843160059198958561e-02 3.843160058839606430e-02
1.734469533822585174e-01 -4.171695140112801486e-02 -9.561242867549412040e+03 -9.660163526131409526e+03 -4.054471126943672704e-02 -1.253694796066792918e+02 -9.596020085400479729e+03 3.692832067282610098e-02 3.692832066958439546e-02
1.792473681711116706e-01 -4.026486596115794181e-02 -9.863365037525371008e+03 -9.956561017253061436e+03 -3.913341008065863991e-02 -1.213672486080296267e+02 -9.891792241826608006e+03 3.564274727691232186e-02 3.564274727397481052e-02
1.852416283549576936e-01 -3.893051176792470397e-02 -1.019324626387922035e+04 -1.027964507070495347e+04 -3.783653405637734529e-02 -1.176346008087694202e+02 -1.021428515314345168e+04 3.446137149248647280e-02 3.446137148982106324e-02
1.914363088159334592e-01 -3.756659287073676329e-02 -1.051133944151879041e+04 -1.059285290794128196e+04 -3.651092799362704727e-02 -1.138061903417576417e+02 -1.052665085961955992e+04 3.325395874844725569e-02 3.325395874603329777e-02
1.978381426500226969e-01 -3.605945726526158662e-02 -1.077787358290051998e+04 -1.085896925184801694e+04 -3.504613727682243801e-02 -1.094924951484382092e+02 -1.079145955028438948e+04 3.191992722505897218e-02 3.191992722288487794e-02
2.044540614366398001e-01 -3.438467078770768293e-02 -1.097329815621111629e+04 -1.105942703259779410e+04 -3.341841293037538241e-02 -1.046487794364717843e+02 -1.099008367927976178e+04 3.043766070245524855e-02 3.043766070051003372e-02
2.112912434186454136e-01 -3.261204483138682719e-02 -1.110861828582949238e+04 -1.120400982576649039e+04 -3.169560319456379144e-02 -9.944844741699451163e+01 -1.113245002633269542e+04 2.886885188994783857e-02 2.886885188821719170e-02
2.183571705513595307e-01 -3.086856287235612700e-02 -1.122210338740402040e+04 -1.132782852666554027e+04 -3.000111791233745981e-02 -9.433780798098958087e+01 -1.125398982765059191e+04 2.732582969015671243e-02 2.732582968861986539e-02
2.256596954756984463e-01 -2.927992770250921473e-02 -1.136335190812914698e+04 -1.147665364759824115e+04 -2.845712521072193274e-02 -8.964135655357615917e+01 -1.140084447767584970e+04 2.591974833806157813e-02 2.591974833669436623e-02
2.332071196186495665e-01 -2.792015813686899231e-02 -1.157255358928663372e+04 -1.168801909206411256e+04 -2.713556358179482902e-02 -8.562015648050264360e+01 -1.161077596551191164e+04 2.471606844327308566e-02 2.471606844205056011e-02
2.410082838404624950e-01 -2.677847160997468695e-02 -1.185939206163961353e+04 -1.197165753612103254e+04 -2.602595250495738644e-02 -8.225869793527851925e+01 -1.189345966497397603e+04 2.370533061616947323e-02 2.370533061506990835e-02
2.490726733524173120e-01 -2.575916994454402822e-02 -1.219143490645627207e+04 -1.229813202236059806e+04 -2.503528664538076307e-02 -7.926021745768755977e+01 -1.221913574276206782e+04 2.280289973935090489e-02 2.280289973835907674e-02
2.574105390470100008e-01 -2.473584554511923730e-02 -1.250927301028997499e+04 -1.261248220012380807e+04 -2.404071371415665570e-02 -7.622549601275584052e+01 -1.253242170295410142e+04 2.189697406019481055e-02 2.189697405930185470e-02
2.660330379459330818e-01 -2.362737805765246016e-02 -1.276288091051693846e+04 -1.286794695883632994e+04 -2.296339321244773857e-02 -7.291530535429957638e+01 -1.278627965039219089e+04 2.091581551907899586e-02 2.091581551827935426e-02
2.749523962221981921e-01 -2.243992608300436273e-02 -1.294332260897490414e+04 -1.305542670602455837e+04 -2.180931404100034526e-02 -6.933300763302490566e+01 -1.297168204182609043e+04 1.986474653204143778e-02 1.986474653132971890e-02
2.841820992472194329e-01 -2.125925519264466879e-02 -1.309347169592966384e+04 -1.321409570367301603e+04 -2.066182413736939241e-02 -6.575923508759498759e+01 -1.312818714720987555e+04 1.881971635615091107e-02 1.881971635551909355e-02
2.937371144283142943e-01 -2.018859115202210897e-02 -1.328135411702993406e+04 -1.340727465936835506e+04 -1.962124734410521099e-02 -6.251426710020927402e+01 -1.331953528164004820e+04 1.787200076275903202e-02 1.787200076219684283e-02
3.036341543436755219e-01 -1.926397851576646530e-02 -1.354361744030036971e+04 -1.366949560878571538e+04 -1.872261449647803430e-02 -5.973729283358178321e+01 -1.358041627754411456e+04 1.705350249175988098e-02 1.705350249125718934e-02
3.138919900014220388e-01 -1.843639203873113572e-02 -1.385735850616982680e+04 -1.398014361122702940e+04 -1.791828164593997977e-02 -5.721933098862520950e+01 -1.388995910803108382e+04 1.632083032165516576e-02 1.632083032120464072e-02
3.245318271633457763e-01 -1.761973688974911162e-02 -1.415993122846558799e+04 -1.428137595224195866e+04 -1.712457428892305913e-02 -5.473865418955861628e+01 -1.418985858722869489e+04 1.559786749700889028e-02 1.559786749660573187e-02
3.355777628968756310e-01 -1.676243393727637476e-02 -1.440252782747451602e+04 -1.452735817025005417e+04 -1.629136449489636956e-02 -5.211767904669944329e+01 -1.443404482370362894e+04 1.483895949034092290e-02 1.483895948998194617e-02
3.470573453133869446e-01 -1.589235128605019989e-02 -1.460136977533488607e+04 -1.473257981139424373e+04 -1.544573289598836011e-02 -4.946918744286639225e+01 -1.463720665274837120e+04 1.406881347335941362e-02 1.406881347304088717e-02
3.590022675081622761e-01 -1.507425613636418672e-02 -1.481722667237423411e+04 -1.495317755301946272e+04 -1.465062768228808307e-02 -4.695127950805184014e+01 -1.485592479709850704e+04 1.334464596940899972e-02 1.334464596912648439e-02
3.714492380842650543e-01 -1.434066338773519120e-02 -1.509207324268504453e+04 -1.522870510498166186e+04 -1.393765025423690691e-02 -4.469437481606228602e+01 -1.512993323914958637e+04 1.269520786564314399e-02 1.269520786539194215e-02
3.844410869336386538e-01 -1.365567831016401175e-02 -1.539706049629700283e+04 -1.553285819459300183e+04 -1.327191409957621283e-02 -4.259199840797394643e+01 -1.543266067178752382e+04 1.208879357186610354e-02 1.208879357164263819e-02
3.980281886988606965e-01 -1.296979133213156839e-02 -1.567621482404452945e+04 -1.581381987358356673e+04 -1.260530223486209557e-02 -4.048995040775819376e+01 -1.571189907560175379e+04 1.148160938206173320e-02 1.148160938186357574e-02
4.122703216106688995e-01 -1.227899763851324558e-02 -1.592034174033437557e+04 -1.606259516294190144e+04 -1.193392157502304839e-02 -3.835941431532185675e+01 -1.595866771399288518e+04 1.087011740812008319e-02 1.087011740794511030e-02
4.272391328473755800e-01 -1.161848001841777472e-02 -1.617650180111305599e+04 -1.632251100164540549e+04 -1.129196656589366923e-02 -3.630999400006847111e+01 -1.621666102837476501e+04 1.028539881616833199e-02 1.028539881601411334e-02
4.430214643753784820e-01 -1.100249016364016411e-02 -1.647283102723804041e+04 -1.661998117301009552e+04 -1.069328668674910526e-02 -3.440651717934965603e+01 -1.651242968488638144e+04 9.740094966973365451e-03 9.740094966837463744e-03
4.597239247053869216e-01 -1.040836110398942436e-02 -1.678162630326884755e+04 -1.693016817454335978e+04 -1.011585401467139482e-02 -3.257174883457805237e+01 -1.682081132785848604e+04 9.214132955594022192e-03 9.214132955474550052e-03
4.774793064618576555e-01 -9.814909319075514407e-03 -1.706988573208073649e+04 -1.722206137388629577e+04 -9.539080135875600830e-03 -3.072502243944316547e+01 -1.711063942937646425e+04 8.688781509490609012e-03 8.688781509386143964e-03
4.964558102285431818e-01 -9.236907248970733716e-03 -1.736634500931766161e+04 -1.752190968036527920e+04 -8.977321318300883826e-03 -2.892861844209043554e+01 -1.740842090034829380e+04 8.177111676754372088e-03 8.177111676663397985e-03
5.168706622410320639e-01 -8.684237863500279125e-03 -1.769853199686477819e+04 -1.785605647220759056e+04 -8.440183289336156136e-03 -2.720817139635396487e+01 -1.774055157440894254e+04 7.687853518966081615e-03 7.687853518887143023e-03
5.390108467112463275e-01 -8.136987314050719497e-03 -1.803433497893800813e+04 -1.819489442282356322e+04 -7.908311974092767718e-03 -2.550556929646496584e+01 -1.807718045870673814e+04 7.203398312212635698e-03 7.203398312144592905e-03
5.632658120542870517e-01 -7.594925255263353624e-03 -1.838157868506976592e+04 -1.854571022663056647e+04 -7.381483534402130502e-03 -2.382540777033951684e+01 -1.842564184967386973e+04 6.723533708777055563e-03 6.723533708718853856e-03
5.901812496498822780e-01 -7.061659081638605243e-03 -1.876376164892456654e+04 -1.893082416094630025e+04 -6.863203557055153753e-03 -2.215236887578666725e+01 -1.880832778272161522e+04 6.251455082018911140e-03 6.251455081969622442e-03
6.205519319481119789e-01 -6.525104787341007816e-03 -1.916822948282710058e+04 -1.933913762796282754e+04 -6.341728079963825961e-03 -2.047982988484494271e+01 -1.921395131201723780e+04 5.776465276059467545e-03 5.776465276018251382e-03
6.555914446248338745e-01 -5.983447862466642619e-03 -1.961823616983930333e+04 -1.979298647044600148e+04 -5.815293312133860450e-03 -1.878971219244137458e+01 -1.966487902096643302e+04 5.296957264604620040e-03 5.296957264570741758e-03
6.972641270728331397e-01 -5.425693571520767873e-03 -2.012291803300102401e+04 -2.030224294001369708e+04 -5.273213612412066056e-03 -1.704515362665856770e+01 -2.017081698038897957e+04 4.803199102900434884e-03 4.803199102873268247e-03
7.489860481473911147e-01 -4.840512586806937183e-03 -2.071483556606282218e+04 -2.089937186754038703e+04 -4.704478044977590014e-03 -1.521233089736916000e+01 -2.076407975304204228e+04 4.285159358062686462e-03 4.285159358041673756e-03
8.172246958700447594e-01 -4.208334815822561623e-03 -2.144059888123529890e+04 -2.163157462264162677e+04 -4.090066495924567745e-03 -1.323634051823692381e+01 -2.149153529449240887e+04 3.725514187123146054e-03 3.725514187107789414e-03
9.152789718252951623e-01 -3.503730358770878930e-03 -2.239146267964318031e+04 -2.259087780924022445e+04 -3.405263705754760142e-03 -1.103121083059809671e+01 -2.244462018138708663e+04 3.101751744584327168e-03 3.101751744574125693e-03
1.070301791652423562e+00 -2.714110864514366391e-03 -2.371844084559098701e+04 -2.392964209805093924e+04 -2.637835143637195720e-03 -8.551650006509293078e+00 -2.377470783830521395e+04 2.402726995820990766e-03 2.402726995815208065e-03
1.317123541579720447e+00 -1.926813851777625305e-03 -2.549997823035116016e+04 -2.572701882770395969e+04 -1.872663887825347850e-03 -6.063736941234085798e+00 -2.556043696447659022e+04 1.705756338939328539e-03 1.705756338936619985e-03
1.655384394845416107e+00 -1.314875246011765067e-03 -2.748715903893632276e+04 -2.773189941064875529e+04 -1.277922890571113294e-03 -4.145254922989898283e+00 -2.755232411927184512e+04 1.164024895998653575e-03 1.164024895997481769e-03
2.083952600795073273e+00 -8.907714148709226093e-04 -2.951137077305024286e+04 -2.977419120138313883e+04 -8.657378892068805405e-04 -2.803353088315103214e+00 -2.958137492562990519e+04 7.885775814842284391e-04 7.885775814837281883e-04
2.623540688615224159e+00 -6.009558986454755468e-04 -3.155476558021218443e+04 -3.183592097554067004e+04 -5.840672225694207558e-04 -1.898197040310168004e+00 -3.162972669205174316e+04 5.320121804961268352e-04 5.320121804959131390e-04
3.302842041669530104e+00 -4.039277737651680378e-04 -3.361429930125892133e+04 -3.391407168516339152e+04 -3.925763144641369710e-04 -1.274551331908338137e+00 -3.369437275250438688e+04 3.575884724240102229e-04 3.575884724239197462e-04
4.158031777399895823e+00 -2.705791293900599312e-04 -3.568711880948008184e+04 -3.600585736482620268e+04 -2.629752564258227231e-04 -8.513712698383395505e-01 -3.577253038154381647e+04 2.395387599100660210e-04 2.395387599100278571e-04
5.234651867616397780e+00 -1.806950897051642262e-04 -3.777096460697767179e+04 -3.810915047763915209e+04 -1.756172976730017358e-04 -5.704435222741154332e-01 -3.786206184092746844e+04 1.599669985216464903e-04 1.599669985216303628e-04
6.590036258038080241e+00 -1.203301535095109787e-04 -3.986365771330347343e+04 -4.022200488504867826e+04 -1.169488525944399870e-04 -3.798590188419215252e-01 -3.996099402379802632e+04 1.065276675737862947e-04 1.065276675737795184e-04
