# Bispectrum monopole for NGC EZmock_shuffled, rebinned to s=2*kf 
# Subtracted SN: kindep 
# k1-eff k2-eff k3-eff B0 B0-BSN BSN N_tr
8.398341564699219816e-03 9.675989347270021190e-03 1.006495016666919540e-02 1.108110822150568199e+10 6.640748917466605186e+09 4.440359304039076805e+09 2.519241599999905378e+07
9.660816001471190378e-03 1.035486758812938397e-02 1.706745366152690596e-02 1.204952472226977921e+10 7.609165418230702400e+09 4.440359304039076805e+09 4.380962199999980628e+07
9.007772119436810096e-03 1.748944601386441186e-02 1.892607400560244318e-02 1.266295355297642326e+10 8.222594248937346458e+09 4.440359304039076805e+09 1.891255199999869764e+08
1.705150801613055170e-02 1.840421476683739427e-02 1.942570676309797462e-02 1.378266073517417336e+10 9.342301431135097504e+09 4.440359304039076805e+09 3.176460239999594688e+08
1.037300000000000028e-02 1.037300000000000028e-02 2.516699999999999840e-02 1.272663044316928864e+10 8.286271139130211830e+09 4.440359304039076805e+09 9.196640000000000000e+05
9.769466448900455957e-03 1.927894589043359364e-02 2.658851437906784715e-02 1.351403316900054741e+10 9.073673864961471558e+09 4.440359304039076805e+09 1.705401939999844134e+08
1.753799181603130086e-02 1.924126451164290957e-02 2.771166263083434111e-02 1.360792957705880928e+10 9.167570273019733429e+09 4.440359304039076805e+09 6.884498459998869896e+08
9.010971687876262459e-03 2.721676800270491844e-02 2.868675685440364234e-02 1.178008956860110855e+10 7.339730264562031746e+09 4.440359304039076805e+09 4.639415299999613166e+08
1.807293265473559549e-02 2.711679262636211563e-02 2.875705549350546578e-02 1.269839810057225418e+10 8.258038796533177376e+09 4.440359304039076805e+09 1.155257352000113010e+09
2.674763747754897378e-02 2.807730597274577661e-02 2.919598274312169145e-02 1.219728393048204231e+10 7.756924626442965508e+09 4.440359304039076805e+09 1.215319223999924898e+09
1.037300000000000028e-02 2.019699999999999968e-02 3.511100000000000332e-02 1.394291721169480896e+10 9.502557907655731201e+09 4.440359304039076805e+09 2.479974000000966247e+06
1.913500356436552419e-02 2.016242681516488069e-02 3.664189709052645405e-02 1.384952301748189545e+10 9.409163713442817688e+09 4.440359304039076805e+09 4.071720179999631643e+08
9.772877285543822221e-03 2.912123895628882658e-02 3.647074903253251510e-02 1.229239470424250793e+10 7.852035400203431129e+09 4.440359304039076805e+09 3.591965560000259876e+08
1.822672198381799363e-02 2.801471471023281659e-02 3.763700367554294324e-02 1.258615135976516914e+10 8.145792055726092339e+09 4.440359304039076805e+09 1.977407243999763012e+09
2.711676035383970423e-02 2.875704790598174534e-02 3.776642144568349152e-02 1.173573680090064621e+10 7.295377496861569405e+09 4.440359304039076805e+09 2.473249391999893665e+09
9.012075274429445781e-03 3.709151422881353660e-02 3.857191632274036691e-02 1.061011724270047760e+10 6.169757938661400795e+09 4.440359304039076805e+09 8.611336980001258850e+08
1.807294225032121324e-02 3.699437271235454794e-02 3.864657612089376915e-02 1.147295374688519096e+10 7.032594442846114159e+09 4.440359304039076805e+09 2.145163512000166655e+09
2.786623562463268547e-02 3.699435452042212913e-02 3.864660570237683779e-02 1.097662408918830490e+10 6.536264785149228096e+09 4.440359304039076805e+09 3.368413728000030041e+09
3.661163047499783885e-02 3.792802131429769130e-02 3.908288250127824048e-02 1.028505429223525810e+10 5.844694988196181297e+09 4.440359304039076805e+09 3.070398744000339031e+09
