# Bispectrum monopole for NGC EZmock_shuffled, rebinned to s=2*kf 
# Subtracted SN: kindep 
# k1-eff k2-eff k3-eff B0 B0-BSN BSN N_tr
8.398341564699219816e-03 9.675989347270021190e-03 1.006495016666919540e-02 1.286324916853296852e+10 8.364670296980950356e+09 4.498578871552018166e+09 2.519241599999905378e+07
9.660816001471190378e-03 1.035486758812938397e-02 1.706745366152690596e-02 1.280701006671502113e+10 8.308431195163002968e+09 4.498578871552018166e+09 4.380962199999980628e+07
9.007772119436810096e-03 1.748944601386441186e-02 1.892607400560244318e-02 1.369320488165704727e+10 9.194626010105030060e+09 4.498578871552018166e+09 1.891255199999869764e+08
1.705150801613055170e-02 1.840421476683739427e-02 1.942570676309797462e-02 1.444876298144816780e+10 9.950184109896148682e+09 4.498578871552018166e+09 3.176460239999594688e+08
1.037300000000000028e-02 1.037300000000000028e-02 2.516699999999999840e-02 1.434910891484627151e+10 9.850530043294254303e+09 4.498578871552018166e+09 9.196640000000000000e+05
9.769466448900455957e-03 1.927894589043359364e-02 2.658851437906784715e-02 1.438339278006811523e+10 9.884813908516098022e+09 4.498578871552018166e+09 1.705401939999844134e+08
1.753799181603130086e-02 1.924126451164290957e-02 2.771166263083434111e-02 1.478092453809569168e+10 1.028234566654367447e+10 4.498578871552018166e+09 6.884498459998869896e+08
9.010971687876262459e-03 2.721676800270491844e-02 2.868675685440364234e-02 1.302984651487444115e+10 8.531267643322422981e+09 4.498578871552018166e+09 4.639415299999613166e+08
1.807293265473559549e-02 2.711679262636211563e-02 2.875705549350546578e-02 1.349571391060500336e+10 8.997135039052986145e+09 4.498578871552018166e+09 1.155257352000113010e+09
2.674763747754897378e-02 2.807730597274577661e-02 2.919598274312169145e-02 1.303043106383870125e+10 8.531852192286683083e+09 4.498578871552018166e+09 1.215319223999924898e+09
1.037300000000000028e-02 2.019699999999999968e-02 3.511100000000000332e-02 1.515216046721574020e+10 1.065358159566372299e+10 4.498578871552018166e+09 2.479974000000966247e+06
1.913500356436552419e-02 2.016242681516488069e-02 3.664189709052645405e-02 1.509501451747717094e+10 1.059643564592515182e+10 4.498578871552018166e+09 4.071720179999631643e+08
9.772877285543822221e-03 2.912123895628882658e-02 3.647074903253251510e-02 1.316669398996345139e+10 8.668115118411434174e+09 4.498578871552018166e+09 3.591965560000259876e+08
1.822672198381799363e-02 2.801471471023281659e-02 3.763700367554294324e-02 1.354515403293358421e+10 9.046575161381565094e+09 4.498578871552018166e+09 1.977407243999763012e+09
2.711676035383970423e-02 2.875704790598174534e-02 3.776642144568349152e-02 1.255767315867860222e+10 8.059094287126584053e+09 4.498578871552018166e+09 2.473249391999893665e+09
9.012075274429445781e-03 3.709151422881353660e-02 3.857191632274036691e-02 1.143156444114121246e+10 6.932985569589194298e+09 4.498578871552018166e+09 8.611336980001258850e+08
1.807294225032121324e-02 3.699437271235454794e-02 3.864657612089376915e-02 1.225570392303910828e+10 7.757125051487090111e+09 4.498578871552018166e+09 2.145163512000166655e+09
2.786623562463268547e-02 3.699435452042212913e-02 3.864660570237683779e-02 1.159723405814835739e+10 7.098655186596339226e+09 4.498578871552018166e+09 3.368413728000030041e+09
3.661163047499783885e-02 3.792802131429769130e-02 3.908288250127824048e-02 1.083824051482987976e+10 6.339661643277861595e+09 4.498578871552018166e+09 3.070398744000339031e+09
2.019699999999999968e-02 2.019699999999999968e-02 4.509299999999999420e-02 1.583719166521384239e+10 1.133861279366182327e+10 4.498578871552018166e+09 6.102269999995147809e+06
1.037300000000000028e-02 3.013699999999999712e-02 4.509300000000000114e-02 1.425223237063351822e+10 9.753653499081501007e+09 4.498578871552018166e+09 4.731566000000000000e+06
1.932819369106517429e-02 2.917018583858475150e-02 4.634888460612580918e-02 1.377890572457301521e+10 9.280326853020996094e+09 4.498578871552018166e+09 9.557950660002288818e+08
2.727701673116906395e-02 2.903445806522206296e-02 4.753683441137734889e-02 1.263269054184820366e+10 8.134111670296185493e+09 4.498578871552018166e+09 2.901448181999773502e+09
9.774238265697234376e-03 3.904017987234259524e-02 4.640957192072723420e-02 1.178906697241259193e+10 7.290488100860573769e+09 4.498578871552018166e+09 6.166410260000486374e+08
1.823018289924571711e-02 3.791602596736583924e-02 4.758342700741843151e-02 1.228586031728359222e+10 7.787281445731574059e+09 4.498578871552018166e+09 3.417948955999862671e+09
2.786621561751959422e-02 3.776647999135785555e-02 4.771836661248517186e-02 1.125879542970789719e+10 6.760216558155879021e+09 4.498578871552018166e+09 5.693742263999706268e+09
3.699435683659038632e-02 3.864657759467895332e-02 4.771836190375907533e-02 1.046818639314738083e+10 5.969607521595362663e+09 4.498578871552018166e+09 5.830351151999110222e+09
9.013294123073150449e-03 4.702517105204426229e-02 4.851262417833394902e-02 1.040156706397181511e+10 5.902988192419796944e+09 4.498578871552018166e+09 1.386376272000214100e+09
1.807292522275598043e-02 4.692946564494820949e-02 4.859052737281779194e-02 1.127428484219933701e+10 6.775705970647318840e+09 4.498578871552018166e+09 3.455409719999726295e+09
2.786622830174681487e-02 4.692947691749028982e-02 4.859057121612455482e-02 1.062845034756840134e+10 6.129871476016383171e+09 4.498578871552018166e+09 5.425851240000186920e+09
3.776646439997238813e-02 4.692947541024147101e-02 4.859055284720832646e-02 9.884225378998929977e+09 5.385646507446911812e+09 4.498578871552018166e+09 7.397584679999892235e+09
4.653700936533062410e-02 4.784310940035505638e-02 4.902446718121982600e-02 9.382912516514156342e+09 4.884333644962138176e+09 4.498578871552018166e+09 6.271515336000101089e+09
2.019699999999999968e-02 3.013700000000000059e-02 5.507799999999999502e-02 1.344258849002858543e+10 8.944009618476566315e+09 4.498578871552018166e+09 1.074212600000114739e+07
2.897141308722350761e-02 3.009607270733323167e-02 5.652618949539398724e-02 1.251093039043647575e+10 8.012351518884457588e+09 4.498578871552018166e+09 1.435418317999940634e+09
1.037300000000000201e-02 4.009599999999999970e-02 5.507800000000000196e-02 1.338779196113131332e+10 8.889213089579296112e+09 4.498578871552018166e+09 7.492951999984947033e+06
1.933486113636370685e-02 3.909660055872501289e-02 5.631321842830692287e-02 1.238911852675650978e+10 7.890539655204491615e+09 4.498578871552018166e+09 1.555364714000072956e+09
2.802761869719408439e-02 3.792542611328370006e-02 5.753945240450314413e-02 1.147692599298989868e+10 6.978347121437880516e+09 4.498578871552018166e+09 6.454788572000087738e+09
3.699437780055986336e-02 3.864657502525823546e-02 5.768335257959456008e-02 1.030269059381374359e+10 5.804111722261725426e+09 4.498578871552018166e+09 7.037663928001433372e+09
9.774775000470420014e-03 4.900749515951727947e-02 5.638112906783479539e-02 1.090085419821201515e+10 6.402275326659996986e+09 4.498578871552018166e+09 9.430813220003142357e+08
1.823103143468384271e-02 4.786748334003219918e-02 5.754724826620482431e-02 1.128829224804667664e+10 6.789713376494658470e+09 4.498578871552018166e+09 5.236199179999620438e+09
2.786622894390155050e-02 4.771836383406631577e-02 5.768335810992099300e-02 1.048876971903050423e+10 5.990190847478486061e+09 4.498578871552018166e+09 8.725208256000194550e+09
3.776645954310601377e-02 4.771836707318449777e-02 5.768334785581134133e-02 9.643342523469247818e+09 5.144763651917229652e+09 4.498578871552018166e+09 1.189582401599917793e+10
