# Bispectrum monopole for NGC EZmock_complete, rebinned to s=2*kf 
# Subtracted SN: kindep 
# k1-eff k2-eff k3-eff B0 B0-BSN BSN N_tr
8.398341564699219816e-03 9.675989347270021190e-03 1.006495016666919540e-02 1.387554838516047478e+10 9.376301489293872833e+09 4.499246895866600990e+09 2.519241599999905378e+07
9.660816001471190378e-03 1.035486758812938397e-02 1.706745366152690596e-02 1.321941848087954330e+10 8.720171585012943268e+09 4.499246895866600990e+09 4.380962199999980628e+07
9.007772119436810096e-03 1.748944601386441186e-02 1.892607400560244318e-02 1.486853538954455757e+10 1.036928849367795563e+10 4.499246895866600990e+09 1.891255199999869764e+08
1.705150801613055170e-02 1.840421476683739427e-02 1.942570676309797462e-02 1.437203741676127625e+10 9.872790520894676208e+09 4.499246895866600990e+09 3.176460239999594688e+08
1.037300000000000028e-02 1.037300000000000028e-02 2.516699999999999840e-02 1.364616647146136284e+10 9.146919575594760895e+09 4.499246895866600990e+09 9.196640000000000000e+05
9.769466448900455957e-03 1.927894589043359364e-02 2.658851437906784715e-02 1.466035863947011757e+10 1.016111174360351562e+10 4.499246895866600990e+09 1.705401939999844134e+08
1.753799181603130086e-02 1.924126451164290957e-02 2.771166263083434111e-02 1.474217200046913528e+10 1.024292510460253525e+10 4.499246895866600990e+09 6.884498459998869896e+08
9.010971687876262459e-03 2.721676800270491844e-02 2.868675685440364234e-02 1.393745180964063835e+10 9.438204913774036407e+09 4.499246895866600990e+09 4.639415299999613166e+08
1.807293265473559549e-02 2.711679262636211563e-02 2.875705549350546578e-02 1.349088530343141174e+10 8.991638407564811707e+09 4.499246895866600990e+09 1.155257352000113010e+09
2.674763747754897378e-02 2.807730597274577661e-02 2.919598274312169145e-02 1.303996284737349701e+10 8.540715951506896019e+09 4.499246895866600990e+09 1.215319223999924898e+09
1.037300000000000028e-02 2.019699999999999968e-02 3.511100000000000332e-02 1.519430701706582260e+10 1.069506012119922256e+10 4.499246895866600990e+09 2.479974000000966247e+06
1.913500356436552419e-02 2.016242681516488069e-02 3.664189709052645405e-02 1.513010430701365662e+10 1.063085741114705658e+10 4.499246895866600990e+09 4.071720179999631643e+08
9.772877285543822221e-03 2.912123895628882658e-02 3.647074903253251510e-02 1.333709083198981285e+10 8.837843936123210907e+09 4.499246895866600990e+09 3.591965560000259876e+08
1.822672198381799363e-02 2.801471471023281659e-02 3.763700367554294324e-02 1.358817146622852516e+10 9.088924570361923218e+09 4.499246895866600990e+09 1.977407243999763012e+09
2.711676035383970423e-02 2.875704790598174534e-02 3.776642144568349152e-02 1.258663384152704048e+10 8.087386945660439491e+09 4.499246895866600990e+09 2.473249391999893665e+09
9.012075274429445781e-03 3.709151422881353660e-02 3.857191632274036691e-02 1.222736185286552620e+10 7.728114956998925209e+09 4.499246895866600990e+09 8.611336980001258850e+08
1.807294225032121324e-02 3.699437271235454794e-02 3.864657612089376915e-02 1.224598565457158279e+10 7.746738758704981804e+09 4.499246895866600990e+09 2.145163512000166655e+09
2.786623562463268547e-02 3.699435452042212913e-02 3.864660570237683779e-02 1.163436123597685623e+10 7.135114340110255241e+09 4.499246895866600990e+09 3.368413728000030041e+09
3.661163047499783885e-02 3.792802131429769130e-02 3.908288250127824048e-02 1.086845736466238785e+10 6.369210468795786858e+09 4.499246895866600990e+09 3.070398744000339031e+09
2.019699999999999968e-02 2.019699999999999968e-02 4.509299999999999420e-02 1.554144572308088112e+10 1.104219882721427917e+10 4.499246895866600990e+09 6.102269999995147809e+06
1.037300000000000028e-02 3.013699999999999712e-02 4.509300000000000114e-02 1.384879232246907043e+10 9.349545426602470398e+09 4.499246895866600990e+09 4.731566000000000000e+06
1.932819369106517429e-02 2.917018583858475150e-02 4.634888460612580918e-02 1.377041722945035744e+10 9.271170333583755493e+09 4.499246895866600990e+09 9.557950660002288818e+08
2.727701673116906395e-02 2.903445806522206296e-02 4.753683441137734889e-02 1.265231877923166466e+10 8.153071883365063667e+09 4.499246895866600990e+09 2.901448181999773502e+09
9.774238265697234376e-03 3.904017987234259524e-02 4.640957192072723420e-02 1.184519782361045647e+10 7.345950927743855476e+09 4.499246895866600990e+09 6.166410260000486374e+08
1.823018289924571711e-02 3.791602596736583924e-02 4.758342700741843151e-02 1.227882928770274353e+10 7.779582391836142540e+09 4.499246895866600990e+09 3.417948955999862671e+09
2.786621561751959422e-02 3.776647999135785555e-02 4.771836661248517186e-02 1.132030553311832619e+10 6.821058637251725197e+09 4.499246895866600990e+09 5.693742263999706268e+09
3.699435683659038632e-02 3.864657759467895332e-02 4.771836190375907533e-02 1.049108465352769279e+10 5.991837757661091805e+09 4.499246895866600990e+09 5.830351151999110222e+09
9.013294123073150449e-03 4.702517105204426229e-02 4.851262417833394902e-02 1.113091830068451309e+10 6.631671404817912102e+09 4.499246895866600990e+09 1.386376272000214100e+09
1.807292522275598043e-02 4.692946564494820949e-02 4.859052737281779194e-02 1.125602690971619797e+10 6.756780013849596977e+09 4.499246895866600990e+09 3.455409719999726295e+09
2.786622830174681487e-02 4.692947691749028982e-02 4.859057121612455482e-02 1.065079382863887978e+10 6.151546932772278786e+09 4.499246895866600990e+09 5.425851240000186920e+09
3.776646439997238813e-02 4.692947541024147101e-02 4.859055284720832646e-02 9.911912891768541336e+09 5.412665995901940346e+09 4.499246895866600990e+09 7.397584679999892235e+09
4.653700936533062410e-02 4.784310940035505638e-02 4.902446718121982600e-02 9.421603265435529709e+09 4.922356369568928719e+09 4.499246895866600990e+09 6.271515336000101089e+09
2.019699999999999968e-02 3.013700000000000059e-02 5.507799999999999502e-02 1.356456989498445511e+10 9.065322999117855072e+09 4.499246895866600990e+09 1.074212600000114739e+07
2.897141308722350761e-02 3.009607270733323167e-02 5.652618949539398724e-02 1.260145711375675201e+10 8.102210217890151024e+09 4.499246895866600990e+09 1.435418317999940634e+09
1.037300000000000201e-02 4.009599999999999970e-02 5.507800000000000196e-02 1.305408421438891983e+10 8.554837318522318840e+09 4.499246895866600990e+09 7.492951999984947033e+06
1.933486113636370685e-02 3.909660055872501289e-02 5.631321842830692287e-02 1.237351181171829224e+10 7.874264915851691246e+09 4.499246895866600990e+09 1.555364714000072956e+09
2.802761869719408439e-02 3.792542611328370006e-02 5.753945240450314413e-02 1.150636116334883118e+10 7.007114267482230186e+09 4.499246895866600990e+09 6.454788572000087738e+09
3.699437780055986336e-02 3.864657502525823546e-02 5.768335257959456008e-02 1.030620145793977737e+10 5.806954562073176384e+09 4.499246895866600990e+09 7.037663928001433372e+09
9.774775000470420014e-03 4.900749515951727947e-02 5.638112906783479539e-02 1.096445530486207771e+10 6.465208408995476723e+09 4.499246895866600990e+09 9.430813220003142357e+08
1.823103143468384271e-02 4.786748334003219918e-02 5.754724826620482431e-02 1.126386902736872673e+10 6.764622131502125740e+09 4.499246895866600990e+09 5.236199179999620438e+09
2.786622894390155050e-02 4.771836383406631577e-02 5.768335810992099300e-02 1.050812136342864990e+10 6.008874467562048912e+09 4.499246895866600990e+09 8.725208256000194550e+09
3.776645954310601377e-02 4.771836707318449777e-02 5.768334785581134133e-02 9.668165243237842560e+09 5.168918347371241570e+09 4.499246895866600990e+09 1.189582401599917793e+10
4.692945603807774368e-02 4.859055517599110419e-02 5.768336469327486893e-02 9.104389387881139755e+09 4.605142492014538765e+09 4.499246895866600990e+09 1.133615340000019836e+10
9.012572448048554799e-03 5.698453108367366321e-02 5.847100787512296560e-02 1.043802584560660744e+10 5.938778949740006447e+09 4.499246895866600990e+09 2.020378265999703646e+09
1.807293081509465937e-02 5.689091039031309721e-02 5.854952619525703728e-02 1.057821956910166359e+10 6.078972673235062599e+09 4.499246895866600990e+09 5.033640624000537872e+09
2.786623240345638408e-02 5.689089196159881345e-02 5.854951871692279375e-02 9.985396133494274139e+09 5.486149237627673149e+09 4.499246895866600990e+09 7.904096040000282288e+09
3.776645680021260831e-02 5.689089901918542580e-02 5.854952810412170777e-02 9.314602960985141754e+09 4.815356065118540764e+09 4.499246895866600990e+09 1.077636722399867630e+10
4.771837656328652838e-02 5.689088831616549713e-02 5.854950428419727904e-02 8.823359524233022690e+09 4.324112628366421700e+09 4.499246895866600990e+09 1.368109473600340271e+10
5.649623339234694647e-02 5.779377503475290750e-02 5.898090588246621829e-02 8.561762706241480827e+09 4.062515810374879837e+09 4.499246895866600990e+09 1.102377266399968719e+10
3.013700000000000059e-02 3.013700000000000059e-02 6.505900000000000571e-02 1.214847205860654449e+10 7.649225162739943504e+09 4.499246895866600990e+09 1.889304599998866394e+07
2.019699999999999968e-02 4.009599999999999970e-02 6.505900000000000571e-02 1.235890928490067863e+10 7.859662389034077644e+09 4.499246895866600990e+09 1.698025399999034405e+07
2.919131725795807639e-02 3.911096740258993010e-02 6.626078120357706269e-02 1.142644908565969849e+10 6.927202189793097496e+09 4.499246895866600990e+09 2.788518772000057220e+09
3.715718049369746284e-02 3.893400854725139609e-02 6.745825485089372575e-02 1.052027279869247246e+10 6.021025902825871468e+09 4.499246895866600990e+09 7.610347164000539780e+09
1.037300000000000028e-02 5.009300000000000558e-02 6.505900000000000571e-02 1.096180748501253510e+10 6.462560589145934105e+09 4.499246895866600990e+09 1.142022199999808148e+07
1.933340078342539112e-02 4.906293838686714287e-02 6.628005554992688619e-02 1.138852899677430725e+10 6.889282100907706261e+09 4.499246895866600990e+09 2.315852702000510216e+09
2.802895577286029435e-02 4.787732722120262990e-02 6.750493088654761775e-02 1.064116629939538002e+10 6.141919403528779030e+09 4.499246895866600990e+09 9.622390844000360489e+09
3.776645820770746509e-02 4.771836357059209416e-02 6.765120140326687237e-02 9.609592660934400558e+09 5.110345765067799568e+09 4.499246895866600990e+09 1.397596536000044441e+10
4.692948775838578362e-02 4.859055730803477080e-02 6.765120753113164354e-02 9.013546143043378830e+09 4.514299247176777840e+09 4.499246895866600990e+09 1.331852090400264168e+10
9.775043468324437143e-03 5.896851563035509364e-02 6.634493878427427660e-02 1.020118052375954056e+10 5.701933627892939568e+09 4.499246895866600990e+09 1.337085404000212193e+09
1.823094050409425695e-02 5.783092715496899322e-02 6.751411161013425033e-02 1.064983811540743256e+10 6.150591219540831566e+09 4.499246895866600990e+09 7.426391827999759674e+09
2.786622085063100371e-02 5.768335860321664038e-02 6.765119186219975544e-02 9.922214573793434143e+09 5.422967677926833153e+09 4.499246895866600990e+09 1.237353059999881935e+10
3.776646115584233326e-02 5.768335222359245035e-02 6.765120624464049381e-02 9.155532290229274750e+09 4.656285394362673759e+09 4.499246895866600990e+09 1.686991581600135803e+10
4.771836371206816113e-02 5.768335278651379183e-02 6.765120402324088789e-02 8.622980852654840469e+09 4.123733956788239479e+09 4.499246895866600990e+09 2.141709523200159454e+10
5.689090162343233420e-02 5.854953176252433028e-02 6.765120073483504859e-02 8.334780833791055679e+09 3.835533937924454689e+09 4.499246895866600990e+09 1.940158500000196075e+10
9.013022946157222756e-03 6.694474886557071069e-02 6.843361671529216150e-02 9.923931156784427643e+09 5.424684260917826653e+09 4.499246895866600990e+09 2.787670674000238895e+09
1.807293642313794954e-02 6.685180309967493628e-02 6.851361922650417435e-02 1.013054677073602867e+10 5.631299874869427681e+09 4.499246895866600990e+09 6.946702728000071526e+09
2.786623186404482352e-02 6.685181535123256580e-02 6.851362208173762680e-02 9.598800360679082870e+09 5.099553464812481880e+09 4.499246895866600990e+09 1.090813430400011826e+10
3.776646733677255230e-02 6.685180312101923761e-02 6.851360846322916698e-02 8.913803678919149399e+09 4.414556783052548409e+09 4.499246895866600990e+09 1.487201589599840164e+10
4.771836657957951450e-02 6.685180546787740374e-02 6.851362060138936616e-02 8.431263693731572151e+09 3.932016797864971161e+09 4.499246895866600990e+09 1.888061800799886322e+10
5.768334303821216064e-02 6.685180200077710244e-02 6.851362065032066961e-02 8.150869873762832642e+09 3.651622977896231651e+09 4.499246895866600990e+09 2.279017821600083542e+10
6.645326330637520151e-02 6.774563529496797909e-02 6.894357582077086100e-02 7.934792552727112770e+09 3.435545656860511780e+09 4.499246895866600990e+09 1.786738464000071716e+10
3.013700000000000059e-02 4.009599999999999970e-02 7.505300000000000860e-02 1.116979419425303841e+10 6.670547298386437416e+09 4.499246895866600990e+09 2.882988599993127957e+07
3.888997177447325176e-02 4.005342174840749447e-02 7.645749901707461771e-02 1.024390093641002464e+10 5.744654040543423653e+09 4.499246895866600990e+09 3.492602334000365257e+09
2.019699999999999968e-02 5.009299999999999864e-02 7.505299999999999472e-02 1.115274861613217163e+10 6.653501720265570641e+09 4.499246895866600990e+09 2.498352199997841939e+07
2.919190358134882146e-02 4.908006738761425819e-02 7.624113995356579521e-02 1.056546346778555870e+10 6.066216571918957710e+09 4.499246895866600990e+09 4.049160249999983788e+09
3.793165808232015768e-02 4.788220292340825135e-02 7.748309195872016275e-02 9.711126788642663956e+09 5.211879892776062965e+09 4.499246895866600990e+09 1.504774021199899864e+10
4.692946817582795832e-02 4.859055703014088234e-02 7.763486144426497149e-02 8.961154734419799805e+09 4.461907838553198814e+09 4.499246895866600990e+09 1.530657443999542046e+10
1.037300000000000028e-02 6.006700000000000234e-02 7.505299999999998084e-02 1.027133909230071831e+10 5.772092196434117317e+09 4.499246895866600990e+09 1.560097399997570179e+07
1.933578202652998929e-02 5.902694947875414266e-02 7.625787883384381460e-02 1.080942221855093384e+10 6.310175322684332848e+09 4.499246895866600990e+09 3.202007018000857830e+09
2.802975916873207823e-02 5.784155130968569869e-02 7.748689626396917940e-02 1.008849802625129890e+10 5.589251130384697914e+09 4.499246895866600990e+09 1.334507572400167084e+10
3.776646394375002963e-02 5.768335587954808580e-02 7.763487258935215796e-02 9.117940064036504745e+09 4.618693168169903755e+09 4.499246895866600990e+09 1.938820557600022125e+10
4.771836415744134391e-02 5.768335675103189453e-02 7.763486706143622740e-02 8.501056658323317528e+09 4.001809762456716537e+09 4.499246895866600990e+09 2.461411190399800110e+10
5.689089465803887774e-02 5.854951288383115210e-02 7.763486957457126081e-02 8.185873785419883728e+09 3.686626889553282738e+09 4.499246895866600990e+09 2.229787571999283218e+10
9.775381103274683597e-03 6.894277574613433268e-02 7.632465884886796559e-02 9.761742706274209976e+09 5.262495810407608986e+09 4.499246895866600990e+09 1.800602450000099182e+09
1.823214754076746616e-02 6.779934425408876142e-02 7.749577574117307022e-02 1.017055540091415787e+10 5.671308505047556877e+09 4.499246895866600990e+09 1.002222347600006485e+10
2.786621940080810308e-02 6.765120286458464749e-02 7.763487205767513610e-02 9.498292496211288452e+09 4.999045600344687462e+09 4.499246895866600990e+09 1.670725756799716568e+10
3.776645950324753614e-02 6.765120672652111256e-02 7.763486456655319112e-02 8.740773001039197922e+09 4.241526105172596931e+09 4.499246895866600990e+09 2.277845942399774933e+10
4.771837079925116826e-02 6.765120243927386090e-02 7.763486877720487955e-02 8.245451673641070366e+09 3.746204777774469376e+09 4.499246895866600990e+09 2.891827843200293732e+10
5.768335628604509546e-02 6.765120182170146490e-02 7.763486977126914101e-02 7.934534971075957298e+09 3.435288075209356308e+09 4.499246895866600990e+09 3.490617048000218201e+10
6.685180461926983064e-02 6.851362097709205734e-02 7.763487460459764233e-02 7.719980833972566605e+09 3.220733938105965614e+09 4.499246895866600990e+09 3.077226916800073624e+10
9.013437450486321001e-03 7.692208600468623814e-02 7.841310964730165145e-02 9.514752481627908707e+09 5.015505585761307716e+09 4.499246895866600990e+09 3.680892216000398636e+09
1.807294131382202254e-02 7.682964079014552305e-02 7.849427021255228620e-02 9.641195324177982330e+09 5.141948428311381340e+09 4.499246895866600990e+09 9.174316367998867035e+09
2.786622767250879901e-02 7.682962633551444764e-02 7.849427904437084047e-02 9.174149040912605286e+09 4.674902145046004295e+09 4.499246895866600990e+09 1.440601936799793816e+10
3.776645604056524941e-02 7.682962682475254212e-02 7.849427926353005902e-02 8.524085747003000259e+09 4.024838851136399269e+09 4.499246895866600990e+09 1.964097012000203323e+10
4.771835905836659814e-02 7.682963350654455070e-02 7.849427780423390288e-02 8.026546074918667793e+09 3.527299179052066803e+09 4.499246895866600990e+09 2.493506301600653839e+10
5.768334541020567197e-02 7.682962198304946200e-02 7.849427505333506083e-02 7.737626699142174721e+09 3.238379803275573730e+09 4.499246895866600990e+09 3.009827028000777435e+10
6.765120600066411305e-02 7.682963165339867784e-02 7.849427534250555394e-02 7.550939074649956703e+09 3.051692178783355713e+09 4.499246895866600990e+09 3.536135294399609375e+10
7.505300000000000860e-02 7.505300000000000860e-02 7.763488959492009789e-02 7.476079662613649368e+09 2.976832766747048378e+09 4.499246895866600990e+09 1.267489094400319290e+10
