# B covariance for NGC
# 
1.225893441996839322e+20 1.220653067582476493e+19 3.313570846171389440e+18 5.953550775409276000e+16 -1.710734049451359744e+18 1.256973896380845824e+18 -2.696837354752742400e+17 1.945764603134251776e+18 -3.283606022931025280e+17 1.248122316383644320e+17 5.216626578888809472e+18 -5.994320758974173440e+17 7.780747490813271040e+17 1.707792653241504320e+17 -1.303589671211313440e+17 1.288816504096163328e+18 -1.239923981483974560e+17 -1.675689697497661120e+17 -5.959961021844527200e+16 -2.534639383307961856e+18 3.445299669152691200e+18 1.371036966359905760e+17 -1.337785849634986240e+17 5.529477820857498880e+17 -2.934349985432203520e+17 1.825912346761777600e+16 3.555568124314413600e+16 1.332402139675413504e+18 -1.687601049618553280e+17 3.938910484716723200e+16 1.225961945065758240e+17 1.432736005387360800e+17
1.220653067582476493e+19 2.810509008102291456e+19 2.966911923903179264e+18 4.390033726544851200e+17 9.433611876945580032e+18 1.633669643116620800e+18 2.821526348672653120e+17 8.245803846842187520e+17 -7.145553004813194400e+16 -4.375485311958868800e+16 1.456122391225549568e+18 2.585942151035808640e+17 8.942338332415425280e+17 2.248544576210832000e+17 -5.232806545280088000e+16 4.319590268840433920e+17 8.301896135041155200e+16 4.981966453511600800e+16 1.351859353607537920e+17 2.519378851122139520e+17 4.613698164628076800e+17 1.477677283718874240e+17 -4.851875799923755200e+16 5.134371802843566080e+17 -1.352701273538144000e+16 4.633115538780746400e+16 2.094668298437552400e+16 5.645042845654583680e+17 7.200633379890848000e+16 -2.413580044427981600e+16 4.887986228866312800e+16 1.370990651789585200e+16
3.313570846171389440e+18 2.966911923903179264e+18 6.459630707740121088e+18 6.210970582085736960e+17 -1.095018856810422400e+18 1.146323437365481728e+18 2.036512968369276480e+17 8.907156091907613440e+17 1.232976907622162560e+17 5.864665707594008000e+16 -2.595869728520306560e+17 4.389639315489424800e+16 4.123860966635776640e+17 2.348576574739239600e+16 -1.920242296014334400e+16 7.752608608325690880e+17 5.817242988344794400e+16 2.583901376148942800e+16 -1.453569418118350200e+16 9.941423559493576960e+17 -3.641070747403053440e+17 1.293736921080339840e+17 2.725028056670525600e+16 2.485058010829686080e+17 1.253898669295635800e+16 1.970453822585384000e+16 -9.878960588858508000e+15 6.747269101824673280e+17 4.120832868082800000e+16 -8.804155670736619000e+15 -3.106746240077574000e+15 1.254791740158824400e+16
5.953550775409276000e+16 4.390033726544851200e+17 6.210970582085736960e+17 6.174259686576594944e+18 3.851645658292960768e+18 3.624058026072266880e+17 2.825499740604016640e+17 -1.228535447570280480e+17 7.339083677651550400e+16 -3.103120473162569600e+16 -1.330571413031275776e+18 5.313586673511615200e+16 -7.658610028923788800e+16 9.817695567015812800e+16 -8.411731602154080000e+15 -9.928287736776841600e+16 1.121582507030354720e+17 4.380002551060379200e+16 -1.295279536483867400e+16 -3.057363483563088640e+17 -1.557537403000340480e+17 1.667493354303341200e+16 -4.428462358930232000e+15 -1.160472322762336000e+16 6.787724016701846400e+16 4.752356153155059000e+15 -3.022170430625818500e+15 -5.710882508755009600e+16 9.882342262514129600e+16 2.293506314963125600e+16 3.488953913314336400e+16 -2.287066837046701200e+16
-1.710734049451359744e+18 9.433611876945580032e+18 -1.095018856810422400e+18 3.851645658292960768e+18 7.009644730649319834e+20 1.893872178119405568e+18 7.888021723760558080e+17 -4.289935581358985600e+17 8.211355418886713600e+17 8.035521091444596480e+17 1.104262167457969357e+19 1.045238523347401984e+18 2.439928264840600064e+18 6.026058101526311680e+17 4.556916911434641280e+17 -5.478168315649185920e+17 3.535136192421192320e+17 2.655319011057122800e+16 -6.450060696797913600e+17 -2.352487210646291200e+17 -3.792894962955208192e+18 -9.529929586026979200e+16 -4.900481810353760000e+16 3.820431038209264640e+17 3.557532809930696960e+17 1.639303163301056320e+17 -5.518640970030623360e+17 4.407479994685688320e+17 1.828764432890014720e+17 -1.048253107445726720e+17 -1.556034604064824320e+17 1.213218310023357920e+17
1.256973896380845824e+18 1.633669643116620800e+18 1.146323437365481728e+18 3.624058026072266880e+17 1.893872178119405568e+18 3.735406360349477888e+18 3.328032412813083520e+17 5.839422396372090880e+17 1.441522876264800320e+17 9.768031736574260800e+16 3.237070672172033920e+17 1.868325651296044480e+17 4.000137852138860160e+17 7.356993308031718400e+16 7.055526389299595200e+16 2.653398669520721280e+17 2.760208306925625600e+16 4.537183396875393600e+16 7.788989279426224000e+16 -1.644659630644365440e+17 2.492132645540731520e+17 8.856379260690481600e+16 4.422401181398887200e+16 3.445963730846235520e+17 9.744211972830800000e+16 3.973721122065872000e+16 -9.062044980967470000e+15 3.198787073533941760e+17 6.307409447132716800e+16 1.174159334149116000e+16 1.557035325168499500e+15 -5.053031958295397600e+16
-2.696837354752742400e+17 2.821526348672653120e+17 2.036512968369276480e+17 2.825499740604016640e+17 7.888021723760558080e+17 3.328032412813083520e+17 1.125451279683542784e+18 -9.261322047164370000e+15 1.181414720447334880e+17 1.164593610259539520e+17 -7.803168927657212800e+16 2.297173727590191680e+17 2.007672771828596000e+16 8.688973448791982400e+16 1.913751445591605600e+16 -6.589847131333335200e+16 6.668224813802036000e+16 9.138998834429056000e+15 9.462680679720784000e+15 -2.384027288762591680e+17 1.183136236907035040e+17 8.892586785422547200e+16 4.620363395580642400e+16 1.949004813173770400e+16 8.088436909637939200e+16 2.220649005281360400e+16 3.674675850123785000e+15 -3.118293965217340000e+15 7.808728626994480000e+16 1.946536728594311200e+16 -1.154156786449475800e+16 -1.514315503254962800e+16
1.945764603134251776e+18 8.245803846842187520e+17 8.907156091907613440e+17 -1.228535447570280480e+17 -4.289935581358985600e+17 5.839422396372090880e+17 -9.261322047164370000e+15 2.326423110225907712e+18 1.130030677608916800e+17 8.818323806927512000e+16 1.231625841671166208e+18 -4.486480592398808800e+16 4.545394261321352320e+17 2.704228489250128800e+16 3.773054266446932800e+16 6.106480163439554560e+17 -1.347472231373633200e+16 1.963743933801986000e+16 -1.665167346270875800e+16 5.727633512636748160e+17 -2.690693823969332480e+17 3.941023117181446400e+16 4.659383674587072800e+16 2.557875064552254720e+17 1.901412768797641250e+15 1.741017527184662600e+16 -9.711613501789846000e+15 5.916013112815208960e+17 7.518461322187682000e+15 1.278435489621856800e+16 -2.305484960337528800e+16 -8.004017921996901000e+15
-3.283606022931025280e+17 -7.145553004813194400e+16 1.232976907622162560e+17 7.339083677651550400e+16 8.211355418886713600e+17 1.441522876264800320e+17 1.181414720447334880e+17 1.130030677608916800e+17 6.356698943638739200e+17 1.880251547901474880e+17 2.607537214188253120e+17 8.331427843512284800e+16 6.570411612492664000e+16 8.467314070740145600e+16 5.165736977462168800e+16 2.922350030699536400e+16 2.676692104536985200e+16 2.457654351895924000e+16 1.293988011763817000e+16 1.243557178289682080e+17 -1.507824763710452800e+17 3.316442930823846800e+16 5.435690062670080000e+16 -1.462563657766374200e+16 4.122381935267606400e+16 3.248543559488690400e+16 5.910588264408785000e+14 1.374071470598719000e+16 2.763852896825003600e+16 3.694480000847249600e+16 -4.587556277026581000e+15 4.968354172002836000e+15
1.248122316383644320e+17 -4.375485311958868800e+16 5.864665707594008000e+16 -3.103120473162569600e+16 8.035521091444596480e+17 9.768031736574260800e+16 1.164593610259539520e+17 8.818323806927512000e+16 1.880251547901474880e+17 1.109345641559982208e+18 4.167839460882380000e+16 -6.001452846686755000e+15 9.790431281151360000e+16 3.680653891781379200e+16 1.115424286575875200e+17 2.110542917196873200e+16 1.088796849780913000e+16 3.901449647845774400e+16 1.121504894146154400e+16 5.480912105971728000e+15 6.346883580980824000e+16 3.881581769891080000e+16 7.651731729637830400e+16 8.610519007023780800e+16 9.904868940009682000e+15 4.996717006123277600e+16 1.029129248502255400e+16 -1.965705416517925250e+15 2.066747144090838800e+16 3.848624611138733600e+16 5.700654633154807000e+15 1.914113982215865600e+16
