# Bispectrum RIC correction for sample NGC and SN subtraction True 
#  k1_eff k2_eff k3_eff Wk_ric
8.398341564699219816e-03 9.675989347270021190e-03 1.006495016666919540e-02 1.209409524100488742e-01
9.660816001471190378e-03 1.035486758812938397e-02 1.706745366152690596e-02 4.955693562096862015e-02
9.007772119436810096e-03 1.748944601386441186e-02 1.892607400560244318e-02 1.277553303725408873e-01
1.705150801613055170e-02 1.840421476683739427e-02 1.942570676309797462e-02 -7.778106228657535523e-03
1.037300000000000028e-02 1.037300000000000028e-02 2.516699999999999840e-02 -7.142869110667562915e-02
9.769466448900455957e-03 1.927894589043359364e-02 2.658851437906784715e-02 2.795174877792871299e-02
1.753799181603130086e-02 1.924126451164290957e-02 2.771166263083434111e-02 -3.833810223809575469e-03
9.010971687876262459e-03 2.721676800270491844e-02 2.868675685440364234e-02 1.063074455484337710e-01
1.807293265473559549e-02 2.711679262636211563e-02 2.875705549350546578e-02 -6.109313091685015596e-04
2.674763747754897378e-02 2.807730597274577661e-02 2.919598274312169145e-02 1.038902107121161518e-03
1.037300000000000028e-02 2.019699999999999968e-02 3.511100000000000332e-02 3.893387886791272248e-03
1.913500356436552419e-02 2.016242681516488069e-02 3.664189709052645405e-02 3.248428657719599089e-03
9.772877285543822221e-03 2.912123895628882658e-02 3.647074903253251510e-02 1.958082182725812137e-02
1.822672198381799363e-02 2.801471471023281659e-02 3.763700367554294324e-02 4.681264260218742472e-03
2.711676035383970423e-02 2.875704790598174534e-02 3.776642144568349152e-02 3.510649897600713609e-03
9.012075274429445781e-03 3.709151422881353660e-02 3.857191632274036691e-02 1.146878757252116077e-01
1.807294225032121324e-02 3.699437271235454794e-02 3.864657612089376915e-02 -1.338935844551995260e-03
2.786623562463268547e-02 3.699435452042212913e-02 3.864660570237683779e-02 5.136064867998954044e-03
3.661163047499783885e-02 3.792802131429769130e-02 3.908288250127824048e-02 4.660946779274378546e-03
2.019699999999999968e-02 2.019699999999999968e-02 4.509299999999999420e-02 -2.614199566046004203e-02
1.037300000000000028e-02 3.013699999999999712e-02 4.509300000000000114e-02 -4.143145668616230598e-02
1.932819369106517429e-02 2.917018583858475150e-02 4.634888460612580918e-02 -9.866591535253855204e-04
2.727701673116906395e-02 2.903445806522206296e-02 4.753683441137734889e-02 2.330950672599725951e-03
9.774238265697234376e-03 3.904017987234259524e-02 4.640957192072723420e-02 7.607560168260180285e-03
1.823018289924571711e-02 3.791602596736583924e-02 4.758342700741843151e-02 -9.886703015789398592e-04
2.786621561751959422e-02 3.776647999135785555e-02 4.771836661248517186e-02 9.000019240869305132e-03
3.699435683659038632e-02 3.864657759467895332e-02 4.771836190375907533e-02 3.723902448412247726e-03
9.013294123073150449e-03 4.702517105204426229e-02 4.851262417833394902e-02 1.234431085825038604e-01
1.807292522275598043e-02 4.692946564494820949e-02 4.859052737281779194e-02 -2.793208099600249638e-03
2.786622830174681487e-02 4.692947691749028982e-02 4.859057121612455482e-02 3.536037719665508297e-03
3.776646439997238813e-02 4.692947541024147101e-02 4.859055284720832646e-02 5.016944282857738711e-03
4.653700936533062410e-02 4.784310940035505638e-02 4.902446718121982600e-02 7.784628850244173712e-03
2.019699999999999968e-02 3.013700000000000059e-02 5.507799999999999502e-02 1.356364603976712574e-02
2.897141308722350761e-02 3.009607270733323167e-02 5.652618949539398724e-02 1.121502205612220394e-02
1.037300000000000201e-02 4.009599999999999970e-02 5.507800000000000196e-02 -3.761590229499182925e-02
1.933486113636370685e-02 3.909660055872501289e-02 5.631321842830692287e-02 -2.062563533543079405e-03
2.802761869719408439e-02 3.792542611328370006e-02 5.753945240450314413e-02 4.122343807744294729e-03
3.699437780055986336e-02 3.864657502525823546e-02 5.768335257959456008e-02 4.897975689453424849e-04
9.774775000470420014e-03 4.900749515951727947e-02 5.638112906783479539e-02 9.829799426684653063e-03
1.823103143468384271e-02 4.786748334003219918e-02 5.754724826620482431e-02 -3.695479264175750497e-03
2.786622894390155050e-02 4.771836383406631577e-02 5.768335810992099300e-02 3.119035863678290381e-03
3.776645954310601377e-02 4.771836707318449777e-02 5.768334785581134133e-02 4.695005852214515461e-03
4.692945603807774368e-02 4.859055517599110419e-02 5.768336469327486893e-02 -1.297131371404467272e-03
9.012572448048554799e-03 5.698453108367366321e-02 5.847100787512296560e-02 1.165320879609598459e-01
1.807293081509465937e-02 5.689091039031309721e-02 5.854952619525703728e-02 -3.865409819696329248e-03
2.786623240345638408e-02 5.689089196159881345e-02 5.854951871692279375e-02 -2.200521611939902709e-04
3.776645680021260831e-02 5.689089901918542580e-02 5.854952810412170777e-02 4.380815434629452797e-03
4.771837656328652838e-02 5.689088831616549713e-02 5.854950428419727904e-02 4.565129886594540207e-03
5.649623339234694647e-02 5.779377503475290750e-02 5.898090588246621829e-02 9.118109175565814600e-03
3.013700000000000059e-02 3.013700000000000059e-02 6.505900000000000571e-02 1.101299338413230453e-02
2.019699999999999968e-02 4.009599999999999970e-02 6.505900000000000571e-02 7.194219862213735266e-03
2.919131725795807639e-02 3.911096740258993010e-02 6.626078120357706269e-02 3.466996973073074341e-03
3.715718049369746284e-02 3.893400854725139609e-02 6.745825485089372575e-02 1.865422095915488920e-03
1.037300000000000028e-02 5.009300000000000558e-02 6.505900000000000571e-02 -5.579461149193774838e-02
1.933340078342539112e-02 4.906293838686714287e-02 6.628005554992688619e-02 -3.700984294398228930e-03
2.802895577286029435e-02 4.787732722120262990e-02 6.750493088654761775e-02 3.195388602205743132e-03
3.776645820770746509e-02 4.771836357059209416e-02 6.765120140326687237e-02 1.345287682571346365e-03
4.692948775838578362e-02 4.859055730803477080e-02 6.765120753113164354e-02 -1.464795006561411426e-03
9.775043468324437143e-03 5.896851563035509364e-02 6.634493878427427660e-02 1.009538313910264898e-02
1.823094050409425695e-02 5.783092715496899322e-02 6.751411161013425033e-02 -3.165789359304416097e-03
2.786622085063100371e-02 5.768335860321664038e-02 6.765119186219975544e-02 5.539486775568673452e-04
3.776646115584233326e-02 5.768335222359245035e-02 6.765120624464049381e-02 1.962414985624387660e-03
4.771836371206816113e-02 5.768335278651379183e-02 6.765120402324088789e-02 1.988553400922026156e-03
5.689090162343233420e-02 5.854953176252433028e-02 6.765120073483504859e-02 2.080998516498811304e-03
9.013022946157222756e-03 6.694474886557071069e-02 6.843361671529216150e-02 1.162925892143643475e-01
1.807293642313794954e-02 6.685180309967493628e-02 6.851361922650417435e-02 -2.323945871631791053e-03
2.786623186404482352e-02 6.685181535123256580e-02 6.851362208173762680e-02 -1.606638234009182768e-03
3.776646733677255230e-02 6.685180312101923761e-02 6.851360846322916698e-02 1.609014503711771269e-03
4.771836657957951450e-02 6.685180546787740374e-02 6.851362060138936616e-02 2.435654748092058123e-03
5.768334303821216064e-02 6.685180200077710244e-02 6.851362065032066961e-02 2.346072783438072924e-03
6.645326330637520151e-02 6.774563529496797909e-02 6.894357582077086100e-02 6.174330453948029783e-03
3.013700000000000059e-02 4.009599999999999970e-02 7.505300000000000860e-02 3.342427563946373525e-02
3.888997177447325176e-02 4.005342174840749447e-02 7.645749901707461771e-02 3.085387752272469343e-03
2.019699999999999968e-02 5.009299999999999864e-02 7.505299999999999472e-02 -3.306384060149143017e-02
2.919190358134882146e-02 4.908006738761425819e-02 7.624113995356579521e-02 5.372638409098386136e-03
3.793165808232015768e-02 4.788220292340825135e-02 7.748309195872016275e-02 3.017563207212608199e-03
4.692946817582795832e-02 4.859055703014088234e-02 7.763486144426497149e-02 1.247456248990970722e-03
1.037300000000000028e-02 6.006700000000000234e-02 7.505299999999998084e-02 4.856292046898302850e-03
1.933578202652998929e-02 5.902694947875414266e-02 7.625787883384381460e-02 -1.570453018013118424e-03
2.802975916873207823e-02 5.784155130968569869e-02 7.748689626396917940e-02 4.033323984944196632e-03
3.776646394375002963e-02 5.768335587954808580e-02 7.763487258935215796e-02 2.977457535745511082e-03
4.771836415744134391e-02 5.768335675103189453e-02 7.763486706143622740e-02 3.908954674674170338e-04
5.689089465803887774e-02 5.854951288383115210e-02 7.763486957457126081e-02 2.109653755508194162e-03
9.775381103274683597e-03 6.894277574613433268e-02 7.632465884886796559e-02 5.348817968425799256e-03
1.823214754076746616e-02 6.779934425408876142e-02 7.749577574117307022e-02 -4.546258247611758424e-03
2.786621940080810308e-02 6.765120286458464749e-02 7.763487205767513610e-02 1.899446526612325742e-03
3.776645950324753614e-02 6.765120672652111256e-02 7.763486456655319112e-02 2.898008846097599521e-04
4.771837079925116826e-02 6.765120243927386090e-02 7.763486877720487955e-02 1.421325467866008715e-03
5.768335628604509546e-02 6.765120182170146490e-02 7.763486977126914101e-02 3.516423138281632096e-04
6.685180461926983064e-02 6.851362097709205734e-02 7.763487460459764233e-02 -1.257096692553629760e-03
9.013437450486321001e-03 7.692208600468623814e-02 7.841310964730165145e-02 1.193448500895422093e-01
1.807294131382202254e-02 7.682964079014552305e-02 7.849427021255228620e-02 -2.452827336758461266e-03
2.786622767250879901e-02 7.682962633551444764e-02 7.849427904437084047e-02 3.677271123569878907e-03
3.776645604056524941e-02 7.682962682475254212e-02 7.849427926353005902e-02 2.081423829321497540e-03
4.771835905836659814e-02 7.682963350654455070e-02 7.849427780423390288e-02 1.386166192308383284e-03
5.768334541020567197e-02 7.682962198304946200e-02 7.849427505333506083e-02 1.494648467979923156e-03
6.765120600066411305e-02 7.682963165339867784e-02 7.849427534250555394e-02 3.237566861741252456e-03
7.505300000000000860e-02 7.505300000000000860e-02 7.763488959492009789e-02 2.440469028389068672e-03
