# Tk at z_eff=1.5038 (p=0.0, SGC) raw output of classy 
#  dict_keys(['k (h/Mpc)', 'd_g', 'd_b', 'd_cdm', 'd_ur', 'd_ncdm[0]', 'd_tot', 'phi', 'psi'])
1.043377881430805848e-04 -6.376485882182048037e-02 -4.897063379126111171e-02 -4.897074880443763600e-02 -6.372657407363961635e-02 -4.895346420669601656e-02 -4.898004127226929932e-02 5.858351450084662293e-01 5.854587770001252744e-01
1.313534929037203224e-04 -9.966140175645034349e-02 -7.760810975642946918e-02 -7.760839743339242869e-02 -9.956622520532704135e-02 -7.756731918657874814e-02 -7.762215417657129801e-02 5.857839921882760370e-01 5.854151800475780876e-01
1.653642501444183466e-04 -1.544982271985106681e-01 -1.229877522804371098e-01 -1.229884700499464106e-01 -1.542630476695190378e-01 -1.228890379731688298e-01 -1.230078735687093056e-01 5.857033831407116864e-01 5.853463055602042830e-01
2.081812567090955408e-04 -2.364198298521861530e-01 -1.948904026463576800e-01 -1.948921865550354571e-01 -2.358442604148759392e-01 -1.946485503574337805e-01 -1.949170647581061067e-01 5.855767718909445918e-01 5.852377008648110834e-01
2.620846743303253501e-04 -3.543935581956392245e-01 -3.088005004889092797e-01 -3.088049068523137097e-01 -3.530062655585687326e-01 -3.082033420778232391e-01 -3.088301703654410257e-01 5.853789176279198259e-01 5.850669495763781702e-01
3.299450565562450925e-04 -5.140846368648052112e-01 -4.892170007343981109e-01 -4.892277793280807585e-01 -5.108209809919184163e-01 -4.877360566672791498e-01 -4.892344708014795263e-01 5.850721428190209794e-01 5.847997173827079731e-01
4.153762161945206348e-04 -7.077866145262282638e-01 -7.748652826425234119e-01 -7.748912512222360105e-01 -7.003988012811361852e-01 -7.711860055783641421e-01 -7.748263068433703937e-01 5.846020498214382632e-01 5.843844455102401581e-01
5.229276740221899117e-04 -8.970571575025088062e-01 -1.226874523132625239e+00 -1.226935627326934286e+00 -8.813272999521370998e-01 -1.217738463602472176e+00 -1.226671747039353999e+00 5.838938868456235998e-01 5.837460565942769186e-01
6.583269373569515916e-04 -9.999476106151182764e-01 -1.941551253099704111e+00 -1.941689918025140793e+00 -9.695585945497202651e-01 -1.918932518549108401e+00 -1.940960951210352947e+00 5.828515972718701921e-01 5.827802249513547306e-01
8.287845107072932399e-04 -9.311353074832121601e-01 -3.070222768637360211e+00 -3.070520905583224991e+00 -8.807313595026535769e-01 -3.014559600966517650e+00 -3.068852004905726627e+00 5.813599436934608899e-01 5.813513085047310458e-01
1.043377881430806661e-03 -7.553692993383801513e-01 -4.849861803403110017e+00 -4.850455847659424613e+00 -6.888500642933050866e-01 -4.714269687130111741e+00 -4.847132219170958045e+00 5.792806044621185979e-01 5.792958277788616828e-01
1.313534929037204037e-03 -7.597200137821296106e-01 -7.649947417868692590e+00 -7.651025038126328504e+00 -6.938460134815891411e-01 -7.324946167643917150e+00 -7.644990735833850692e+00 5.764196951213351738e-01 5.764211967777769230e-01
1.653642501444184225e-03 -8.713717023492106861e-01 -1.204303420912548006e+01 -1.204484182435459161e+01 -8.199851334831624872e-01 -1.128275545838133098e+01 -1.203400410171482804e+01 5.724680855156074610e-01 5.724625586638134589e-01
2.081812567090956384e-03 -6.797805679286539338e-01 -1.890963467420892741e+01 -1.891269128537919997e+01 -6.573472833223947820e-01 -1.719093469243302152e+01 -1.889283934873601112e+01 5.670527435453627252e-01 5.670547184207043179e-01
2.620846743303254910e-03 -7.764128495902383742e-01 -2.958982837129535426e+01 -2.959553143977412049e+01 -7.570975622406099781e-01 -2.587131084512659740e+01 -2.955948458650376764e+01 5.597748877540907886e-01 5.597725324109775746e-01
3.299450565562452118e-03 -7.087186692689974032e-01 -4.609951323196998629e+01 -4.611075063379419703e+01 -6.770888348630722531e-01 -3.843466965386407708e+01 -4.604542722784598396e+01 5.501698113743256346e-01 5.501684999261431397e-01
4.153762161945208191e-03 -6.639766276131578993e-01 -7.142610900140608976e+01 -7.144890423079334596e+01 -6.330721527776820290e-01 -5.629030402248368148e+01 -7.133180387407536216e+01 5.377611677022899883e-01 5.377603654398812605e-01
5.229276740221901719e-03 -6.540438845882400321e-01 -1.099116529540777805e+02 -1.099604845816797933e+02 -6.582237771925925074e-01 -8.093649474132453747e+01 -1.097521271890161643e+02 5.220552383127886609e-01 5.220547025196532465e-01
6.583269373569518301e-03 -6.453227164201016386e-01 -1.677085965971257906e+02 -1.678165010470242464e+02 -6.551731800345308443e-01 -1.138069620112604525e+02 -1.674491106674728655e+02 5.025559496324231157e-01 5.025558037263493372e-01
8.287845107072935869e-03 -5.767443315820381944e-01 -2.532222774746654181e+02 -2.534664489344249887e+02 -5.586153346492493954e-01 -1.559353848997668308e+02 -2.528263608747870421e+02 4.787644701134428638e-01 4.787644400142377354e-01
1.043377881430807008e-02 -5.421613596428003223e-01 -3.773313234518831223e+02 -3.778897548410574814e+02 -5.251217080632654133e-01 -2.061852593747748301e+02 -3.767857549897274794e+02 4.501874091875043837e-01 4.501874021588339048e-01
1.313534929037204514e-02 -5.012600278539913745e-01 -5.528922061240174344e+02 -5.541661245267105187e+02 -4.854993040271395333e-01 -2.597948247479911856e+02 -5.522828579616432307e+02 4.163513033255744622e-01 4.163513005876980366e-01
1.653642501441474066e-02 -4.536527153155660574e-01 -7.926977898371372930e+02 -7.955522486706862537e+02 -4.393828017363908822e-01 -3.159184933422333756e+02 -7.924291961750165001e+02 3.769280499051049227e-01 3.769280482038067093e-01
2.081812550581494531e-02 -3.993486793568772897e-01 -1.104949416057755798e+03 -1.111107806390501764e+03 -3.867803280953071576e-01 -3.560573956884153972e+02 -1.106019032650855024e+03 3.319405592007101391e-01 3.319405580206593598e-01
2.620834159861067797e-02 -3.396919011825327850e-01 -1.487153778622284108e+03 -1.499579803433027109e+03 -3.289961841624098327e-01 -3.752435422716563949e+02 -1.491588237288500977e+03 2.824558742494827079e-01 2.824558734711897223e-01
3.297707069353843917e-02 -2.786301197578137656e-01 -1.927226904396742611e+03 -1.949605842925986735e+03 -2.698533156985735149e-01 -3.678635636709018968e+02 -1.937694107905022747e+03 2.317616869923888046e-01 2.317616865133499404e-01
4.095687481729270302e-02 -2.259452709191313857e-01 -2.407686750103337545e+03 -2.440622454427616958e+03 -2.188255250564037635e-01 -3.431237772608756700e+02 -2.424405651316065359e+03 1.879888636990167672e-01 1.879888634112915069e-01
4.769128111748335841e-02 -1.954478879304517858e-01 -2.825864043523487908e+03 -2.863096155521636774e+03 -1.892877055149078114e-01 -3.220858747125151922e+02 -2.843929448122867598e+03 1.626377032026156411e-01 1.626377030043034411e-01
5.257408315740727534e-02 -1.793054927019742673e-01 -3.154725148091300525e+03 -3.191741373008747360e+03 -1.736532820847853098e-01 -3.093722168733194735e+02 -3.170856212702895846e+03 1.492153462372844686e-01 1.492153460809607368e-01
5.659956586758269070e-02 -1.685919668925337789e-01 -3.442498631385816680e+03 -3.477698767813764789e+03 -1.632769257789921657e-01 -3.002153264685544514e+02 -3.455583147782400829e+03 1.403057540797758573e-01 1.403057539491421313e-01
6.019323165754984079e-02 -1.603315681106903812e-01 -3.707122581848376285e+03 -3.740102432142686666e+03 -1.552765401735963779e-01 -2.925576795371289336e+02 -3.716948197462948883e+03 1.334355363612477197e-01 1.334355362488646168e-01
6.354465018369143126e-02 -1.533086996143155911e-01 -3.954159535261217115e+03 -3.985178553304580873e+03 -1.484747806908071621e-01 -2.854073638103286612e+02 -3.961036543176291616e+03 1.275942686675703153e-01 1.275942685693205181e-01
6.675411010677707868e-02 -1.469219049800370713e-01 -4.184654100706065947e+03 -4.214426175603048250e+03 -1.422891209236370191e-01 -2.781787726323634615e+02 -4.189265355372044723e+03 1.222818897760699075e-01 1.222818896893904522e-01
6.988172453642764459e-02 -1.408441412555788419e-01 -4.397903589662072591e+03 -4.427473894555296283e+03 -1.364028142879917804e-01 -2.706364059536655304e+02 -4.401211960372268550e+03 1.172263762302463985e-01 1.172263761533686860e-01
7.296696933989939293e-02 -1.348954076640241639e-01 -4.592702573738571118e+03 -4.623341839884023102e+03 -1.306415193222628390e-01 -2.626972523998939550e+02 -4.595865679793007985e+03 1.122780821318805078e-01 1.122780820634970839e-01
7.603765997589209680e-02 -1.289881887153832007e-01 -4.768119728959124586e+03 -4.801214505758783162e+03 -1.249204728414829990e-01 -2.542212196538801265e+02 -4.772396358862167290e+03 1.073641491743265591e-01 1.073641491134356557e-01
7.911454529889075382e-02 -1.230984288927733233e-01 -4.924026030335842734e+03 -4.960957264525522987e+03 -1.192163693838316774e-01 -2.452293549206809189e+02 -4.930671040843676565e+03 1.024645452118770617e-01 1.024645451576581684e-01
8.221385964216429421e-02 -1.172481839770266182e-01 -5.061500709125984031e+03 -5.103511148924739246e+03 -1.135505586301526898e-01 -2.359299442939530707e+02 -5.071648589388373694e+03 9.759764407727508639e-02 9.759764402900196478e-02
8.534883475414022092e-02 -1.114927087100772429e-01 -5.183102378413639599e+03 -5.231160584353406193e+03 -1.079765477828886211e-01 -2.264599003078197939e+02 -5.197645404394511388e+03 9.280934432329354666e-02 9.280934428032952543e-02
8.853064283441744453e-02 -1.059095233459168006e-01 -5.293029525650568758e+03 -5.347698558888659136e+03 -1.025694054640965969e-01 -2.169526385416105825e+02 -5.312499311255976863e+03 8.816412376532362094e-02 8.816412372709075962e-02
9.176900992719827510e-02 -1.005866628629816378e-01 -5.397038591592691773e+03 -5.458365989621891458e+03 -9.741438387509347707e-02 -2.076759246399669223e+02 -5.421506514203515508e+03 8.373521332110321624e-02 8.373521328706029498e-02
9.507262892646779762e-02 -9.561043985446907034e-02 -5.502106038650776100e+03 -5.569559414653491331e+03 -9.259506960463038949e-02 -1.988939647708572522e+02 -5.531122994392691908e+03 7.959440581000448711e-02 7.959440577964360664e-02
9.844944571560064472e-02 -9.105513495662728718e-02 -5.615959708796936866e+03 -5.688407453667128721e+03 -8.818339463514575371e-02 -1.907677820948716203e+02 -5.648535608465477708e+03 7.580355116486374445e-02 7.580355113772070663e-02
1.019068621252263857e-01 -8.696985047298134985e-02 -5.746113154291832871e+03 -5.821895420504817594e+03 -8.422691175670199426e-02 -1.834024861111893188e+02 -5.780777225845306020e+03 7.240350697426570226e-02 7.240350694992266078e-02
1.054518826547446858e-01 -8.337055334062346001e-02 -5.898908470685845714e+03 -5.975983934049130767e+03 -8.074108169966512372e-02 -1.768781299014359547e+02 -5.933838102920548408e+03 6.940763422101256519e-02 6.940763419909667942e-02
1.090912221330706533e-01 -8.023403184693486678e-02 -6.078357481278737396e+03 -6.154540718376720179e+03 -7.770342714478425949e-02 -1.712013022684703571e+02 -6.111588717121863738e+03 6.679665688379106403e-02 6.679665686397852353e-02
1.128313855953949896e-01 -7.749638173030250210e-02 -6.285059248413475871e+03 -6.358329408704407797e+03 -7.505206138595882370e-02 -1.662680577871754224e+02 -6.314762403764875671e+03 6.451747904889376661e-02 6.451747903091351044e-02
1.166787279874305638e-01 -7.505761787886766623e-02 -6.515435203887183889e+03 -6.584281625560643079e+03 -7.269015632635848767e-02 -1.618777447363642636e+02 -6.540225434671685434e+03 6.248698368257075975e-02 6.248698366620721034e-02
1.206394989759898007e-01 -7.279195121648225630e-02 -6.761480088835582137e+03 -6.825233092626224789e+03 -7.049589435450252795e-02 -1.577657097550398646e+02 -6.780716976714546036e+03 6.060057987482348613e-02 6.060057985991095658e-02
1.247198766315051471e-01 -7.056409767410981582e-02 -7.011331263540842883e+03 -7.070408134580046863e+03 -6.833826257851191577e-02 -1.536463257536168783e+02 -7.025344628652171195e+03 5.874575609307451651e-02 5.874575607949102107e-02
1.289259927523367377e-01 -6.824988019833082287e-02 -7.250815579963902564e+03 -7.306809733766855970e+03 -6.609700442524379937e-02 -1.492561609243674923e+02 -7.260992175271340784e+03 5.681921214355105387e-02 5.681921213120658815e-02
1.332639519395265038e-01 -6.575847145950813877e-02 -7.466010143094556952e+03 -7.521556543176761807e+03 -6.368415933387726324e-02 -1.444001638778729273e+02 -7.474679957960546744e+03 5.474537450731314231e-02 5.474537449613831736e-02
1.377398460901775312e-01 -6.305099892095630820e-02 -7.646421350824385627e+03 -7.704807803075712400e+03 -6.106208005509771580e-02 -1.389917862051214570e+02 -7.656514868279215989e+03 5.249188231217475492e-02 5.249188230210934114e-02
1.423597656850012216e-01 -6.015089383122964456e-02 -7.788166022698546840e+03 -7.852714947370078335e+03 -5.825345653599896256e-02 -1.330829541572364576e+02 -7.802662977362293532e+03 5.007817814766023223e-02 5.007817813864053752e-02
1.471298090529082336e-01 -5.714178663576495454e-02 -7.896264084845169236e+03 -7.969575103187599780e+03 -5.533927679840146274e-02 -1.268581349008024688e+02 -7.917513799892670249e+03 4.757378282041652834e-02 4.757378281236922940e-02
1.520560906705344939e-01 -5.415196314239939523e-02 -7.985191019170691106e+03 -8.068414163087155430e+03 -5.244377432249888726e-02 -1.206097366090859850e+02 -8.014255430207252175e+03 4.508538020094614990e-02 4.508538019378444811e-02
1.571447494749977913e-01 -5.132625739175774443e-02 -8.076901272206851900e+03 -8.169250422313805757e+03 -4.970720901885263693e-02 -1.146772271782186579e+02 -8.113109065042743168e+03 4.273343074629120525e-02 4.273343073991732466e-02
1.624019581183401839e-01 -4.879021312597513899e-02 -8.196070513211410798e+03 -8.294791740726241187e+03 -4.725115952997198387e-02 -1.093482078324788773e+02 -8.236976340993878694e+03 4.062239179036494091e-02 4.062239178467592221e-02
1.678339340610477959e-01 -4.661454670875889161e-02 -8.363085031434529810e+03 -8.464004033434315716e+03 -4.514411168955013987e-02 -1.047631396819330263e+02 -8.404949457143557083e+03 3.881108196464690130e-02 3.881108195954447587e-02
1.734469533822585174e-01 -4.479130466019113493e-02 -8.586650147558841127e+03 -8.685271395236924945e+03 -4.337836159971511507e-02 -1.009074982424138796e+02 -8.625419740561084836e+03 3.729297917459415551e-02 3.729297916999305823e-02
1.792473681711116706e-01 -4.323231280959503181e-02 -8.858709569967584684e+03 -8.951622322911916854e+03 -4.186852333978878515e-02 -9.764798920680256344e+01 -8.891280374174197277e+03 3.599473001013077378e-02 3.599473000596285083e-02
1.852416283549576936e-01 -4.179971391580870888e-02 -9.155812200181379012e+03 -9.241945276807231494e+03 -4.048109333781940711e-02 -9.463690895383480495e+01 -9.181159051426289807e+03 3.480170493054203507e-02 3.480170492676055993e-02
1.914363088159334592e-01 -4.033534975591659272e-02 -9.442161329799164378e+03 -9.523419830544064098e+03 -3.906290591827180775e-02 -9.150315673003333927e+01 -9.461934686326410883e+03 3.358238301489634148e-02 3.358238301147321164e-02
1.978381426500226969e-01 -3.871718427851320032e-02 -9.681793543698309804e+03 -9.762632000677658652e+03 -3.749577980094238872e-02 -8.803679469349938813e+01 -9.699963580269659360e+03 3.223519032096276715e-02 3.223519031787987904e-02
2.044540614366398001e-01 -3.691900579595190635e-02 -9.857053181792629402e+03 -9.942907969987927572e+03 -3.575432920406951265e-02 -8.409500626141461055e+01 -9.878502792653234792e+03 3.073829887248590714e-02 3.073829886972878969e-02
2.112912434186454136e-01 -3.501572168556582598e-02 -9.977930727748911522e+03 -1.007302098534813194e+04 -3.391109375352350380e-02 -7.991995970325120879e+01 -1.000647292196854323e+04 2.915400421075357504e-02 2.915400420830058237e-02
2.183571705513595307e-01 -3.314374667139499686e-02 -1.007909100047504762e+04 -1.018448650167842061e+04 -3.209817955415415758e-02 -7.578042735478695135e+01 -1.011572358031696604e+04 2.759575126718726013e-02 2.759575126500972420e-02
2.256596954756984463e-01 -3.143803391509145811e-02 -1.020543516629021542e+04 -1.031838791783642773e+04 -3.044627775107866183e-02 -7.198117470474113588e+01 -1.024772829894803908e+04 2.617578957030105430e-02 2.617578956836446105e-02
2.332071196186495665e-01 -2.997806628191236958e-02 -1.039331161797538152e+04 -1.050842401526682625e+04 -2.903236319003880267e-02 -6.875481355472432199e+01 -1.043642996901687184e+04 2.496022732969538707e-02 2.496022732796374100e-02
2.410082838404624950e-01 -2.875227074776865940e-02 -1.065142259700016803e+04 -1.076334461834518152e+04 -2.784522743355938648e-02 -6.604924370518909882e+01 -1.069052556800914317e+04 2.393951229001854697e-02 2.393951228846121979e-02
2.490726733524173120e-01 -2.765787806591125941e-02 -1.095036627209828112e+04 -1.105673431063007774e+04 -2.678534825596717156e-02 -6.362214863836823753e+01 -1.098326497572418157e+04 2.302817274632802669e-02 2.302817274492365007e-02
2.574105390470100008e-01 -2.655915887452654084e-02 -1.123637032520101639e+04 -1.133925751128647607e+04 -2.572128301061349029e-02 -6.117090687488737188e+01 -1.126486766762514890e+04 2.211330353632875306e-02 2.211330353506463925e-02
2.660330379459330818e-01 -2.536900754078740688e-02 -1.146419430221482253e+04 -1.156893032867273723e+04 -2.456867466001882300e-02 -5.850187318709294715e+01 -1.149305305822024457e+04 2.112245747720037717e-02 2.112245747606857765e-02
2.749523962221981921e-01 -2.409402384099369049e-02 -1.162581718618675404e+04 -1.173757003930822248e+04 -2.333391797698137690e-02 -5.562547710497097597e+01 -1.165970611235030447e+04 2.006100869367700296e-02 2.006100869266968026e-02
2.841820992472194329e-01 -2.282632418386608061e-02 -1.176008532728471073e+04 -1.188033456383541852e+04 -2.210621422105059006e-02 -5.275432742503429040e+01 -1.180038467743805813e+04 1.900565792754177474e-02 1.900565792664760459e-02
2.937371144283142943e-01 -2.167674404784439984e-02 -1.192853846043853628e+04 -1.205407070114664566e+04 -2.099290001429949051e-02 -5.014246949207516479e+01 -1.197238184559566253e+04 1.804858214189027782e-02 1.804858214109475792e-02
3.036341543436755219e-01 -2.068401125840142393e-02 -1.216429841604978355e+04 -1.228978912595391375e+04 -2.003148127827192662e-02 -4.787736617064290812e+01 -1.220688089528620185e+04 1.722200227924825314e-02 1.722200227853738774e-02
3.138919900014220388e-01 -1.979543850334444105e-02 -1.244658506096792007e+04 -1.256899046656253267e+04 -1.917093606542451950e-02 -4.588310486284926526e+01 -1.248511869569902228e+04 1.648209401119406226e-02 1.648209401055672832e-02
3.245318271633457763e-01 -1.891859941089201955e-02 -1.271868861690592166e+04 -1.283975524788456642e+04 -1.832175640629037788e-02 -4.386981113225384377e+01 -1.275468858659231410e+04 1.575199072615748527e-02 1.575199072558739616e-02
3.355777628968756310e-01 -1.799808817268318262e-02 -1.293648499508824352e+04 -1.306092586482577826e+04 -1.743028589646927751e-02 -4.178638804058488887e+01 -1.297417828909529999e+04 1.498558460598631119e-02 1.498558460547853508e-02
3.470573453133869446e-01 -1.706388641895652605e-02 -1.311470387592061161e+04 -1.324550606212711682e+04 -1.652555684411999640e-02 -3.963463178357153538e+01 -1.315679602605315267e+04 1.420783280828360681e-02 1.420783280783332291e-02
3.590022675081622761e-01 -1.618551380381623439e-02 -1.330835384812375742e+04 -1.344388410559013937e+04 -1.567489547883715514e-02 -3.761869366538932979e+01 -1.335339801538135180e+04 1.347651463108023515e-02 1.347651463068083762e-02
3.714492380842650543e-01 -1.539782517296187439e-02 -1.355536126594140114e+04 -1.369157063793411908e+04 -1.491205496045548522e-02 -3.581894651976574551e+01 -1.359969217832268077e+04 1.282065788003050599e-02 1.282065787967530922e-02
3.844410869336386538e-01 -1.466234356690739038e-02 -1.382959103091231191e+04 -1.396496736741333916e+04 -1.419977448260746102e-02 -3.412871153376104161e+01 -1.387180233897509061e+04 1.220825171094427376e-02 1.220825171062833552e-02
3.980281886988606965e-01 -1.392589349044051281e-02 -1.408038122675305021e+04 -1.421755819527438507e+04 -1.348655750550195251e-02 -3.242408074985763733e+01 -1.412279949136385221e+04 1.159506823061255340e-02 1.159506823033253607e-02
4.122703216106688995e-01 -1.318418527032991401e-02 -1.429945045609576118e+04 -1.444126195101426856e+04 -1.276824899544471044e-02 -3.072279183427492200e+01 -1.434461272121982438e+04 1.097753572188219992e-02 1.097753572163492550e-02
4.272391328473755800e-01 -1.247497212543829427e-02 -1.452940782657274576e+04 -1.467496448646823592e+04 -1.208141027890145304e-02 -2.908735080200323608e+01 -1.457651338143122302e+04 1.038703945215602165e-02 1.038703945193803456e-02
4.430214643753784820e-01 -1.181358652796278032e-02 -1.479569348153795181e+04 -1.494238732776356665e+04 -1.144088909293475287e-02 -2.756238746035560538e+01 -1.484237124397499974e+04 9.836348984203499915e-03 9.836348984011412250e-03
4.597239247053869216e-01 -1.117566038440150414e-02 -1.507316316964301950e+04 -1.522124349593425723e+04 -1.082308775961104801e-02 -2.608141822053896774e+01 -1.511956444723113600e+04 9.305189974422823848e-03 9.305189974254024846e-03
4.774793064618576555e-01 -1.053845580881504658e-02 -1.533198606992726309e+04 -1.548368892939698162e+04 -1.020598588086445505e-02 -2.461032684163636475e+01 -1.538007980673864404e+04 8.774647017784197728e-03 8.774647017636558882e-03
4.964558102285431818e-01 -9.917849620092279023e-03 -1.559820180742477714e+04 -1.575328366876184191e+04 -9.604958494497273236e-03 -2.317095266025308220e+01 -1.564774605834672548e+04 8.257921846963042767e-03 8.257921846834466797e-03
5.168706622410320639e-01 -9.324439519839232762e-03 -1.589665168317471034e+04 -1.605368687611824862e+04 -9.030268983361636193e-03 -2.179766470212669915e+01 -1.594628648344807152e+04 7.763829191675094069e-03 7.763829191563509716e-03
5.390108467112463275e-01 -8.736847721769767927e-03 -1.619826358516904838e+04 -1.635832399445619012e+04 -8.461214497177314831e-03 -2.043233485272712713e+01 -1.624887038514988126e+04 7.274586947350042583e-03 7.274586947253863442e-03
5.632658120542870517e-01 -8.154824012491027063e-03 -1.651011450180394968e+04 -1.667373605612585379e+04 -7.897552587002551125e-03 -1.906851854836930116e+01 -1.656208935235473109e+04 6.789980280876775111e-03 6.789980280794572637e-03
5.901812496498822780e-01 -7.582248613432641254e-03 -1.685342745742111219e+04 -1.701997053440480158e+04 -7.343040733509516478e-03 -1.774749720199459091e+01 -1.690607259893235096e+04 6.313236927279600175e-03 6.313236927209928476e-03
6.205519319481119789e-01 -7.006140226485513614e-03 -1.721669678258177009e+04 -1.738707336471486997e+04 -6.785107560102642509e-03 -1.640422071797604531e+01 -1.727067299482251110e+04 5.833553306913073951e-03 5.833553306854821936e-03
6.555914446248338745e-01 -6.424553521979642183e-03 -1.762090268710644159e+04 -1.779510917612669800e+04 -6.221868829393070906e-03 -1.504721846073824132e+01 -1.767599577311025496e+04 5.349306809341695078e-03 5.349306809293822781e-03
6.972641270728331397e-01 -5.825682782814433497e-03 -1.807419729915538483e+04 -1.825296381640396794e+04 -5.641891418929531263e-03 -1.364522500447238507e+01 -1.813076538050221279e+04 4.850669298386837969e-03 4.850669298348459814e-03
7.489860481473911147e-01 -5.197362301365872871e-03 -1.860585747876117966e+04 -1.878981863360293937e+04 -5.033393370271858902e-03 -1.217742170492133091e+01 -1.866402760108141592e+04 4.327510052253692382e-03 4.327510052224008662e-03
8.172246958700447594e-01 -4.518579877993006422e-03 -1.925773373511316822e+04 -1.944811350404870245e+04 -4.376025410135679292e-03 -1.058546523398329775e+01 -1.931791045057395240e+04 3.762334085013310184e-03 3.762334084991633947e-03
9.152789718252951623e-01 -3.762035112225873938e-03 -2.011179702542500308e+04 -2.031058856335828750e+04 -3.643348554838154833e-03 -8.826397244646605245e+00 -2.017460614504422847e+04 3.132407594615498579e-03 3.132407594601093002e-03
1.070301791652423562e+00 -2.914201601260154022e-03 -2.130367946116524035e+04 -2.151421777873507017e+04 -2.822262813090469814e-03 -6.843217116092870533e+00 -2.137017087293029908e+04 2.426474113198755569e-03 2.426474113190589792e-03
1.317123541579720447e+00 -2.068863352282800799e-03 -2.290384628415318366e+04 -2.313016906046830991e+04 -2.003593792013865643e-03 -4.858020896429342983e+00 -2.297529596854597548e+04 1.722615151230257090e-03 1.722615151226428555e-03
1.655384394845416107e+00 -1.411811467803648261e-03 -2.468872271502683725e+04 -2.493267974269987462e+04 -1.367271008726239547e-03 -3.311275552899977992e+00 -2.476572928922322171e+04 1.175529629242781822e-03 1.175529629241129064e-03
2.083952600795073273e+00 -9.564418601753020121e-04 -2.650686327794859972e+04 -2.676882607824999286e+04 -9.262677390797689975e-04 -2.243587745039474779e+00 -2.658956851150942384e+04 7.963716448619780888e-04 7.963716448612717311e-04
2.623540688615224159e+00 -6.452604369847552779e-04 -2.834223841462871496e+04 -2.862244849475084266e+04 -6.249036938387899200e-04 -1.513000153670738257e+00 -2.843075721498671919e+04 5.372704942712548497e-04 5.372704942709539836e-04
3.302842041669530104e+00 -4.337066652081119126e-04 -3.019211534079492048e+04 -3.049083277102949432e+04 -4.200241939952929359e-04 -1.020157581483805531e+00 -3.028659180671643844e+04 3.611228489677946268e-04 3.611228489676668535e-04
4.158031777399895823e+00 -2.905274495714474576e-04 -3.205394451200459662e+04 -3.237148225141610601e+04 -2.813621253399899136e-04 -6.829453889015733026e-01 -3.215457981481832030e+04 2.419064246416098368e-04 2.419064246415558435e-04
5.234651867616397780e+00 -1.940169308278170133e-04 -3.392569841153715970e+04 -3.426247767064681102e+04 -1.878964129831487415e-04 -4.569870972210186011e-01 -3.403279464083476341e+04 1.615482199588028458e-04 1.615482199587800504e-04
6.590036258038080241e+00 -1.292017495824849074e-04 -3.580543828381312778e+04 -3.616207384269195609e+04 -1.251260936560154053e-04 -3.042210180118160578e-01 -3.591946947355569137e+04 1.075807276574079443e-04 1.075807276573983627e-04
