# Pk covarinace for p=1.0, SGC Pk*A/Q0(0)
7.642943162360529900e+08 7.925470636205850542e+07 8.947650410253360868e+06 6.212105820220164023e+06 3.186951519086981658e+06 -1.971594602207507472e+06 1.668965289466007380e+06 1.758297042773237452e+06 4.641817441258250037e+05 -7.102842786969286390e+05 -1.086651652180967620e+06 -1.833138765650224639e+06 -3.368553642599661252e+05 1.403814832366769202e+06 -1.338898691115941154e+06 1.147945637250295258e+05 -7.531887530330726877e+05 -1.589642928795993794e+06 2.123113990043688682e+05 -5.193836842491038842e+05 6.213266428881045431e+05 -9.745751928145660786e+05 8.706072979915209580e+05 6.967583143595460569e+05 3.998804560176556697e+05 7.819110308454297774e+04 -4.766972688867600664e+04 2.354583947355630698e+03 -1.207371855746337824e+05 -2.984183628763066954e+05 -3.918065426641769591e+05 -4.771467789454516023e+05 1.985756059084010849e+04 7.922448189292675816e+05 -8.692327890446349920e+04 1.351736262972174445e+05 -1.268311482347248821e+05 2.640736073070060229e+05 -7.521450650145509280e+04 -2.451004660330665356e+05 6.340227348590664769e+04 2.088807025901219167e+05 2.570582013797885738e+05 1.868493828968494199e+05 -3.581973029175287229e+04 1.622217895833940129e+05 -1.492889865633879963e+05 -4.429411317922295711e+04 4.204521830438321922e+04 1.058113731900494458e+05 2.028276579802326451e+05 -3.246457166381214047e+05 -4.851464152491172426e+05 -7.541291800395284372e+04 7.971781711072832695e+04
7.925470636205850542e+07 1.593542738500422537e+08 2.381000964471479133e+07 4.961183557595480816e+05 -1.875072592215804034e+05 -2.194755687283170875e+06 3.087153792379036895e+05 8.811704063929654658e+05 4.463696449582127971e+05 1.385474741525504505e+05 -1.912148765208002442e+04 -5.499421513861766289e+04 9.737144969541465980e+04 3.283474719251543866e+05 -4.228209049304051441e+05 -6.002024218457901152e+05 -9.869165876202611253e+05 -5.104270802373503684e+05 -1.689859131873326260e+05 -2.717096293793519144e+05 4.371162125971893547e+05 -1.217131303686266328e+05 2.290943514234982722e+05 -6.495934085148607846e+04 1.259029678099595330e+05 -4.469590902424075175e+05 9.496985939075668284e+03 -3.009416467335280031e+05 -3.549641266421281034e+05 -6.368515719189762603e+04 -1.568307677285491081e+04 -3.980611908950253273e+05 7.650885724693196244e+04 3.210357245064686285e+05 -9.212730867383959412e+04 -1.959177865883524355e+05 -2.446414236910399923e+05 -2.776889707378504099e+05 -2.922570652433117502e+05 -2.056041313607243064e+05 -2.711029488043829915e+05 6.337390772907107748e+04 7.002937746935949690e+03 1.967985504402493098e+04 -2.411175473679208371e+05 -1.061051336730481853e+05 -2.530760078057785577e+05 3.562157323012360575e+04 1.345389889435319928e+05 8.293094892148711369e+04 7.659237601944534981e+04 -1.734835318152889377e+05 -7.372063177094029379e+04 4.546533433459475054e+04 -1.219494547871713148e+05
8.947650410253360868e+06 2.381000964471479133e+07 7.133180615744718909e+07 1.132794271607630886e+07 2.423372285854966845e+06 1.619608690386475064e+04 6.554391425705167931e+05 -1.042124386058815406e+06 9.761504763187555363e+05 4.122620510287192883e+05 3.426567069599597598e+05 -3.121527991346205818e+05 -4.200723255395701854e+05 1.308258004656013072e+05 -8.858378330205861712e+05 -5.483309056193174329e+05 -1.663453028740625887e+05 -5.715676784166237339e+05 -1.382851257754373946e+05 6.664138049749715719e+04 2.230222629017389845e+05 5.769159322315573809e+04 3.129498265487330500e+05 9.593715368877792207e+04 -1.959832230341223476e+05 -1.556309971834906719e+04 9.502888037326079211e+04 -2.102877427431597316e+05 -2.009076178706187929e+05 -1.284870137803271518e+03 -3.655402724072471301e+03 -4.166875477075312665e+04 5.889474750538018998e+04 -3.171969841023300887e+03 2.860852094205678077e+04 3.567816224697838334e+04 8.574952726320645888e+04 5.681305618512295769e+04 -7.640387351045003743e+04 7.954460805141413584e+04 8.705643439940859389e+04 7.746467675836155831e+04 1.609800569363666727e+04 3.551400490122638439e+04 3.889033867986050609e+04 1.588963980551140558e+05 4.494649256206500286e+04 -3.303210560718642682e+03 -8.944769071309952415e+04 3.559279319218600722e+04 1.775998848845677858e+05 4.164553425418502593e+04 8.428362399249496229e+04 2.893051583645009305e+04 -1.737992780802574998e+04
6.212105820220164023e+06 4.961183557595480816e+05 1.132794271607630886e+07 3.663316442226030678e+07 6.398515909076118842e+06 6.767858362172899069e+05 3.078137422534274519e+05 3.158790131799003939e+04 7.495700669415913580e+04 -1.371073184906018141e+05 -5.170313337510337442e+04 -3.810533574499522801e+05 -3.074545657426544931e+05 -2.721861518926642384e+04 1.306151920957082766e+05 -3.219425677347219607e+04 4.599135313176134514e+04 1.194966644925090804e+04 -2.837318444040160393e+05 -1.647983831761634065e+04 1.253090597933988029e+05 1.193344194886661135e+05 1.635000657498196233e+05 1.027497220886800787e+05 4.115336438598578388e+04 1.178424238981637609e+04 1.154251105897407833e+05 -1.051781000228710618e+05 3.836717604414941161e+04 2.841270860039920663e+05 -6.098707811477779615e+03 -3.288118276042496291e+03 3.052903817127042203e+04 -2.081040187537524616e+04 -1.926990859387483215e+04 -2.124216123004959627e+03 -7.580140575835356140e+04 2.533851451525987068e+04 4.556096114067059534e+04 4.069732904891148064e+04 6.439563387572346255e+04 8.500594903977296781e+04 1.324060501005394035e+05 8.125934494872548385e+04 -8.885852406496542972e+04 -1.173358677878916296e+03 -1.932689773890856304e+04 9.140316922209163749e+03 -5.560765763529665128e+04 -7.388405665312666679e+04 6.434117355796827906e+04 2.080426574448598330e+04 2.624791652564575270e+04 4.860668750024033943e+04 6.046165380011997331e+04
3.186951519086981658e+06 -1.875072592215804034e+05 2.423372285854966845e+06 6.398515909076118842e+06 2.049217708224874735e+07 3.633132292730237357e+06 9.717244498548276024e+05 2.137642530086297193e+05 -5.631792238061297685e+05 -5.143777544976459467e+03 -5.413813496272854536e+03 1.052827866103414563e+05 -1.587650757033458467e+04 -3.227158206587428867e+04 2.370228681112602862e+04 -1.818089965357807887e+04 -1.138032576455865928e+05 5.347940235518706322e+04 -6.923330409796771710e+04 1.109367406742732419e+05 1.622127950091055245e+05 2.061901700505291519e+05 3.546562495961679815e+04 -2.631934504090223345e+04 -6.948839264474921220e+04 -3.346692343265211093e+04 -3.626732398584797920e+04 -2.189328619013226125e+04 -6.081218749952252983e+04 1.279071002467142971e+05 -1.677611884147542150e+04 6.306574532960030410e+03 -1.146833335535646620e+05 -1.900034368266532329e+04 -5.745683336297951610e+04 7.562677140228101052e+04 -4.754594187703521311e+04 3.595187186877231579e+04 3.922856819106506737e+04 1.055660806164280439e+04 -6.410637293951513129e+04 -2.260074040927934038e+04 8.975789804707652365e+04 2.421348435250034163e+04 -5.723646203934519872e+04 3.756578363630122476e+04 2.993867711051529841e+04 -4.059164468548462173e+04 2.696429875050323608e+04 2.146481833353610273e+04 4.863427190227300889e+04 7.891229860046310932e+04 1.001176751201262778e+04 -1.474292054401284440e+04 -1.580820244683604142e+04
-1.971594602207507472e+06 -2.194755687283170875e+06 1.619608690386475064e+04 6.767858362172899069e+05 3.633132292730237357e+06 1.251811119102085941e+07 2.009358305342887063e+06 5.043490340855211252e+05 1.009241288930341739e+03 1.617099846008175809e+05 7.940324986360020703e+05 3.163634216211930034e+05 2.547309676239638648e+05 1.204899377887554292e+05 2.083827284489518934e+04 1.568989479381029378e+05 -2.543558553937371835e+04 6.732800817676683073e+04 6.472219293091416148e+03 -3.338092305659778503e+04 7.024513149458795669e+04 -2.329893239824821285e+04 -2.729610349250759100e+04 -8.751912975215142069e+04 -3.752110915723953804e+04 5.306122113390992308e+04 7.368857860536128283e+04 3.556390067583757627e+04 2.783373488675560566e+03 -9.506864515695378941e+03 1.220225822618962957e+04 3.541819319594581611e+04 2.505387946129877673e+04 -2.654646427060777205e+04 2.802903177228954883e+04 -1.195435675643184368e+04 1.089887749613089363e+04 -1.903952470694406657e+04 2.451784630051221393e+04 1.572525288731849469e+04 -6.864349891944448245e+03 -2.598607300757107441e+04 3.212101942470421272e+04 6.301910561785127356e+04 -1.779146610783950382e+04 7.389955271547895973e+04 2.588746205909972196e+04 1.191152383559010377e+04 3.594313051038992853e+04 4.697430882581492915e+04 2.633967384803817549e+04 1.748879532185478092e+04 9.239888564206656156e+03 -1.787132125359865677e+04 3.399419241000976763e+04
1.668965289466007380e+06 3.087153792379036895e+05 6.554391425705167931e+05 3.078137422534274519e+05 9.717244498548276024e+05 2.009358305342887063e+06 9.258158888316012919e+06 1.727521753475383855e+06 8.489882640442925913e+04 5.677416628597824601e+05 4.227917599605077412e+05 3.133987068120506010e+05 1.881695891400871333e+05 -6.633164069790969370e+04 7.056871483915986028e+04 1.831061336805303290e+05 1.085350404708184651e+05 3.999417752977747296e+04 1.168451484944838885e+05 1.717879763283846842e+04 6.272369042481813085e+04 1.269393313207398605e+05 -5.219331578353820078e+04 -5.249183715333195141e+04 1.403438319773426047e+05 1.630267801786086056e+05 -2.612689596443867777e+04 6.838382778019898979e+04 7.430088923745117791e+04 8.014240275471787027e+04 2.933700894127568972e+04 -1.243085983320220112e+04 6.069206519891045900e+04 6.716003762691310840e+04 4.501898763031818089e+04 1.065225363693801046e+05 4.097984283363620489e+04 4.911420222894557082e+04 -3.784704945810804929e+04 5.230032336671982921e+04 1.877784755087181475e+04 8.877243816274558776e+04 7.645645394607025082e+04 1.591197582639513485e+03 -1.457474054593580877e+04 -1.160903651654310670e+04 5.658400721723077368e+03 -2.600567257091705687e+04 -4.769321295438651759e+03 3.065090344452560385e+04 1.220945553780841146e+04 2.576917030873178010e+04 -1.562148754736745286e+04 -1.296217667927096272e+03 1.652145246444482473e+04
1.758297042773237452e+06 8.811704063929654658e+05 -1.042124386058815406e+06 3.158790131799003939e+04 2.137642530086297193e+05 5.043490340855211252e+05 1.727521753475383855e+06 6.296149919290366583e+06 9.797443488210245268e+05 2.853130997949998709e+05 3.270434800461586565e+04 -1.113723441698365605e+03 -1.703383262900329719e+05 -3.772795937535836856e+03 -2.458219841866664501e+04 -3.172412156813640468e+04 1.673385899686844787e+05 4.558189951462765748e+04 3.353722792435075826e+04 2.957606809605020317e+04 5.728084876729180542e+04 -3.170037560230065355e+04 -4.130288062154727959e+04 -6.974596315611188766e+04 9.682051462776545668e+04 -4.304915377510525104e+03 -4.644688390144336881e+04 2.353774359907424878e+04 2.210561254279786954e+04 2.301911751943684794e+04 4.770245594556606193e+03 -1.056892422559546321e+04 5.234730193307335867e+04 3.966696195494017593e+04 5.187897624106504736e+03 -1.680692253693002158e+03 1.654486216006608811e+04 1.702928905381658842e+04 -1.986812758619343731e+04 2.626304523103458268e+04 -1.700934434519556817e+04 -1.646010790058811108e+04 2.195186568937151605e+03 1.070663370012130144e+04 5.660526351478282777e+03 -3.088629479844058733e+04 -6.668292776962788594e+03 -2.941081682386896500e+04 -5.873559791199872961e+02 1.667712303605104535e+04 -2.858901890791620826e+04 -2.118109854641889979e+04 -1.227458933439068278e+04 3.505210347196340444e+04 7.027351994938676398e+03
4.641817441258250037e+05 4.463696449582127971e+05 9.761504763187555363e+05 7.495700669415913580e+04 -5.631792238061297685e+05 1.009241288930341739e+03 8.489882640442925913e+04 9.797443488210245268e+05 4.887940152730068192e+06 7.945235510914878687e+05 2.883296517357033372e+04 7.738197120984382309e+03 2.031505072085826384e+02 1.738695768768479466e+05 1.306925882472144149e+05 6.024925018843292492e+04 -1.327722590372831037e+05 8.827053608743526274e+04 -4.169887931840446981e+03 6.273290908820006734e+04 -3.212679472344387250e+04 -4.163021699118179095e+04 -2.050876356670693713e+04 1.327571239577539200e+04 5.386725793069969950e+04 -4.113783170867967419e+04 -1.703322296555185676e+04 4.810559588736577280e+04 -1.723388917999308489e+02 2.739040167312021367e+03 3.782187734009527048e+04 3.476438559357251961e+03 -3.624821112664906764e+02 -1.923884306486847345e+04 3.005279834190350084e+04 -1.102877434605795133e+04 -7.205373466075430997e+02 2.697559360344998277e+04 4.332794180600919935e+04 5.072389372410250871e+03 9.029433083196365260e+03 -3.233596767013211866e+04 7.465013758196356548e+02 6.128572297701309253e+03 3.020489896328463510e+04 -9.955811897659712486e+03 1.593282365280784347e+02 -1.532813010473109216e+03 8.240733718022824178e+03 -3.473995739248450991e+04 -1.316217203611556397e+04 3.489776135273237014e+04 1.543107889449006325e+04 3.559860559255686530e+04 -3.867120301346528322e+03
-7.102842786969286390e+05 1.385474741525504505e+05 4.122620510287192883e+05 -1.371073184906018141e+05 -5.143777544976459467e+03 1.617099846008175809e+05 5.677416628597824601e+05 2.853130997949998709e+05 7.945235510914878687e+05 3.456875635842409916e+06 7.283493085478608264e+05 3.910698390294379351e+04 -4.984337353978276951e+04 9.486836186766480387e+04 9.776595909350269358e+04 7.240132323961750080e+04 -8.895298191088497333e+03 5.452134468883871159e+04 1.269670402874974243e+05 1.210416490119021910e+05 4.631952643524805171e+04 2.277692661582331857e+04 -5.862638603028842772e+04 -6.119323944740599836e+04 2.523347940060071051e+04 3.700715796285177203e+04 -1.446341149354084700e+04 6.730144054241980484e+04 8.265420111228298993e+03 -4.848969953605343471e+04 3.997013822058773803e+04 -1.538173583326027074e+04 -1.534757668727560667e+04 4.430607196108939206e+03 -6.831085288518467678e+03 -2.035422064526833128e+04 3.160668571653016625e+04 4.409749464234963853e+03 2.039592561556211876e+03 1.567129674958569376e+04 8.649958752571044897e+03 3.539869658866911050e+04 -3.075229530610761230e+03 6.399606075869194683e+03 -6.059849244278353581e+03 -2.238350337035476332e+04 -2.074909586739087536e+04 -6.927652881607379641e+03 1.069667772404263269e+04 9.363708348594009294e+03 -3.574818365402783002e+03 1.895542579377051879e+04 4.897552826826352430e+03 3.447244555486855916e+03 8.678488205278461464e+03
