# Tk at z_eff=1.2244 (p=3.0, NGC) raw output of classy 
#  dict_keys(['k (h/Mpc)', 'd_g', 'd_b', 'd_cdm', 'd_ur', 'd_ncdm[0]', 'd_tot', 'phi', 'psi'])
4.153762161945206348e-04 -7.535652787751998538e-01 -8.638709219635520853e-01 -8.639003910667618635e-01 -7.446300937769867456e-01 -8.599789280903809008e-01 -8.638141652113675573e-01 5.789164150328837133e-01 5.787389571852250558e-01
5.229276740221899117e-04 -9.295775787911829680e-01 -1.367775298286035168e+00 -1.367844429281940499e+00 -9.109584783785574791e-01 -1.358147951787401775e+00 -1.367539066718679086e+00 5.782107256571087373e-01 5.780973116185836869e-01
6.583269373569515916e-04 -9.946273820930945364e-01 -2.164477360071721534e+00 -2.164633539039445775e+00 -9.599092964217017521e-01 -2.140699828707887331e+00 -2.163834301200954879e+00 5.771773928807496512e-01 5.771305610158947719e-01
8.287845107072932399e-04 -8.813749020031691472e-01 -3.422646443645995795e+00 -3.422980126023697611e+00 -8.271104619574448646e-01 -3.364219835565005923e+00 -3.421217979728553349e+00 5.757058101303821340e-01 5.757077763304430107e-01
1.043377881430806661e-03 -7.161268327134981959e-01 -5.406419525613493704e+00 -5.407079016822679662e+00 -6.513715420121994892e-01 -5.264228663941933561e+00 -5.403670574203044197e+00 5.736587364411733780e-01 5.736719825298812747e-01
1.313534929037204037e-03 -7.778821242294496896e-01 -8.527648743640298790e+00 -8.528834448818935599e+00 -7.234389407028527508e-01 -8.187022294285586810e+00 -8.522718528922410997e+00 5.708344753050456077e-01 5.708329134060624588e-01
1.653642501444184225e-03 -8.112705486448110737e-01 -1.342453606992124371e+01 -1.342650903857901312e+01 -7.784501154371259446e-01 -1.262791772362961673e+01 -1.341546252534286410e+01 5.669193245693245897e-01 5.669170463878848709e-01
2.081812567090956384e-03 -6.506074250827056371e-01 -2.107848327135488020e+01 -2.108179177910909274e+01 -6.421656645917592776e-01 -1.927741850224946418e+01 -2.106158056592055061e+01 5.615568995741556657e-01 5.615580345980845101e-01
2.620846743303254910e-03 -7.231738820821320690e-01 -3.298314848940251665e+01 -3.298925165285744754e+01 -6.973166134009973760e-01 -2.908323615428375675e+01 -3.295241516488209044e+01 5.543481836007124741e-01 5.543469708132383600e-01
3.299450565562452118e-03 -7.244654169618224282e-01 -5.138544254158755820e+01 -5.139731729113195513e+01 -6.917386197323761587e-01 -4.333060081358384963e+01 -5.133036907020606066e+01 5.448345275101000862e-01 5.448330407466545067e-01
4.153762161945208191e-03 -6.928971057168217262e-01 -7.961517282617577962e+01 -7.963896292285112111e+01 -6.540800798965568097e-01 -6.365464067184471020e+01 -7.951837943715023016e+01 5.325427172183997415e-01 5.325416652477774626e-01
5.229276740221901719e-03 -6.485041406397276109e-01 -1.225121632665856595e+02 -1.225625721274191022e+02 -6.674281512560757967e-01 -9.183587750084349466e+01 -1.223468964680856601e+02 5.169846870857738308e-01 5.169842537332116628e-01
6.583269373569518301e-03 -5.610789044736079756e-01 -1.869347091379999597e+02 -1.870451109765814408e+02 -5.428560022267111540e-01 -1.297668339824102191e+02 -1.866634816732968716e+02 4.976702202831433386e-01 4.976701330564226589e-01
8.287845107072935869e-03 -5.367185395364898470e-01 -2.822532979762357286e+02 -2.825014590844832014e+02 -5.217215132631809471e-01 -1.788119132003940308e+02 -2.818343965000553908e+02 4.741060787065612958e-01 4.741060606678939582e-01
1.043377881430807008e-02 -5.045202345144244038e-01 -4.206000655326339484e+02 -4.211649508280373766e+02 -4.904252218647701667e-01 -2.378865755637945085e+02 -4.200098760991830886e+02 4.458004028608756331e-01 4.458003985273559788e-01
1.313534929037204514e-02 -4.664398096555426032e-01 -6.163209032590409606e+02 -6.176054483020060388e+02 -4.534029536356647405e-01 -3.020378296211100633e+02 -6.156280382424433810e+02 4.122863196497222327e-01 4.122863178820300734e-01
1.653642501441474066e-02 -4.221161308253673083e-01 -8.837157306810111095e+02 -8.865880014577330712e+02 -4.103126476007430967e-01 -3.694494131289139318e+02 -8.832974352940477729e+02 3.732391472361399343e-01 3.732391461112648523e-01
2.081812550581494531e-02 -3.715640823289554917e-01 -1.232000757841349468e+03 -1.238189290577362954e+03 -3.611682838684804331e-01 -4.190407268529036742e+02 -1.232812779629316992e+03 3.286829071663674440e-01 3.286829063803565210e-01
2.620834159861067797e-02 -3.160384852310647585e-01 -1.658511273579731551e+03 -1.670987534263536190e+03 -3.071917654569487066e-01 -4.453659341390841746e+02 -1.662539336891683206e+03 2.796764480166045175e-01 2.796764474944182788e-01
3.297707069353843917e-02 -2.592124536952253866e-01 -2.149850683910809494e+03 -2.172308155509341759e+03 -2.519530242600074299e-01 -4.402981180985534024e+02 -2.159716649865931686e+03 2.294750794177931874e-01 2.294750790941040564e-01
4.095687481729270302e-02 -2.101872244578758264e-01 -2.686251294058923577e+03 -2.719292323011704866e+03 -2.042984613688544338e-01 -4.138654739053841354e+02 -2.702133861430600518e+03 1.861298548090180027e-01 1.861298546132896525e-01
4.769128111748335841e-02 -1.818098236512996346e-01 -3.152659447518417892e+03 -3.190005888245744700e+03 -1.767147955182160057e-01 -3.904855173993430526e+02 -3.169670017730130439e+03 1.610270430570706623e-01 1.610270429215574228e-01
5.257408315740727534e-02 -1.667898753662961087e-01 -3.519112637414404162e+03 -3.556241311073772522e+03 -1.621150421986577161e-01 -3.762573781474180237e+02 -3.534012511385227754e+03 1.477363555275338636e-01 1.477363554204146612e-01
5.659956586758269070e-02 -1.568214795326158539e-01 -3.839628333882393235e+03 -3.874935877661136146e+03 -1.524255552381708068e-01 -3.659472146802996804e+02 -3.851325951943792006e+03 1.389142409443881732e-01 1.389142408546929219e-01
6.019323165754984079e-02 -1.491357644110976322e-01 -4.134308286980972298e+03 -4.167390332353067606e+03 -1.449549220284431228e-01 -3.572535595653371843e+02 -4.142603683305894265e+03 1.321115370717574622e-01 1.321115369944701745e-01
6.354465018369143126e-02 -1.426017059458380143e-01 -4.409413617318522483e+03 -4.440531061700033206e+03 -1.386037591532028324e-01 -3.490694966889793704e+02 -4.414627184140932513e+03 1.263277363190686287e-01 1.263277362514069468e-01
6.675411010677707868e-02 -1.366596860693146953e-01 -4.666151131705089028e+03 -4.696020373695069793e+03 -1.328281068536164289e-01 -3.407222073055850160e+02 -4.668975597176067822e+03 1.210676854948531667e-01 1.210676854350830750e-01
6.988172453642764459e-02 -1.310053759903435089e-01 -4.903768876145089962e+03 -4.933438335305359942e+03 -1.273321533019928231e-01 -3.318926784969918344e+02 -4.905177443438089540e+03 1.160620249155968342e-01 1.160620248625279516e-01
7.296696933989939293e-02 -1.254712893793604733e-01 -5.120944832024121752e+03 -5.151688916375629560e+03 -1.219530939118848439e-01 -3.225018829831763014e+02 -5.122106353914742613e+03 1.111625796255220761e-01 1.111625795782719278e-01
7.603765997589209680e-02 -1.199760434330642417e-01 -5.316652399940478972e+03 -5.349861453928127048e+03 -1.166118235523128377e-01 -3.124415404761654713e+02 -5.318837566907383916e+03 1.062972124752235986e-01 1.062972124331093837e-01
7.911454529889075382e-02 -1.144972036566894585e-01 -5.490747396540339651e+03 -5.527805958223677408e+03 -1.112865291642406440e-01 -3.017015196214998127e+02 -5.495222723322945058e+03 1.014460765384798402e-01 1.014460765009459475e-01
8.221385964216429421e-02 -1.090552174019070175e-01 -5.644419514244471429e+03 -5.686573364718148696e+03 -1.059970751149012513e-01 -2.905077612042073270e+02 -5.652330266404465874e+03 9.662735211252937439e-02 9.662735207908622337e-02
8.534883475414022092e-02 -1.037014659570455188e-01 -5.780494349520446121e+03 -5.828714151797767045e+03 -1.007933985059163567e-01 -2.790872107022167370e+02 -5.792742014143658707e+03 9.188647966446904236e-02 9.188647963468143942e-02
8.853064283441744453e-02 -9.850808188523187126e-02 -5.903613047572726828e+03 -5.958462759253106924e+03 -9.574560567641089703e-02 -2.676140381550333700e+02 -5.920735645418270906e+03 8.728729784458202912e-02 8.728729781805341648e-02
9.176900992719827510e-02 -9.355688993040851831e-02 -6.020141992632523397e+03 -6.081668528203920687e+03 -9.093322076863134817e-02 -2.563736449757831224e+02 -6.042213389495777847e+03 8.290229938165212531e-02 8.290229935801424199e-02
9.507262892646779762e-02 -8.892813077579132808e-02 -6.137800889814806396e+03 -6.205469696638138885e+03 -8.643423056338500610e-02 -2.456969257832747076e+02 -6.164370158587168589e+03 7.880255688856457885e-02 7.880255686747071608e-02
9.844944571560064472e-02 -8.469090426056324894e-02 -6.265145348333159745e+03 -6.337821074108376706e+03 -8.231579317382205219e-02 -2.358239235605974500e+02 -6.295215913874983926e+03 7.504930622696022458e-02 7.504930620809029118e-02
1.019068621252263857e-01 -8.089087451413821961e-02 -6.410498586001486728e+03 -6.486516387478650358e+03 -7.862229148155513991e-02 -2.268902683247879111e+02 -6.442588661526118813e+03 7.168299537403985400e-02 7.168299535710527526e-02
1.054518826547446858e-01 -7.754287112855047515e-02 -6.580892023171093570e+03 -6.658204747633318220e+03 -7.536813633759766040e-02 -2.189754793041079779e+02 -6.613164202946998557e+03 6.871684742272028690e-02 6.871684740746474007e-02
1.090912221330706533e-01 -7.462528933710066426e-02 -6.780782337598487175e+03 -6.857198687878297278e+03 -7.253232982421410624e-02 -2.120777487392834644e+02 -6.811255806957335153e+03 6.613177355239485689e-02 6.613177353859608920e-02
1.128313855953949896e-01 -7.207871864966743092e-02 -7.010852591869112075e+03 -7.084346604310955627e+03 -7.005712945447947759e-02 -2.060795777469994619e+02 -7.037681009894379713e+03 6.387520772793665869e-02 6.387520771540793063e-02
1.166787279874305638e-01 -6.981017911559653233e-02 -7.267162704824881075e+03 -7.336220311226714330e+03 -6.785216534641740072e-02 -2.007437375869995435e+02 -7.288947450547862900e+03 6.186486010140333780e-02 6.186486008999564357e-02
1.206394989759898007e-01 -6.770263336481957550e-02 -7.540869801721396470e+03 -7.604820456936318806e+03 -6.580368335836764282e-02 -1.957487844121896785e+02 -7.556962294702700092e+03 5.999717347567241205e-02 5.999717346527148887e-02
1.247198766315051471e-01 -6.563031317813744492e-02 -7.818857174921158730e+03 -7.878120368588706697e+03 -6.378944696701874251e-02 -1.907381886548134560e+02 -7.829586927750254290e+03 5.816076202471727463e-02 5.816076201523887046e-02
1.289259927523367377e-01 -6.347771190340234515e-02 -8.085440812750192890e+03 -8.141615303697819400e+03 -6.169719102928870880e-02 -1.853828746196141992e+02 -8.092203354348678658e+03 5.625335126355569121e-02 5.625335125493798744e-02
1.332639519395265038e-01 -6.116036527408839213e-02 -8.325203569890545623e+03 -8.380932245604808486e+03 -5.944482185373940741e-02 -1.794393389404841059e+02 -8.330346284535864470e+03 5.420012120614645101e-02 5.420012119834186071e-02
1.377398460901775312e-01 -5.864208066459522528e-02 -8.526512575119053508e+03 -8.585092490115246619e+03 -5.699716007782536231e-02 -1.727999614951044407e+02 -8.532989445606919617e+03 5.196902856702421275e-02 5.196902855999159521e-02
1.423597656850012216e-01 -5.594469177059446102e-02 -8.685045122574032575e+03 -8.749807519841075191e+03 -5.437542714870297750e-02 -1.655288792863545098e+02 -8.695861044487894105e+03 4.957932820058292417e-02 4.957932819427844640e-02
1.471298090529082336e-01 -5.314594733514160785e-02 -8.806327435394554414e+03 -8.879878189259427018e+03 -5.165518732859418483e-02 -1.578624835370701760e+02 -8.823852712535015598e+03 4.709984538474429328e-02 4.709984537911713481e-02
1.520560906705344939e-01 -5.036513948584151606e-02 -8.906354578594417035e+03 -8.989845643512755487e+03 -4.895238251205308311e-02 -1.501620755645291752e+02 -8.931662020980225861e+03 4.463619966059640537e-02 4.463619965558648234e-02
1.571447494749977913e-01 -4.773701112066694452e-02 -9.009411765636434211e+03 -9.102053444947750904e+03 -4.639797412401846372e-02 -1.428403543617907019e+02 -9.041826242081813689e+03 4.230765731154892406e-02 4.230765730708822836e-02
1.624019581183401839e-01 -4.537824350913553101e-02 -9.142810090931183368e+03 -9.241839783435912977e+03 -4.410536463264548568e-02 -1.362423250177251930e+02 -9.179866654768709850e+03 4.021762494094471840e-02 4.021762493696227209e-02
1.678339340610477959e-01 -4.335465992862009427e-02 -9.329135221931210253e+03 -9.430366588753417091e+03 -4.213853316333042442e-02 -1.305604467459151579e+02 -9.367062426216962194e+03 3.842434151039653134e-02 3.842434150682391691e-02
1.734469533822585174e-01 -4.165882722338256489e-02 -9.578056189881695900e+03 -9.676981644123359729e+03 -4.049025238153994982e-02 -1.258173626611497156e+02 -9.612764439055757975e+03 3.692134518072189009e-02 3.692134517749901673e-02
1.792473681711116706e-01 -4.020876334461628149e-02 -9.880696959629856792e+03 -9.973897479049295725e+03 -3.908084529697309489e-02 -1.218013721469978634e+02 -9.909052604768783567e+03 3.563601429126036363e-02 3.563601428833990808e-02
1.852416283549576936e-01 -3.887626689369219624e-02 -1.021114363409938051e+04 -1.029754670390165666e+04 -3.778570989190591090e-02 -1.180558624222027788e+02 -1.023210815137007012e+04 3.445486137380503189e-02 3.445486137115508912e-02
1.914363088159334592e-01 -3.751424730328566104e-02 -1.052978442409062154e+04 -1.061130198370723338e+04 -3.646188338110885330e-02 -1.142147675818332573e+02 -1.054501882736336665e+04 3.324767647025384659e-02 3.324767646785387054e-02
1.978381426500226969e-01 -3.600921089750408477e-02 -1.079678265788879253e+04 -1.087788245678729800e+04 -3.499905946861690820e-02 -1.098856684960646675e+02 -1.081028950104078649e+04 3.191389672693941554e-02 3.191389672477790845e-02
2.044540614366398001e-01 -3.433675738561247498e-02 -1.099255512500729310e+04 -1.107868840031643049e+04 -3.337352091023587652e-02 -1.050254553520488798e+02 -1.100926012254563102e+04 3.043191000590353412e-02 3.043191000396957072e-02
2.112912434186454136e-01 -3.256660132523788581e-02 -1.112812443119665841e+04 -1.122352080272747116e+04 -3.165302526561260960e-02 -9.980659956542035616e+01 -1.115187481332497555e+04 2.886339741528503797e-02 2.886339741356440391e-02
2.183571705513595307e-01 -3.082554854367053690e-02 -1.124182218475153240e+04 -1.134755260666683716e+04 -2.996081591962124549e-02 -9.467791270790870328e+01 -1.127362661430458502e+04 2.732066657832495776e-02 2.732066657679699945e-02
2.256596954756984463e-01 -2.923912650486692674e-02 -1.138332782941834193e+04 -1.149663515960261793e+04 -2.841889674020855669e-02 -8.996535747422549889e+01 -1.142073742648915140e+04 2.591485071808773480e-02 2.591485071672841936e-02
2.332071196186495665e-01 -2.788125153281202986e-02 -1.159289741279446935e+04 -1.170836857256806798e+04 -2.709911024384551240e-02 -8.592974362664125465e+01 -1.163103516550766835e+04 2.471139815259308647e-02 2.471139815137761778e-02
2.410082838404624950e-01 -2.674115532407076931e-02 -1.188023145880145057e+04 -1.199250243806053368e+04 -2.599098921765288436e-02 -8.255617532582495244e+01 -1.191421204527981899e+04 2.370085118547453004e-02 2.370085118438130731e-02
2.490726733524173120e-01 -2.572327344110245453e-02 -1.221284528547454647e+04 -1.231954767906009874e+04 -2.500165363197822191e-02 -7.954704493486065076e+01 -1.224045631899098407e+04 2.279859071951738717e-02 2.279859071853128014e-02
2.574105390470100008e-01 -2.470137459629749913e-02 -1.253123256015394873e+04 -1.263444691655453425e+04 -2.400841637262290940e-02 -7.650160646180556512e+01 -1.255428885830655599e+04 2.189283612920171415e-02 2.189283612831391043e-02
2.660330379459330818e-01 -2.359445146563378740e-02 -1.278528527577807472e+04 -1.289035661910949784e+04 -2.293254283451787515e-02 -7.317958606981095215e+01 -1.280858969074919150e+04 2.091186290628739217e-02 2.091186290549236146e-02
2.749523962221981921e-01 -2.240865421488188666e-02 -1.296605164140622219e+04 -1.307816137144714958e+04 -2.178001401875060555e-02 -6.958458204152034909e+01 -1.299431552665212257e+04 1.986099246473225707e-02 1.986099246402463561e-02
2.841820992472194329e-01 -2.122962857661744862e-02 -1.311647471775532904e+04 -1.323710473298398392e+04 -2.063406559794771222e-02 -6.599818731561217078e+01 -1.315109365581342718e+04 1.881615970567374757e-02 1.881615970504556604e-02
2.937371144283142943e-01 -2.016045646081193743e-02 -1.330469233071813142e+04 -1.343061909633564937e+04 -1.959488664571537239e-02 -6.274190067160535733e+01 -1.334277561631720528e+04 1.786862315658368713e-02 1.786862315602473147e-02
3.036341543436755219e-01 -1.923713172121372522e-02 -1.356741286083782506e+04 -1.369329724028721648e+04 -1.869746046628980793e-02 -5.995509419132906714e+01 -1.360411172447427816e+04 1.705027947162355076e-02 1.705027947112374570e-02
3.138919900014220388e-01 -1.841069845913907363e-02 -1.388169656107168521e+04 -1.400448775509770712e+04 -1.789420813448681924e-02 -5.742749142541951812e+01 -1.391419462250187826e+04 1.631774573590582048e-02 1.631774573545788365e-02
3.245318271633457763e-01 -1.759518093975008524e-02 -1.418479488264863903e+04 -1.430624567110754651e+04 -1.710156665844750346e-02 -5.493862473994725093e+01 -1.421461729864247354e+04 1.559491946851020334e-02 1.559491946810935906e-02
3.355777628968756310e-01 -1.673907310099879628e-02 -1.442781935007728862e+04 -1.455265593940499093e+04 -1.626947664124322665e-02 -5.230758953266867195e+01 -1.445922960149853861e+04 1.483615490246952863e-02 1.483615490211261274e-02
3.470573453133869446e-01 -1.587020280551562981e-02 -1.462701710767673103e+04 -1.475823368316447886e+04 -1.542498093444832734e-02 -4.964965961384681492e+01 -1.466274585562319771e+04 1.406615439106792195e-02 1.406615439075122737e-02
3.590022675081622761e-01 -1.505324742857929755e-02 -1.484325713171884490e+04 -1.497921475570236726e+04 -1.463094360210235798e-02 -4.712319096302130106e+01 -1.488184554985932300e+04 1.334212369244667726e-02 1.334212369216578042e-02
3.714492380842650543e-01 -1.432067684836552286e-02 -1.511858388945329898e+04 -1.525522252589910386e+04 -1.391892388456990835e-02 -4.485801430401940593e+01 -1.515633202539836930e+04 1.269280829305276595e-02 1.269280829280300567e-02
3.844410869336386538e-01 -1.363664677608827057e-02 -1.542410179957598484e+04 -1.555990625541158806e+04 -1.325408255406288795e-02 -4.274802141597007932e+01 -1.545958769860580287e+04 1.208650864945314853e-02 1.208650864923096341e-02
3.980281886988606965e-01 -1.295171564249969487e-02 -1.570374543941370575e+04 -1.584135735446561921e+04 -1.258836626364660642e-02 -4.063841779318867253e+01 -1.573931328776023656e+04 1.147943920175585088e-02 1.147943920155882619e-02
4.122703216106688995e-01 -1.226188451967489927e-02 -1.594830464644815947e+04 -1.609056515567252063e+04 -1.191788746887674499e-02 -3.849944954754534621e+01 -1.598651243541274744e+04 1.086806277095463645e-02 1.086806277078066797e-02
4.272391328473755800e-01 -1.160228748075718859e-02 -1.620491674112568762e+04 -1.635093319805566352e+04 -1.127679499718539993e-02 -3.644318167246501616e+01 -1.624495587825827897e+04 1.028345468986924249e-02 1.028345468971590682e-02
4.430214643753784820e-01 -1.098715586375711289e-02 -1.650176425304898657e+04 -1.664892171625535411e+04 -1.067891923071002079e-02 -3.453226211807601231e+01 -1.654124052574718371e+04 9.738253873032206090e-03 9.738253872897083274e-03
4.597239247053869216e-01 -1.039385486742076120e-02 -1.681109995095190607e+04 -1.695964922439326983e+04 -1.010226241615161565e-02 -3.269078397029185368e+01 -1.685016022015108683e+04 9.212391273532927541e-03 9.212391273414142351e-03
4.774793064618576555e-01 -9.801230205223301212e-03 -1.709986720347096343e+04 -1.725205042731847789e+04 -9.526263509510425262e-03 -3.083750792076581959e+01 -1.714049400083931687e+04 8.687139123310786901e-03 8.687139123206920333e-03
4.964558102285431818e-01 -9.224033621430986069e-03 -1.739684822942772007e+04 -1.755242064322503211e+04 -8.965259387015990164e-03 -2.903510678182002991e+01 -1.743879500031636780e+04 8.175565991614038366e-03 8.175565991523586415e-03
5.168706622410320639e-01 -8.672134486733741598e-03 -1.772961723730277663e+04 -1.788714955978806756e+04 -8.428843045178744525e-03 -2.730811903302786092e+01 -1.777150515591867588e+04 7.686400308051462293e-03 7.686400307972975597e-03
5.390108467112463275e-01 -8.125646596630913335e-03 -1.806601006161720215e+04 -1.822657750919282626e+04 -7.897686300098081050e-03 -2.559946542874593689e+01 -1.810872135470682042e+04 7.202036663597283228e-03 7.202036663529629013e-03
5.632658120542870517e-01 -7.584340022910401186e-03 -1.841386434881035530e+04 -1.857800406977301827e+04 -7.371565711611947382e-03 -2.391267828438445164e+01 -1.845779071991315504e+04 6.722262761608610061e-03 6.722262761550740554e-03
5.901812496498822780e-01 -7.051817025115780270e-03 -1.879671787690454585e+04 -1.896378872032025174e+04 -6.853982050210145720e-03 -2.223407632979647630e+01 -1.884114432769796622e+04 6.250273361246031986e-03 6.250273361197023446e-03
6.205519319481119789e-01 -6.516010530284406695e-03 -1.920189645210191156e+04 -1.937281312337435156e+04 -6.333207222766168779e-03 -2.055530453504614030e+01 -1.924747556232847637e+04 5.775373336597973764e-03 5.775373336556994391e-03
6.555914446248338745e-01 -5.975108507507632082e-03 -1.965269327481722576e+04 -1.982745229850269970e+04 -5.807479759172717686e-03 -1.885874555003032782e+01 -1.969919001770336035e+04 5.295955960619641752e-03 5.295955960585956891e-03
6.972641270728331397e-01 -5.418131557036486023e-03 -2.015826165040428168e+04 -2.033759551482402458e+04 -5.266128387175387365e-03 -1.710811143407089574e+01 -2.020601070327576235e+04 4.802291129477329230e-03 4.802291129450316984e-03
7.489860481473911147e-01 -4.833766151235259316e-03 -2.075121871717059912e+04 -2.093576424559298539e+04 -4.698156975696986953e-03 -1.526854926238089050e+01 -2.080030856715340269e+04 4.284349307332092731e-03 4.284349307311198854e-03
8.172246958700447594e-01 -4.202469467930168047e-03 -2.147825670024708961e+04 -2.166924200375686269e+04 -4.084570961322656936e-03 -1.328522319253960760e+01 -2.152903333726973142e+04 3.724809925590364702e-03 3.724809925575095666e-03
9.152789718252951623e-01 -3.498847010493633981e-03 -2.243079048379702363e+04 -2.263021562034844101e+04 -3.400688252898223865e-03 -1.107164224314265866e+01 -2.248378109325815240e+04 3.101165389552303520e-03 3.101165389542161026e-03
1.070301791652423562e+00 -2.710328058667188424e-03 -2.376009924808968208e+04 -2.397131114217733193e+04 -2.634290844583137871e-03 -8.583094079131875276e+00 -2.381618944177249432e+04 2.402272782615881390e-03 2.402272782610131215e-03
1.317123541579720447e+00 -1.924128329921426326e-03 -2.554476553170361512e+04 -2.577181765850376178e+04 -1.870147687720724074e-03 -6.086000163908055427e+00 -2.560503420972326785e+04 1.705433877726777016e-03 1.705433877724083858e-03
1.655384394845416107e+00 -1.313042614460673257e-03 -2.753543640145778409e+04 -2.778018936733544615e+04 -1.276205805539791863e-03 -4.160417587330268674e+00 -2.760039671494465074e+04 1.163804843231384945e-03 1.163804843230219427e-03
2.083952600795073273e+00 -8.895298813406042442e-04 -2.956320318205262083e+04 -2.982603741960287152e+04 -8.645746331775070685e-04 -2.813695641910318734e+00 -2.963298770342378702e+04 7.884285036380759941e-04 7.884285036375784537e-04
2.623540688615224159e+00 -6.001182928487970407e-04 -3.161018659556147395e+04 -3.189135724650718112e+04 -5.832824260950913563e-04 -1.905164084366801847e+00 -3.168491326257066976e+04 5.319116036005484870e-04 5.319116036003360918e-04
3.302842041669530104e+00 -4.033648172683717073e-04 -3.367333762728227157e+04 -3.397312709234306385e+04 -3.920488531360935471e-04 -1.279149389845902984e+00 -3.375316201404318417e+04 3.575208738980135839e-04 3.575208738979235410e-04
4.158031777399895823e+00 -2.702019972315906774e-04 -3.574979667722928571e+04 -3.606855476621402340e+04 -2.626219009352891457e-04 -8.545837988142834796e-01 -3.583494499641268339e+04 2.394934737817005772e-04 2.394934737816626030e-04
5.234651867616397780e+00 -1.804432345629316799e-04 -3.783730136959820811e+04 -3.817551026319774974e+04 -1.753813203888448559e-04 -5.725396152642047154e-01 -3.792812194592962624e+04 1.599367548265365972e-04 1.599367548265205510e-04
6.590036258038080241e+00 -1.201624331093722250e-04 -3.993366824306369381e+04 -4.029204364388681279e+04 -1.167917052924130958e-04 -3.812135829585321933e-01 -4.003071586553219095e+04 1.065075261878517694e-04 1.065075261878450338e-04
