# Pk covarinace for p=1.6, NGC Pk*A/Q0(0)
4.953206323682652712e+08 4.420646399527414143e+07 -3.210938468679769896e+06 -1.975750013730868464e+06 -7.193469031027556630e+05 -1.345176382396744564e+06 -6.452872359845817555e+05 1.182589785820011894e+05 -5.150144216333082295e+05 1.062707351633125218e+06 1.062414365462114365e+05 1.071632594753812999e+06 -2.285292100516612700e+05 -7.165153889207802713e+05 7.830536576270211954e+05 -1.226121299610740039e+06 -7.558299751395569183e+05 4.542157551712745917e+05 9.325344570621669991e+05 3.670371629484561854e+05 4.512473953357627033e+05 -2.620579770124336355e+05 -4.381083754038624465e+05 2.821668730518331286e+05 1.947207086560678727e+04 8.277757924670747889e+04 -6.029215057359811617e+05 -3.841980309686094406e+05 4.107739988403560710e+05 -2.810117035150471493e+05 -9.863681754289066885e+04 6.121543653240291169e+05 -8.975489911108843808e+04 -2.814106434032740071e+05 1.731415273049787211e+05 1.645629080183766200e+05 4.076888263422447380e+02 -1.002954716104352265e+05 -2.012823801725594385e+05 -1.544688881285804382e+05 -3.861737177625116310e+05 1.141585632082624215e+05 1.275188781869559170e+05 3.486181631915862672e+05 2.015228001472698088e+04
4.420646399527414143e+07 1.206143902038033009e+08 1.343089062780347653e+07 1.380257125832812162e+06 1.493505206244634464e+06 9.527041172883148538e+05 -7.428429753875137249e+04 -7.364931163167296909e+05 5.571147482660966925e+05 1.147453850218811072e+06 3.580679649321108591e+05 1.850490502858688706e+05 1.693153284413398069e+04 -1.125300722213679692e+06 -3.142133122867236962e+05 1.581938903903899336e+04 1.137769788063507585e+05 3.650795411351209623e+05 -1.081543613061621145e+05 -2.691324386597016201e+04 2.394088859043376578e+05 -1.450997338570025167e+05 -1.373681932758008770e+05 -7.733394229024168453e+04 -1.680011564795093727e+05 4.838217061968570488e+04 3.418782790611495730e+05 -1.668958834984234127e+05 -6.988105911424139049e+04 -1.241711987030259625e+05 -1.430602685429786834e+04 1.529178600996234163e+05 4.328312738289646222e+04 -2.013200479242081201e+04 -3.907108605624025222e+04 4.102940372380884219e+04 -2.717885548591494626e+03 4.913406764657641179e+04 -4.089347269916564983e+04 -1.355883166839314508e+05 -2.259695201567529002e+05 -5.050006619761189540e+03 -6.006117221782015804e+03 -5.745505890961315890e+04 1.454672679516954231e+05
-3.210938468679769896e+06 1.343089062780347653e+07 4.880315040061578155e+07 6.532966633983201347e+06 1.533798574792292202e+06 1.273241995220974553e+06 5.909732983020802494e+05 3.480891112921068561e+05 6.922379574585318333e+05 6.801952453503769357e+05 -1.748351321128970594e+05 4.127428520882343291e+05 -1.917654912217137462e+05 -2.242009625046890869e+05 5.631623837158042443e+04 -4.531703624180785118e+04 -6.061866138011347357e+04 -1.844728752537714317e+05 1.610721082623534312e+05 1.138275513939059692e+03 -7.724355731764627853e+04 -2.435463905271585973e+05 -1.081855125312097516e+05 3.130472796982758518e+04 1.939024953285322990e+05 2.484003235936298152e+05 1.804537925386190182e+05 -4.456997245129817748e+04 1.057452955373610457e+05 1.560954980232564558e+05 2.614844967398323934e+05 5.970149244685612939e+04 -3.219430415004710812e+04 9.724689453080354724e+04 -1.160179337169149221e+05 -9.830498544954528916e+04 5.442377013132980210e+04 2.775218667131392522e+03 1.367210191607257584e+05 7.332955561281240080e+04 -6.026203025890604295e+03 8.292480567928032542e+04 5.458804734467869275e+04 9.644355853922948882e+04 1.343286805871265533e+05
-1.975750013730868464e+06 1.380257125832812162e+06 6.532966633983201347e+06 2.567411808379182220e+07 4.085291321130227763e+06 6.874479481447720900e+05 2.010847983171900353e+02 -4.970243652837129775e+05 -6.292114057640037936e+04 2.444577590747492504e+05 2.021214412935355795e+05 1.252505003977441629e+04 -4.516286836589426821e+04 5.240151121838379186e+04 2.130237179702761641e+05 1.244503082042009482e+05 1.196261365861736995e+05 -9.353682960186788114e+04 1.989033085805787414e+05 -3.647697924269342184e+04 1.579325643371710321e+05 8.411149089027802984e+04 7.048268588874913985e+04 1.524885644779620052e+05 6.585920745579403592e+04 1.873003836905814533e+05 2.349913244443785225e+05 -1.395750965404129374e+03 3.957342542348750430e+04 3.379066761158216104e+04 1.412192139667808369e+05 5.276112579710543650e+04 5.680004955391026306e+04 9.157306711196884862e+03 7.220460064344070270e+04 3.082359958012251445e+04 7.100214121705782600e+04 -3.437274297054475028e+04 -2.411827942520836950e+04 1.824425117351793597e+04 -1.572746205778692092e+04 3.312499669112024276e+04 1.520975044485096817e+02 -9.583513362365471039e+03 -2.451264163204948636e+04
-7.193469031027556630e+05 1.493505206244634464e+06 1.533798574792292202e+06 4.085291321130227763e+06 1.606999063919968158e+07 2.350916620338507928e+06 -7.514497146024502581e+04 -4.940762756938004713e+03 1.403132641545573715e+05 2.492203285254341608e+05 -1.565663370604471420e+05 -2.378980941090545457e+04 -1.133277018297273389e+04 5.321434629083601067e+03 1.169982436502579512e+05 8.774603916517567995e+04 3.754159988569920824e+04 1.114123901090508152e+05 4.041717176441250194e+04 -1.161339016410705663e+05 7.815822124821401303e+03 3.846800960075588227e+04 -2.710563502849388442e+03 7.119131412342555996e+04 5.360805143809501897e+04 3.134656818867347829e+04 4.629913311905405135e+04 8.807087650748719170e+04 -8.678622322481245646e+03 -5.779008635568733735e+04 5.754836637955558217e+03 -2.465462826369386676e+04 3.082349232404044233e+04 6.943579267162326141e+04 5.750937426215702726e+04 3.824159077134989639e+04 3.221649184848315781e+04 -3.739149925410670403e+04 1.420512623001382963e+04 -2.357559111899211348e+04 -2.198762292954849545e+04 1.012918356383004493e+03 -8.988859263714852568e+04 -5.986721941531992343e+04 1.976513870721849162e+04
-1.345176382396744564e+06 9.527041172883148538e+05 1.273241995220974553e+06 6.874479481447720900e+05 2.350916620338507928e+06 9.846792551709925756e+06 1.532723139681139030e+06 8.226273446826395229e+04 6.907954801337388926e+04 1.684344054212196788e+05 2.261903141165548004e+05 2.198052518482627347e+05 8.051743241800786927e+04 1.117541027792902460e+05 1.061385702498785977e+05 -4.592256554674155632e+04 -1.137176849282837647e+05 -9.129390028611086018e+04 -7.783100892150199797e+04 -1.387574780744194577e+05 1.272848667522142205e+05 3.012459863210195545e+04 -2.672768949062614774e+04 1.455578290145251231e+03 1.814100746579845145e+04 4.840702632443165203e+04 1.501483094253301388e+05 -6.771681048610163089e+03 6.130792108304729481e+03 1.028088516777811165e+05 2.375242232939268433e+04 -4.414178576698881079e+04 5.280318920822869404e+04 5.955700421951081807e+04 3.470636580551895895e+04 5.840200799852214550e+04 3.215045224984001106e+04 -1.916362450739486667e+04 4.952857585024571563e+03 -2.893179280833686789e+04 1.357412802600272516e+04 1.382107616805559701e+04 -3.357113114238730486e+04 -3.458618388879048143e+04 -4.275785779224902399e+03
-6.452872359845817555e+05 -7.428429753875137249e+04 5.909732983020802494e+05 2.010847983171900353e+02 -7.514497146024502581e+04 1.532723139681139030e+06 7.153769312674485147e+06 1.297440812347755302e+06 5.467981027592060855e+05 1.657130647642872354e+05 -4.928106390337475750e+04 1.017220446710775577e+05 5.403594296823778859e+04 1.788139292520643212e+05 3.000802045091361288e+04 -1.015750747446931346e+05 -6.093663262634885905e+04 -2.338886219190628617e+04 2.970046994049887508e+04 -3.934124083727191464e+04 1.486834974397305632e+04 -1.911600508585276839e+04 2.409280468545353870e+04 -2.688176500509623656e+04 8.832351275807869388e+04 7.954257784303069639e+04 5.972169929334405606e+04 3.273347096087870887e+04 -1.442864201590180892e+04 5.082496147119447414e+04 -1.469148759164052899e+04 5.830643153175927728e+04 5.479154067712258257e+04 -5.346947883638094208e+04 3.274215214592264601e+03 5.271573781395206424e+03 -1.898549442583769633e+03 -3.315595308367212419e+04 -3.740102286467956583e+04 -1.679321752677114273e+04 -1.350273880235428260e+04 2.409467073065240038e+04 6.276099659554403843e+03 6.221395255169438315e+03 7.096346719766917886e+03
1.182589785820011894e+05 -7.364931163167296909e+05 3.480891112921068561e+05 -4.970243652837129775e+05 -4.940762756938004713e+03 8.226273446826395229e+04 1.297440812347755302e+06 4.556922452522313222e+06 1.009716139659549459e+06 1.732062744483403803e+05 6.607436048658548680e+04 8.245680020689842058e+04 8.127742009634911665e+04 1.398930515274458739e+05 -2.845424982914652446e+03 3.411755387816290749e+04 4.002448923802276113e+04 2.807346624628702193e+04 2.621775651362429562e+04 7.955892879921360873e+04 -2.034545578661909894e+04 -8.718817635880519811e+04 2.155728088040068542e+04 2.204197231729816849e+04 1.408712903634481154e+04 1.401492305984292034e+04 1.516650590445174385e+04 6.136740798086354516e+03 1.285738962208660814e+04 3.625142736286268337e+04 -1.762531014567338934e+04 4.912132929424775648e+04 -1.023020282976714952e+04 -3.540699742452278588e+04 4.655581914084104028e+03 -1.408629677148494375e+04 4.515752223025943385e+04 1.149590191238664374e+04 -1.641775102170731043e+04 -1.810420850882256491e+04 -1.395141158818207805e+04 1.745325261236255017e+02 -8.308506954685324672e+03 -2.697795855550946726e+04 6.849150182600843436e+03
-5.150144216333082295e+05 5.571147482660966925e+05 6.922379574585318333e+05 -6.292114057640037936e+04 1.403132641545573715e+05 6.907954801337388926e+04 5.467981027592060855e+05 1.009716139659549459e+06 3.489563044353687670e+06 7.275925126946718665e+05 1.741728123669246852e+05 8.122782035673817154e+04 1.180726647084219876e+05 2.179550640910365018e+03 1.186840466265494470e+05 8.213016013049104367e+04 1.779402715636885205e+03 2.611655664286914543e+04 1.020965997191823553e+05 6.180639697973561852e+04 7.723136577557168494e+04 6.753124338621081552e+04 2.931265022734696322e+04 4.903439310454881343e+04 -1.018067944578419701e+04 4.462929550146221300e+04 9.698576167522587639e+04 7.065904743103780493e+04 7.072395324757165508e+04 4.790652772621654731e+04 -1.302623260678412043e+04 5.551473031891050778e+04 1.563710564605832042e+04 -2.185337108195704332e+03 6.313025898353377670e+03 -3.819903808913871217e+03 3.912720282152130676e+04 2.329757896894712394e+04 2.347722300156771234e+04 -1.166280472877464308e+04 3.780970450799988612e+04 7.509219149066003411e+03 1.153136903243395318e+04 8.879092820928837682e+03 -3.609878353062108999e+03
1.062707351633125218e+06 1.147453850218811072e+06 6.801952453503769357e+05 2.444577590747492504e+05 2.492203285254341608e+05 1.684344054212196788e+05 1.657130647642872354e+05 1.732062744483403803e+05 7.275925126946718665e+05 2.558009041159483138e+06 6.000193659214354120e+05 5.971713143842712452e+04 6.438380113596743467e+04 -3.783144144351871364e+04 5.456708925603091484e+04 5.768113114208024490e+04 2.709021644512958665e+04 -6.361784501232119510e+03 6.592670891149522504e+04 4.794281724691741147e+03 5.367265511974988476e+04 3.987941997835486109e+04 3.105446540270943660e+04 6.353287929418816930e+03 -7.086273266810318091e+03 4.578337327848293353e+04 1.254245611071817802e+04 2.610653530414364468e+03 6.942749624191102339e+04 1.477871377214425775e+04 3.697934428711706005e+03 2.804974269696949341e+04 7.164551849420611688e+03 5.329014660640053989e+03 4.825307404092939578e+03 -2.908394659129026877e+03 2.879213120760886522e+04 1.048797878934183427e+04 3.168764943250540091e+04 6.790136420462659771e+03 8.603730465790631570e+03 5.499773383963780361e+03 3.056437188366670398e+03 -2.295204977693774345e+04 2.043866090858461394e+04
