# Pk for p=3.0, SGC 
#  k(h/Mpc) Pk*A/Q0(0) -0.79749 / -0.73934
3.750000000000000295e-03 7.225098437500000000e+04
8.035714285714286656e-03 5.182743750000000000e+04
1.282894736842105608e-02 2.260592382812500000e+04
1.773648648648648574e-02 3.376744531250000000e+04
2.268442622950819776e-02 3.800479296875000000e+04
2.765109890109889931e-02 3.144803710937500000e+04
3.262795275590551353e-02 3.078646875000000000e+04
3.761094674556213213e-02 2.576789453125000000e+04
4.259792626728110126e-02 2.224071679687500000e+04
4.758763837638376598e-02 2.224487890625000000e+04
5.257930513595167332e-02 1.650413085937500000e+04
5.757241813602014674e-02 1.809009375000000000e+04
6.256663113006397103e-02 1.644844531250000000e+04
6.756170018281536238e-02 1.487507324218750000e+04
7.255744849445325273e-02 1.504833203125000000e+04
7.755374479889043382e-02 1.243569628906250000e+04
8.255048959608321524e-02 1.328190625000000000e+04
8.754760609357999102e-02 1.014229101562500000e+04
9.254503407984421282e-02 9.400348632812500000e+03
9.754272567922873949e-02 9.543311523437500000e+03
1.025406423473433498e-01 8.816950195312500000e+03
1.075387527036769930e-01 7.585948242187500000e+03
1.125370309414088082e-01 6.105576171875000000e+03
1.175354556427277986e-01 6.368000000000000000e+03
1.225340088839533548e-01 6.047488769531250000e+03
1.275326755509994803e-01 6.631460449218750000e+03
1.325314428096820152e-01 6.770041503906250000e+03
1.375302996914940790e-01 6.663693359375000000e+03
1.425292367665162430e-01 5.532433105468750000e+03
1.475282458828035270e-01 6.176834472656250000e+03
1.525273199570046367e-01 4.880995605468750000e+03
1.575264528048370694e-01 4.352380859375000000e+03
1.625256390028400610e-01 3.536204589843750000e+03
1.675248737748737671e-01 3.506558593750000000e+03
1.725241528983477990e-01 3.478286132812500000e+03
1.775234726262892859e-01 3.627072509765625000e+03
1.825228296222166646e-01 2.907814697265625000e+03
1.875222209054278610e-01 3.284668457031250000e+03
1.925216438048121814e-01 2.940679931640625000e+03
1.975210959196753435e-01 3.068769775390625000e+03
2.025205750863645349e-01 3.059677001953125000e+03
2.075200793497193053e-01 2.431573730468750000e+03
2.125196069385495434e-01 2.321399658203125000e+03
2.175191562444953319e-01 2.516660644531250000e+03
2.225187258037367444e-01 2.439040039062500000e+03
2.275183142811141312e-01 1.717557495117187500e+03
2.325179204562972113e-01 2.031427978515625000e+03
2.375175432117004048e-01 1.936456176757812500e+03
2.425171815218931104e-01 2.043765014648437500e+03
2.475168344442932600e-01 1.329774047851562500e+03
2.525165011109659075e-01 1.986208862304687500e+03
2.575161807213774967e-01 1.751248413085937500e+03
2.625158725359777456e-01 1.758234375000000000e+03
2.675155758705018982e-01 1.299470703125000000e+03
2.725152900908989206e-01 1.945068481445312500e+03
2.775150146088086189e-01 1.706383300781250000e+03
