# Bispectrum monopole for SGC EZmock_complete
# Subtracted SN: kindep
# k1-eff  k2-eff  k3-eff  B0  B0-BSN  Std_dev  Std_dev(-BSN)
1.042599999999999950e-02 2.021500000000000033e-02 3.012099999999999847e-02 1.667017420191032600e+10 1.107156808884269905e+10 1.099033872707439804e+10 1.099068656010145950e+10
1.042599999999999950e-02 2.021500000000000033e-02 3.511199999999999738e-02 1.735631963545561981e+10 1.175771352238795662e+10 2.255977712470407867e+10 2.255769415183021164e+10
1.042599999999999950e-02 2.516799999999999940e-02 2.516799999999999940e-02 1.531292566146443748e+10 9.714319548396785736e+09 1.089168909245935059e+10 1.089179370779916573e+10
1.042599999999999950e-02 2.516799999999999940e-02 3.012099999999999847e-02 1.527723892462462044e+10 9.678632811556978226e+09 7.355287090867807388e+09 7.353713041934861183e+09
1.042599999999999950e-02 2.516799999999999940e-02 3.511199999999999738e-02 1.636120120025562096e+10 1.076259508718795204e+10 8.819241731532827377e+09 8.818670718434387207e+09
1.042599999999999950e-02 2.516799999999999940e-02 4.010899999999999882e-02 1.646072436147162437e+10 1.086211824840397453e+10 1.872756330284679031e+10 1.872782734236560440e+10
1.042599999999999950e-02 3.012099999999999847e-02 3.012099999999999847e-02 1.465233539631001091e+10 9.053729283242370605e+09 9.142394039765623093e+09 9.141292403990676880e+09
1.042599999999999950e-02 3.012099999999999847e-02 3.511199999999999738e-02 1.466809442366311455e+10 9.069488310595460892e+09 6.239234557409866333e+09 6.237590017215492249e+09
1.042599999999999950e-02 3.012099999999999847e-02 4.010899999999999882e-02 1.527934276406025887e+10 9.680736650992622375e+09 7.218033508361957550e+09 7.218657910279674530e+09
1.042599999999999950e-02 3.012099999999999847e-02 4.509300000000000114e-02 1.559321029128883362e+10 9.994604178221208572e+09 1.635588333085981560e+10 1.635637553033653831e+10
1.042599999999999950e-02 3.511199999999999738e-02 3.511199999999999738e-02 1.372803236644210625e+10 8.129426253374463081e+09 7.587648900461355209e+09 7.588475666527106285e+09
1.042599999999999950e-02 3.511199999999999738e-02 4.010899999999999882e-02 1.377730872546145630e+10 8.178702612393806458e+09 5.393587445590803146e+09 5.394060816971223831e+09
1.042599999999999950e-02 3.511199999999999738e-02 4.509300000000000114e-02 1.436513834050481224e+10 8.766532227437160492e+09 6.225517127209516525e+09 6.225501847322363853e+09
1.042599999999999950e-02 3.511199999999999738e-02 5.008300000000000252e-02 1.581025780336995888e+10 1.021165169030232430e+10 1.328690267769121361e+10 1.328601185211377144e+10
1.042599999999999950e-02 4.010899999999999882e-02 4.010899999999999882e-02 1.284196069530317497e+10 7.243354582235526085e+09 6.310761599147872925e+09 6.312252376665781021e+09
1.042599999999999950e-02 4.010899999999999882e-02 4.509300000000000114e-02 1.327688486798558807e+10 7.678278754917945862e+09 4.580038773770555496e+09 4.579859165418435097e+09
1.042599999999999950e-02 4.010899999999999882e-02 5.008300000000000252e-02 1.391619800799393272e+10 8.317591894926275253e+09 5.396489919208031654e+09 5.395171538600165367e+09
1.042599999999999950e-02 4.010899999999999882e-02 5.508300000000000002e-02 1.478445473823743057e+10 9.185848625169782639e+09 1.194632900415869141e+10 1.194648893346594238e+10
1.042599999999999950e-02 4.509300000000000114e-02 4.509300000000000114e-02 1.274048852848245811e+10 7.141882415414808273e+09 5.411685335022802353e+09 5.411073683888428688e+09
