# Bispectrum monopole for NGC EZmock_complete
# Subtracted SN: kindep
# k1-eff  k2-eff  k3-eff  B0  B0-BSN  Std_dev  Std_dev(-BSN)
5.738000000000000045e-03 5.738000000000000045e-03 5.738000000000000045e-03 1.084921429611907768e+10 6.349967400252476692e+09 1.038940605333153534e+11 1.038943853844907990e+11
5.738000000000000045e-03 5.738000000000000045e-03 1.037300000000000028e-02 1.113687977796664619e+10 6.637632882100015640e+09 5.487529508873728943e+10 5.487531521644894409e+10
5.738000000000000045e-03 5.738000000000000045e-03 1.525999999999999926e-02 1.355097292668091774e+10 9.051726030814285278e+09 1.079256766758967285e+11 1.079246034387114716e+11
5.738000000000000045e-03 1.037300000000000028e-02 1.037300000000000028e-02 1.663633214333660698e+10 1.213708524746997833e+10 3.387389003137891006e+10 3.387429035909102631e+10
5.738000000000000045e-03 1.037300000000000028e-02 1.525999999999999926e-02 1.343562677024444008e+10 8.936379874377813339e+09 2.470319763731822205e+10 2.470274519010597992e+10
5.738000000000000045e-03 1.037300000000000028e-02 2.019699999999999968e-02 1.025699156043849945e+10 5.757744664571894646e+09 5.194212697689632416e+10 5.194192838813026428e+10
5.738000000000000045e-03 1.525999999999999926e-02 1.525999999999999926e-02 1.655007899946527100e+10 1.205083210359862900e+10 2.448333124668791580e+10 2.448434351555947495e+10
5.738000000000000045e-03 1.525999999999999926e-02 2.019699999999999968e-02 1.410145128868332481e+10 9.602204392816713333e+09 1.903806814986399078e+10 1.903869462302690887e+10
5.738000000000000045e-03 1.525999999999999926e-02 2.516699999999999840e-02 1.474548412956060028e+10 1.024623723369397545e+10 3.878955743367579651e+10 3.878999002042504883e+10
5.738000000000000045e-03 2.019699999999999968e-02 2.019699999999999968e-02 1.651990669526071930e+10 1.202065979939408493e+10 1.995998204560132980e+10 1.995921389752389145e+10
5.738000000000000045e-03 2.019699999999999968e-02 2.516699999999999840e-02 1.379397100862679863e+10 9.294724112760164261e+09 1.540280163759074020e+10 1.540295817612975311e+10
5.738000000000000045e-03 2.019699999999999968e-02 3.013700000000000059e-02 1.438444382939289665e+10 9.885196933526264191e+09 3.111051978639579773e+10 3.110936541377939224e+10
5.738000000000000045e-03 2.516699999999999840e-02 2.516699999999999840e-02 1.636881807422073555e+10 1.186957117835410690e+10 1.645849958052651024e+10 1.645842366624454498e+10
5.738000000000000045e-03 2.516699999999999840e-02 3.013700000000000059e-02 1.325733707491226387e+10 8.758090179045635223e+09 1.256160674500197029e+10 1.256176617170087051e+10
5.738000000000000045e-03 2.516699999999999840e-02 3.511100000000000332e-02 1.268637232322011375e+10 8.187125427353466988e+09 2.440557076344599152e+10 2.440606129163145828e+10
5.738000000000000045e-03 3.013700000000000059e-02 3.013700000000000059e-02 1.496907597390091324e+10 1.046982907803428459e+10 1.432518538541986465e+10 1.432455028722553253e+10
5.738000000000000045e-03 3.013700000000000059e-02 3.511100000000000332e-02 1.259942874361855316e+10 8.100181847751901627e+09 1.075500653544255829e+10 1.075470446449428368e+10
5.738000000000000045e-03 3.013700000000000059e-02 4.009599999999999970e-02 1.237502978726913452e+10 7.875782891402482033e+09 2.099047902796946716e+10 2.099038108485993958e+10
5.738000000000000045e-03 3.511100000000000332e-02 3.511100000000000332e-02 1.405408129421882629e+10 9.554834398352188110e+09 1.233700574774831581e+10 1.233608277693178940e+10
5.738000000000000045e-03 3.511100000000000332e-02 4.009599999999999970e-02 1.147799127422841835e+10 6.978744378361788750e+09 9.615239689619441986e+09 9.615485544988483429e+09
5.738000000000000045e-03 3.511100000000000332e-02 4.509300000000000114e-02 1.138801839411034775e+10 6.888771498243723869e+09 1.710408193510269737e+10 1.710407689217805862e+10
5.738000000000000045e-03 4.009599999999999970e-02 4.009599999999999970e-02 1.295057930109574509e+10 8.451332405229120255e+09 1.167518052009691620e+10 1.167479963686098289e+10
5.738000000000000045e-03 4.009599999999999970e-02 4.509300000000000114e-02 1.091823946297908211e+10 6.418992567112470627e+09 8.411226870433918953e+09 8.411414990910560608e+09
5.738000000000000045e-03 4.009599999999999970e-02 5.009299999999999864e-02 1.169253201071678925e+10 7.193285114850146294e+09 1.487940822764262581e+10 1.487895194547811699e+10
5.738000000000000045e-03 4.509300000000000114e-02 4.509300000000000114e-02 1.238191814728412628e+10 7.882671251417476654e+09 1.111363174253348160e+10 1.111402717179399300e+10
5.738000000000000045e-03 4.509300000000000114e-02 5.009299999999999864e-02 1.045437713834019279e+10 5.955130242473564148e+09 7.940511918171566963e+09 7.940029412603148460e+09
5.738000000000000045e-03 4.509300000000000114e-02 5.507800000000000196e-02 1.078072817298761749e+10 6.281481277120984077e+09 1.291159088374668503e+10 1.291114843824567223e+10
5.738000000000000045e-03 5.009299999999999864e-02 5.009299999999999864e-02 1.184804919402586937e+10 7.348802298159244537e+09 9.591450339578666687e+09 9.591184558949111938e+09
5.738000000000000045e-03 5.009299999999999864e-02 5.507800000000000196e-02 9.926078263815393448e+09 5.426831367948764801e+09 7.465069539769804001e+09 7.465276698827623367e+09
5.738000000000000045e-03 5.009299999999999864e-02 6.006700000000000234e-02 1.028974341121597672e+10 5.790496515349331856e+09 1.201351973167368889e+10 1.201406745140803337e+10
5.738000000000000045e-03 5.507800000000000196e-02 5.507800000000000196e-02 1.142312355602964973e+10 6.923876660163004875e+09 9.747133506474084854e+09 9.747062434724365234e+09
5.738000000000000045e-03 5.507800000000000196e-02 6.006700000000000234e-02 9.714316823196151733e+09 5.215069927329518318e+09 6.974625491560058594e+09 6.974878259130179405e+09
5.738000000000000045e-03 5.507800000000000196e-02 6.505900000000000571e-02 9.585875057360794067e+09 5.086628161494164467e+09 1.113002311960723495e+10 1.112917830212252998e+10
