# Bispectrum RIC correction for sample NGC and SN subtraction True 
#  k1_eff k2_eff k3_eff Wk_ric
1.096977954252302198e-02 1.342766946515183864e-02 1.439484494697088057e-02 7.357448476562276907e-02
1.338070336731194722e-02 1.498621179521960993e-02 2.380180380283896530e-02 7.787224168407291293e-03
1.246300154672773212e-02 2.463223906815993278e-02 2.743925095264830236e-02 3.962635331044241094e-02
2.364864553230651423e-02 2.632405491141175807e-02 2.843786142341475989e-02 3.892944291724536958e-04
1.525999999999999926e-02 1.525999999999999926e-02 3.511100000000000332e-02 4.102334380766412686e-02
1.382795016208826673e-02 2.815648963908152363e-02 3.797471947745695992e-02 5.939063347617802233e-03
2.474325385137266312e-02 2.811148229921219335e-02 4.020946313291409724e-02 3.554043597192960667e-03
1.247285383988930643e-02 3.922955202216160675e-02 4.209500022215872245e-02 4.050082935562306780e-02
2.582433461569788591e-02 3.897957649985198114e-02 4.227404484496813386e-02 3.552267410177519565e-03
3.820631520850299723e-02 4.085484602117520070e-02 4.313039939914029008e-02 8.328688650799600732e-03
1.525999999999999926e-02 3.013700000000000059e-02 5.009299999999999864e-02 1.714625292158968722e-02
2.757805720358554383e-02 2.972335155992576056e-02 5.309218310004946983e-02 5.543803793739865426e-03
1.383433404626265018e-02 4.297090724397148453e-02 5.282731727554379475e-02 -1.390049011941268096e-04
2.618305126384033385e-02 4.087328139277739136e-02 5.507190747832692995e-02 3.268855322021363766e-03
3.897956750318644359e-02 4.227402745738649548e-02 5.538244813394106736e-02 1.769237931605753588e-03
1.247416721723855829e-02 5.404443598086806216e-02 5.692260423528852642e-02 3.959349656838233311e-02
2.582435225864977701e-02 5.380414542261012512e-02 5.711143863106769858e-02 7.542958911938879606e-05
4.052231248702121980e-02 5.380413805619563283e-02 5.711143151363819864e-02 5.373588112750872330e-03
5.301198906178102715e-02 5.562287412023590727e-02 5.796364932709574536e-02 2.947043169492330646e-03
3.013700000000000059e-02 3.013700000000000059e-02 6.505900000000000571e-02 1.101299338413230453e-02
1.525999999999999926e-02 4.509300000000000114e-02 6.505900000000000571e-02 -8.291050078973955309e-03
2.825315147386870882e-02 4.306670698585453316e-02 6.761069235500571928e-02 4.163325232015466573e-03
3.937640261474720238e-02 4.285703856031668202e-02 6.992771258833184456e-02 2.702459169588638643e-03
1.383669801578403177e-02 5.785863721281638700e-02 6.772837141453347254e-02 -1.257599290006592829e-03
2.618817021113053339e-02 5.573179228161814769e-02 6.997623178022925605e-02 1.583122176420155135e-03
4.052231037837561445e-02 5.538244881654414559e-02 7.029587634301949495e-02 1.922636014225939790e-03
5.380414332956529738e-02 5.711142927195093227e-02 7.029587468334359823e-02 9.029015618512286354e-04
1.247589973889369486e-02 6.893259280444560821e-02 7.181983626007487631e-02 3.993202545742877141e-02
2.582434930029573264e-02 6.869606363064918730e-02 7.201536648374029514e-02 3.453012568122695901e-04
4.052231150434101870e-02 6.869605534600074781e-02 7.201536585739250207e-02 3.305417121596584528e-03
5.538244327612607681e-02 6.869605553229207739e-02 7.201537019340679968e-02 6.991326838650191791e-04
6.789318665676671860e-02 7.048691515834827614e-02 7.286598663330873249e-02 3.014535333118475123e-03
