# Bispectrum RIC correction for sample NGC and SN subtraction False 
#  k1_eff k2_eff k3_eff Wk_ric
1.096977954252302198e-02 1.342766946515183864e-02 1.439484494697088057e-02 4.941583216447788945e-02
1.338070336731194722e-02 1.498621179521960993e-02 2.380180380283896530e-02 5.491567315563294395e-03
1.246300154672773212e-02 2.463223906815993278e-02 2.743925095264830236e-02 2.666901102879912569e-02
2.364864553230651423e-02 2.632405491141175807e-02 2.843786142341475989e-02 3.084022702150667860e-04
1.525999999999999926e-02 1.525999999999999926e-02 3.511100000000000332e-02 2.983728900504767009e-02
1.382795016208826673e-02 2.815648963908152363e-02 3.797471947745695992e-02 4.048187424054832881e-03
2.474325385137266312e-02 2.811148229921219335e-02 4.020946313291409724e-02 2.372093825908938927e-03
1.247285383988930643e-02 3.922955202216160675e-02 4.209500022215872245e-02 2.508428866054122214e-02
2.582433461569788591e-02 3.897957649985198114e-02 4.227404484496813386e-02 2.219704588579485358e-03
3.820631520850299723e-02 4.085484602117520070e-02 4.313039939914029008e-02 4.796290890279060470e-03
1.525999999999999926e-02 3.013700000000000059e-02 5.009299999999999864e-02 1.157807001957864533e-02
2.757805720358554383e-02 2.972335155992576056e-02 5.309218310004946983e-02 3.630916561974401133e-03
1.383433404626265018e-02 4.297090724397148453e-02 5.282731727554379475e-02 -2.931086715570262695e-05
2.618305126384033385e-02 4.087328139277739136e-02 5.507190747832692995e-02 2.025647156227701993e-03
3.897956750318644359e-02 4.227402745738649548e-02 5.538244813394106736e-02 1.035185162549361873e-03
1.247416721723855829e-02 5.404443598086806216e-02 5.692260423528852642e-02 2.273540821241050794e-02
2.582435225864977701e-02 5.380414542261012512e-02 5.711143863106769858e-02 1.073007108909372007e-04
4.052231248702121980e-02 5.380413805619563283e-02 5.711143151363819864e-02 2.841457157093432804e-03
5.301198906178102715e-02 5.562287412023590727e-02 5.796364932709574536e-02 1.499064422485666065e-03
3.013700000000000059e-02 3.013700000000000059e-02 6.505900000000000571e-02 6.961862148535646541e-03
1.525999999999999926e-02 4.509300000000000114e-02 6.505900000000000571e-02 -5.176302225156775849e-03
2.825315147386870882e-02 4.306670698585453316e-02 6.761069235500571928e-02 2.537831629389193482e-03
3.937640261474720238e-02 4.285703856031668202e-02 6.992771258833184456e-02 1.545378494367872189e-03
1.383669801578403177e-02 5.785863721281638700e-02 6.772837141453347254e-02 -6.661721100145327800e-04
2.618817021113053339e-02 5.573179228161814769e-02 6.997623178022925605e-02 9.531899077121703048e-04
4.052231037837561445e-02 5.538244881654414559e-02 7.029587634301949495e-02 1.042002611268415865e-03
5.380414332956529738e-02 5.711142927195093227e-02 7.029587468334359823e-02 5.001142483000401047e-04
1.247589973889369486e-02 6.893259280444560821e-02 7.181983626007487631e-02 2.161714905739111486e-02
2.582434930029573264e-02 6.869606363064918730e-02 7.201536648374029514e-02 2.534390631191613705e-04
4.052231150434101870e-02 6.869605534600074781e-02 7.201536585739250207e-02 1.664074585538864118e-03
5.538244327612607681e-02 6.869605553229207739e-02 7.201537019340679968e-02 3.929935165718523608e-04
6.789318665676671860e-02 7.048691515834827614e-02 7.286598663330873249e-02 1.353930749067693007e-03
